scientific_name_original,scientific_name_MG,scientific_name_WFO,leaf_type,lvs_linear,lvs_intermediate,lvs_oval,lvs_compound,lvs_lobed,lvs_dissected,recode_date,recode_reason
Carpha glomerata,Carpha glomerata,Carpha glomerata,Leaf,0,2,0,0,0,0,2026-08-11,"lvs_intermediate erroneously coded as 2; hand-checked against flora, confirmed intermediate shape; recoded to 1"
