"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","perennial","annual","lifecycle_POSA","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal"
"Lessertia diffusa","Lessertia diffusa","FABACEAE","Lessertia diffusa","R.Br.","Fabaceae",1,0,NA,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,45,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,1,6,0,0,"leaf",2,"l","i","w"
"Leucadendron brunioides","Leucadendron brunioides","PROTEACEAE","Leucadendron brunioides","Meisn.","Proteaceae",1,0,NA,0,1,1,0,0,0,0,1,1,"Oct","Nov",NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,2.3,0,0,"leaf",3,"h","i","p"
"Leucadendron remotum","Leucadendron remotum","PROTEACEAE","Leucadendron remotum","I.Williams","Proteaceae",1,0,NA,0,1,1,0,0,0,0,1,1,"Aug","Sep",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,4,0,0,"leaf",2,"h","i","p"
"Leysera tenella","Leysera tenella","ASTERACEAE","Leysera tenella","DC.","Asteraceae",1,1,NA,1,0,1,0,1,1,0,0,0,"Aug","Oct",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.5,0,0,"leaf",1,"m","i","w"
"Lotononis falcata","Lotononis falcata (form C)","FABACEAE","Lotononis falcata","Benth.","Fabaceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Jul","Oct",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,1.5,0,0,"leaf",0,"l","i","p"
"Lotononis parvifolia","Lotononis parvifolia","FABACEAE","Lotononis","(DC.) Eckl. & Zeyh.","Fabaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,2,0,0,"leaf",0,"l","i","p"
"Lycium amoenum","Lycium amoenum","SOLANACEAE","Lycium amoenum","Dammer","Solanaceae",1,0,NA,1,0,1,0,0,0,0,1,0,"Jun","Jul","Sep",NA,300,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,2.4,0,0,"leaf",3,"m","i","m"
"Lycium cinereum","Lycium cinereum","SOLANACEAE","Lycium cinereum","Thunb.","Solanaceae",1,0,NA,1,0,1,0,0,0,0,1,0,"Jul","Sep",NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.7,0,0,"leaf",3,"m","i","m"
"Lyperia tristis","Lyperia tristis","SCROPHULARIACEAE","Lyperia tristis","(L.f.) Benth.","Scrophulariaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,7,0,0,"leaf",0,"l","i","p"
"Malephora crassa","Malephora crassa","AIZOACEAE","Malephora crassa","(L.Bolus) H.Jacobsen & Schwantes","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,8,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,4,0,0,"leaf",3,"l","i","p"
"Manochlamys albicans","Manochlamys albicans","AMARANTHACEAE","Manochlamys albicans","(Aiton) Aellen","Amaranthaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,4,0,0,"leaf",3,"l","i","p"
"Massonia depressa","Massonia depressa","HYACINTHACEAE","Massonia depressa","Houtt.","Asparagaceae",1,0,NA,1,0,1,0,1,1,0,1,0,"May","Jul","Aug",NA,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,10,0,0,"leaf",3,"l","i","p"
"Medicargo polymorpha","Medicargo polymorpha","FABACEAE","Medicago polymorpha","L.","Fabaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,3,0,0,"leaf",0,"l","i","m"
"Melasphaerula ramosa","Melasphaerula ramosa","IRIDACEAE","Ixia scillaris subsp. scillaris",NA,"Iridaceae",1,0,NA,1,0,0,1,1,1,0,1,0,NA,NA,NA,NA,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,15,0,0,"leaf",2,"l","i","p"
"Melianthus comosus","Melianthus comosus","MELIANTHACEAE","Melianthus comosus","Vahl","Francoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,1,1,4,0,0,"leaf",2,"h","i","w"
"Mentha longiflora","Mentha longiflora","LAMIACEAE","Dracaena longiflora","(Sims) Byng & Christenh.","Asparagaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,150,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,8,0,0,"leaf",2,"m","i","p"
"Mesembryanthemum emarcidum","Mesembryanthemum emarcidum","AIZOACEAE","Mesembryanthemum emarcidum","Thunb.","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,25,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,3.5,0,0,"leaf",2,"l","i","p"
"Mesembryanthemum guerichianum","Mesembryanthemum guerichianum","AIZOACEAE","Mesembryanthemum guerichianum","Pax","Aizoaceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Sep","Dec",NA,NA,20,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,6,0,0,"leaf",0,"l","i","p"
"Mesembryanthemum junceum","Mesembryanthemum junceum","AIZOACEAE","Mesembryanthemum junceum","Haw.","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Oct","Nov",NA,NA,55,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,1.5,0,0,"leaf",2,"l","i","p"
"Mesembryanthemum nitidum","Mesembryanthemum nitidum","AIZOACEAE","Mesembryanthemum nitidum","Haw.","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Sep","Oct",NA,NA,30,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,3,0,0,"leaf",3,"l","i","p"
"Mesembryanthemum resurgens","Mesembryanthemum resurgens","AIZOACEAE","Mesembryanthemum resurgens","Kensit","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,1,0,"Jun","Sep",NA,NA,10,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",1,0,0,0,0,0,5,0,0,"leaf",3,"l","i","p"
"Mesembryanthemum stenandrum","Mesembryanthemum stenandrum","AIZOACEAE","Mesembryanthemum stenandrum","(L.Bolus) L.Bolus","Aizoaceae",0,1,NA,1,0,1,0,0,0,0,0,0,"Nov","Dec",NA,NA,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,"leaf",1,0,0,0,0,0,2,0,0,"leaf",0,"l","i","p"
"Mesembryanthemum vaginatum","Mesembryanthemum vaginatus","AIZOACEAE","Mesembryanthemum vaginatum","Lam.","Aizoaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Oct","Nov",NA,NA,25,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",1,0,0,0,0,0,1,1,1,"mixed",3,"l","i","p"
"Microloma armatum","Microloma armatum","APOCYNACEAE","Microloma armatum","(Thunb.) Schltr. ex E.Gilg & Benedict","Apocynaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.8,0,0,"leaf",3,"l","i","w"
"Microloma calycinum","Microloma calycinum","APOCYNACEAE","Microloma calycinum","E.Mey.","Apocynaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,100,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.8,0,0,"leaf",3,"l","i","w"
"Microloma namaquense","Microloma namaquense","APOCYNACEAE","Microloma namaquense","Bolus","Apocynaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,3.5,0,0,"leaf",3,"l","i","w"
"Microloma sagittatum","Microloma sagittatum","APOCYNACEAE","Microloma sagittatum","(L.) R.Br.","Apocynaceae",1,0,NA,1,0,1,0,0,0,0,1,0,"Jun","Oct",NA,NA,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,1,0,1,"mixed",2,"l","i","w"
"Monechma spartioides","Monechma spartioides","THURNIACEAE","Pogonospermum patulum","(Licht. ex Roem. & Schult.) I.Darbysh. & Kiel","Acanthaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Feb","Dec",NA,NA,200,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1.5,0,0,"leaf",3,"l","i","p"
"Osteospermum hyoseroides","Monoculus hyoseroides","ASTERACEAE","Monoculus hyoseroides","(DC.) B.Nord.","Asteraceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,10,0,0,"leaf",0,"l","i","w"
"Moraea amabilis","Moraea amabilis","IRIDACEAE","Moraea amabilis","Diels","Iridaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"Aug","Sep",NA,NA,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,15,0,0,"leaf",2,"l","i","w"
"Moraea bifida","Moraea bifida","IRIDACEAE","Moraea bifida","(L.Bolus) Goldblatt","Iridaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"Aug","Sep",NA,NA,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,30,0,0,"leaf",2,"l","i","w"
"Moraea brachygyne","Moraea brachygyne","IRIDACEAE","Moraea brachygyne","(Schltr.) Goldblatt","Iridaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"Jul","Sep",NA,NA,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,15,0,0,"leaf",2,"l","i","w"
"Moraea ciliata","Moraea ciliata","IRIDACEAE","Moraea ciliata","(L.f.) Ker Gawl.","Iridaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"Jul","Sep",NA,NA,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,5,0,0,"leaf",2,"l","i","w"
"Moraea falcifolia","Moraea falcifolia","IRIDACEAE","Moraea falcifolia","Klatt","Iridaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"May","Aug",NA,NA,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,4,0,0,"leaf",2,"l","i","w"
"Moraea fenestrata","Moraea fenestrata","IRIDACEAE","Moraea fenestrata","(Goldblatt) Goldblatt","Iridaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"Aug",NA,NA,NA,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,20,0,0,"leaf",2,"l","i","w"
"Moraea miniata","Moraea miniata","IRIDACEAE","Moraea miniata","Andrews","Iridaceae",1,0,NA,1,0,0,1,1,1,0,1,0,NA,NA,NA,NA,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,20,0,0,"leaf",2,"l","i","w"
"Moraea pritzeliana","Moraea pritzeliana","IRIDACEAE","Moraea pritzeliana","Diels","Iridaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"Sep","Oct",NA,NA,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,20,0,0,"leaf",2,"l","i","w"
"Muraltia divaricata","Muraltia divaricata","POLYGALACEAE","Muraltia divaricata","Eckl. & Zeyh.","Polygalaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1,0,0,"leaf",2,"h","i","i"
"Muraltia vulnerans","Muraltia vulnerans","POLYGALACEAE","Muraltia vulnerans","Levyns","Polygalaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.3,0,0,"leaf",2,"h","i","i"
"Nemesia anisocarpa","Nemesia anisocarpa","SCROPHULARIACEAE","Nemesia anisocarpa","E.Mey. ex Benth.","Scrophulariaceae",0,1,NA,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2.5,0,0,"leaf",0,"l","i","p"
"Nemesia cheiranthus","Nemesia cheiranthus","SCROPHULARIACEAE","Nemesia cheiranthus","E.Mey. ex Benth.","Scrophulariaceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Aug","Sep",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2,0,0,"leaf",0,"l","i","p"
"Nemesia leipoldtii","Nemesia leipoldtii","SCROPHULARIACEAE","Nemesia leipoldtii","Hiern","Scrophulariaceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Aug","Sep",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,2.6,0,0,"leaf",0,"l","i","p"
"Nenax cinerea","Nenax cinerea","RUBIACEAE","Nenax cinerea","(Thunb.) Puff","Rubiaceae",1,0,NA,0,1,1,0,0,0,0,0,0,"Aug",NA,NA,NA,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.5,0,0,"leaf",3,"m","w","p"
"Nenax microphylla","Nenax microphylla","RUBIACEAE","Nenax microphylla","(Sond.) Salter","Rubiaceae",1,0,NA,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.4,0,0,"leaf",2,"m","w","p"
"Oedera genistifolia","Oedera genistifolia","ASTERACEAE","Oedera genistifolia","(L.) Anderb. & K.Bremer","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1.4,0,0,"leaf",2,"h","i","w"
"Oncosiphon grandiflorum","Oncosiphon grandiflorum","ASTERACEAE","Oncosiphon grandiflorus","(Thunb.) Källersjö","Asteraceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Aug","Nov",NA,NA,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,1,5,0,0,"leaf",0,"l","i","w"
"Oncosiphon suffruticosum","Oncosiphon suffruticosum","ASTERACEAE","Oncosiphon suffruticosum","(L.) Källersjö","Asteraceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Sep","Dec",NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,1,8,0,0,"leaf",0,"l","i","w"
"Ophioglossum polyphyllum","Ophioglossum polyphyllum","OPHIOGLOSSACEAE","Ophioglossum polyphyllum","A.Braun ex Seub.","Ophioglossaceae",1,0,NA,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"frond",0,1,0,0,0,0,6,0,0,"leaf",3,"l","w","w"
"Ornithogalum rupestre","Ornithogalum multifolium","HYACINTHACEAE","Ornithogalum rupestre","L.f.","Asparagaceae",1,0,NA,1,0,0,1,1,1,0,0,0,NA,NA,NA,NA,25,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",1,0,0,0,0,0,15,0,0,"leaf",3,"l","i","w"
"Ornithogalum pruinosum","Ornithogalum pruinosum","HYACINTHACEAE","Ornithogalum pruinosum","F.M.Leight.","Asparagaceae",1,0,NA,1,0,0,1,1,1,0,0,0,NA,NA,NA,NA,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,10,0,0,"leaf",3,"l","i","w"
"Albuca secunda","Ornithogalum secundum","HYACINTHACEAE","Albuca secunda","(Jacq.) J.C.Manning & Goldblatt","Asparagaceae",1,0,NA,1,0,0,1,1,1,0,1,0,NA,NA,NA,NA,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,15,0,0,"leaf",3,"l","i","w"
"Ornithogalum tanquanum","Ornithogalum tanquanum","HYACINTHACEAE","Ornithogalum tanquanum","(Mart.-Azorín & M.B.Crespo) J.C.Manning & Goldblatt","Asparagaceae",1,0,NA,1,0,0,1,1,1,0,1,0,NA,NA,NA,NA,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,10,0,0,"leaf",2,"l","i","w"
"Ornithogalum xanthochlorum","Ornithogalum xanthochlorum","HYACINTHACEAE","Ornithogalum xanthochlorum","Baker","Asparagaceae",1,0,NA,1,0,0,1,1,1,0,1,0,NA,NA,NA,NA,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,35,0,0,"leaf",3,"l","i","w"
"Ornithoglossum parviflorum","Ornithoglossum parviflorum","COLCHICACEAE","Ornithoglossum parviflorum","B.Nord.","Colchicaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"Jun","Oct",NA,NA,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,5,0,0,"leaf",3,"l","i","w"
"Ornithoglossum viride","Ornithoglossum viride","COLCHICACEAE","Ornithoglossum viride","(L.f.) Dryand. ex W.T.Aiton","Colchicaceae",1,0,NA,1,0,0,1,1,1,0,1,0,NA,NA,NA,NA,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,5,0,0,"leaf",3,"l","i","w"
"Ornithoglossum vulgare","Ornithoglossum vulgare","COLCHICACEAE","Ornithoglossum vulgare","B.Nord.","Colchicaceae",1,0,NA,1,0,0,1,1,1,0,1,0,NA,NA,NA,NA,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,5,0,0,"leaf",3,"l","i","w"
"Osteospermum acanthospermum","Osteospermum acanthospermum","ASTERACEAE","Osteospermum acanthospermum","(DC.) Norl.","Asteraceae",0,1,NA,1,0,0,0,1,1,0,0,0,"Aug","Oct",NA,NA,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,2.5,0,0,"leaf",0,"l","i","m"
"Osteospermum incanum subsp incanum","Osteospermum incanum","ASTERACEAE","Osteospermum incanum subsp. incanum",NA,"Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Dec","May",NA,NA,80,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.5,0,0,"leaf",2,"h","i","m"
"Osteospermum leptolobum","Osteospermum leptolobum","ASTERACEAE","Osteospermum leptolobum","(Harv.) Norl.","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug","Sep",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,1,1.5,0,0,"leaf",2,"h","i","w"
"Osteospermum scariosum","Osteospermum scariosum","ASTERACEAE","Osteospermum scariosum","DC.","Asteraceae",1,0,NA,1,0,1,0,0,0,0,1,0,"Jul","Oct",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,1.5,0,0,"leaf",3,"h","i","w"
"Osteospermum sinuatum","Osteospermum sinuatum","ASTERACEAE","Osteospermum sinuatum","(DC.) Norl.","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Jun","Sep",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2,0,0,"leaf",2,"l","i","w"
"Osteospermum spinescens","Osteospermum spinescens","ASTERACEAE","Osteospermum spinescens","Thunb.","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,NA,0,0,"leaf",3,"l","i","w"
"Otholobium  candicans","Otholobium  candicans","FABACEAE","Psoralea candicans","Eckl. & Zeyh.","Fabaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,1.5,0,0,"leaf",2,"h","i","p"
"Otholobium arborescens","Otholobium arborescens","FABACEAE","Psoralea arborescens","(C.H.Stirt.) C.H.Stirt.","Fabaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,2,0,0,"leaf",2,"h","i","p"
"Otholobium candicans","Otholobium candicans","FABACEAE","Psoralea candicans","Eckl. & Zeyh.","Fabaceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,2,0,0,"leaf",2,"h","i","p"
"Othonna cylindrica","Othonna cylindrica","ASTERACEAE","Othonna cylindrica","DC.","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,4,0,0,"leaf",3,"l","i","w"
"Othonna hederifolia","Othonna hederifolia","ASTERACEAE","Othonna hederifolia","B.Nord.","Asteraceae",1,0,NA,1,0,0,1,1,1,1,1,0,"Jun","Aug",NA,NA,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,4,0,0,"leaf",2,"l","i","w"
"Othonna pteronioides","Othonna pteronioides","ASTERACEAE","Othonna pteronioides","Harv.","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Aug",NA,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.8,0,0,"leaf",3,"l","i","w"
"Othonna protecta","Othonna rechingeri","ASTERACEAE","Othonna protecta","Dinter","Asteraceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,20,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",1,0,0,0,0,0,2.5,0,0,"leaf",2,"l","i","w"
"Othonna undulosa","Othonna undulosa","ASTERACEAE","Othonna undulosa","(DC.) J.C.Manning & Goldblatt","Asteraceae",1,0,NA,1,0,0,1,1,1,0,1,0,"May","Aug",NA,NA,70,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,0,1,0,0,0,4,0,0,"leaf",2,"l","i","w"
"Oxalis flava","Oxalis flava","OXALIDACEAE","Oxalis flava","L.","Oxalidaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"May","Jun",NA,NA,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,4,0,0,"leaf",2,"l","i","p"
"Oxalis luteola","Oxalis luteola","OXALIDACEAE","Oxalis luteola","Jacq.","Oxalidaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"May","Jun",NA,NA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,2,0,0,"leaf",2,"l","i","p"
"Oxalis pardalis","Oxalis massoniana var massoniana","OXALIDACEAE","Oxalis pardalis","Sond.","Oxalidaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"May","Jun",NA,NA,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,0.5,0,0,"leaf",2,"l","i","p"
"Oxalis pes-caprae","Oxalis pes-caprae","OXALIDACEAE","Oxalis pes-caprae","L.","Oxalidaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"Jun","Oct",NA,NA,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,2,0,0,"leaf",2,"l","i","p"
"Oxalis pocockiae","Oxalis pocockiae","OXALIDACEAE","Oxalis pocockiae","L.Bolus","Oxalidaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"May","Jun",NA,NA,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"leaf",0,0,1,1,0,0,1,0,0,"leaf",2,"l","i","p"
"Pelargonium abrotanifolium","Pelargonium abrotanifolium","GERANIACEAE","Pelargonium abrotanifolium","(L.f.) Jacq.","Geraniaceae",1,0,NA,1,0,1,0,0,0,0,0,0,"Almost all year",NA,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,1,1,1,0,0,"leaf",2,"h","i","w"
"Pelargonium articulatum","Pelargonium articulatum","GERANIACEAE","Pelargonium articulatum","Willd.","Geraniaceae",1,0,NA,1,0,0,1,1,1,0,1,0,"Oct","Dec",NA,NA,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,0,6,0,0,"leaf",2,"l","i","w"
"Pelargonium polycephalum","Pelargonium cf polycephalum","GERANIACEAE","Pelargonium polycephalum","E.Mey.","Geraniaceae",1,0,NA,1,0,0,1,0,0,0,1,0,"Aug","Sep",NA,NA,100,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"leaf",0,0,1,1,1,1,7,0,0,"leaf",2,"l","i","w"
"Pelargonium crithmifolium","Pelargonium crithifolium","GERANIACEAE","Pelargonium crithmifolium","Sm.","Geraniaceae",1,0,NA,1,0,0,1,0,0,0,0,0,"Mar","May","Sep","Nov",100,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",1,0,0,1,1,1,10,0,0,"leaf",3,"l","i","w"
