"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship_WFO","family_WFO","perennial","annual","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal","scientific_name_authorship"
"Cissampelos capensis","Cissampelos capensis","Menispermaceae","Cissampelos capensis","Cissampelos capensis","Menispermaceae",1,0,1,0,1,0,0,0,0,0,0,"Feb","May",NA,NA,100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,2.233333333,0,0,"leaf",2,"l","i","u","Cissampelos capensis"
"Cliffortia atrata","Cliffortia atrata","Rosaceae","Cliffortia atrata","Cliffortia atrata","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Jul","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,1.28375,0,0,"leaf",2,"h","w","i","Cliffortia atrata"
"Cliffortia baccans","Cliffortia baccans","Rosaceae","Cliffortia baccans","Cliffortia baccans","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Sep","Oct",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,NA,0,0,"leaf",2,"h","w","m","Cliffortia baccans"
"Cliffortia burchellii","Cliffortia burchellii","Rosaceae","Cliffortia burchellii","Cliffortia burchellii","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Apr","May",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,1.458,0,0,"leaf",2,"h","w","p","Cliffortia burchellii"
"Cliffortia cervicornu","Cliffortia cervicornu","Rosaceae","Cliffortia cervicornu","Cliffortia cervicornu","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Oct","Oct",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,1,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia cervicornu"
"Cliffortia complanata","Cliffortia complanata","Rosaceae","Cliffortia complanata","Cliffortia complanata","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Nov","Mar",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia complanata"
"Cliffortia densa","Cliffortia densa","Rosaceae","Cliffortia densa","Cliffortia densa","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"May","May",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,1.126,0,0,"leaf",2,"h","w","p","Cliffortia densa"
"Cliffortia dentata","Cliffortia gracilis","Rosaceae","Cliffortia dentata","Cliffortia dentata","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Oct","Oct",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,0.59,0,0,"leaf",2,"h","w","p","Cliffortia dentata"
"Cliffortia drepanoides","Cliffortia drepanoides","Rosaceae","Cliffortia drepanoides","Cliffortia drepanoides","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Mar","Apr",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,1.383333333,0,0,"leaf",2,"h","w","p","Cliffortia drepanoides"
"Cliffortia falcata","Cliffortia falcata","Rosaceae","Cliffortia falcata","Cliffortia falcata","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,0.78,0,0,"leaf",2,"h","w","p","Cliffortia falcata"
"Cliffortia ferruginea","Cliffortia ferruginea","Rosaceae","Cliffortia ferruginea","Cliffortia ferruginea","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Nov","Jul",NA,NA,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,1.983846154,0,0,"leaf",2,"h","w","p","Cliffortia ferruginea"
"Cliffortia filicaulis","Cliffortia filicaulis","Rosaceae","Cliffortia filicaulis","Cliffortia filicaulis","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Aug","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,1,0,0.374,0,0,"leaf",2,"h","w","p","Cliffortia filicaulis"
"Cliffortia filifolia","Cliffortia filifolia","Rosaceae","Cliffortia filifolia","Cliffortia filifolia","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"May","Aug",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,0.98,0,0,"leaf",2,"h","w","p","Cliffortia filifolia"
"Cliffortia glauca","Cliffortia glauca","Rosaceae","Cliffortia glauca","Cliffortia glauca","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Nov","Feb",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia glauca"
"Cliffortia graminea","Cliffortia graminea","Rosaceae","Cliffortia graminea","Cliffortia graminea","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Aug","Mar",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia graminea"
"Cliffortia heterophylla","Cliffortia heterophylla","Rosaceae","Cliffortia heterophylla","Cliffortia heterophylla","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Sep","Jun",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,1,0,0,0,9.9,0,0,"leaf",2,"h","w","p","Cliffortia heterophylla"
"Cliffortia hexandra","Cliffortia hexandra","Rosaceae","Cliffortia hexandra","Cliffortia hexandra","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Sep","Oct",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,0.486666667,0,0,"leaf",2,"h","w","i","Cliffortia hexandra"
"Cliffortia hirsuta","Cliffortia hirsuta","Rosaceae","Cliffortia hirsuta","Cliffortia hirsuta","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Apr","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia hirsuta"
"Cliffortia ilicifolia","Cliffortia ilicifolia","Rosaceae","Cliffortia ilicifolia","Cliffortia ilicifolia","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Nov","Dec",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,0,1.466666667,0,0,"leaf",2,"h","w","p","Cliffortia ilicifolia"
"Cliffortia linearifolia","Cliffortia linearifolia","Rosaceae","Cliffortia linearifolia","Cliffortia linearifolia","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Oct","Jan",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,0.476666667,0,0,"leaf",2,"h","w","p","Cliffortia linearifolia"
"Cliffortia neglecta","Cliffortia neglecta","Rosaceae","Cliffortia neglecta","Cliffortia neglecta","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Sep","Oct",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","w","i","Cliffortia neglecta"
"Cliffortia obcordata","Cliffortia obcordata","Rosaceae","Cliffortia obcordata","Cliffortia obcordata","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Mar","Nov",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,0.96,0,0,"leaf",2,"h","w","p","Cliffortia obcordata"
"Cliffortia odorata","Cliffortia discolor","Rosaceae","Cliffortia odorata","Cliffortia odorata","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Jan","Jan",NA,NA,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia odorata"
"Cliffortia paucistaminea","Cliffortia paucistaminea","Rosaceae","Cliffortia paucistaminea","Cliffortia paucistaminea","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Jan","Apr",NA,NA,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia paucistaminea"
"Cliffortia polita","Cliffortia polita","Rosaceae","Cliffortia polita","Cliffortia polita","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Nov","Jan",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,0.523333333,0,0,"leaf",2,"h","w","p","Cliffortia polita"
"Cliffortia polygonifolia","Cliffortia polygonifolia","Rosaceae","Cliffortia polygonifolia","Cliffortia polygonifolia","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Apr","Nov",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,0.7125,0,0,"leaf",2,"h","w","i","Cliffortia polygonifolia"
"Cliffortia pterocarpa","Cliffortia pterocarpa","Rosaceae","Cliffortia pterocarpa","Cliffortia pterocarpa","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Aug","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia pterocarpa"
"Cliffortia pulchella","Cliffortia pulchella","Rosaceae","Cliffortia pulchella","Cliffortia pulchella","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Apr","May",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",2,"m","w","p","Cliffortia pulchella"
"Cliffortia ruscifolia","Cliffortia ruscifolia","Rosaceae","Cliffortia ruscifolia","Cliffortia ruscifolia","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Aug","Oct",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1.686666667,0,0,"leaf",2,"h","w","i","Cliffortia ruscifolia"
"Cliffortia sericea","Cliffortia sericea","Rosaceae","Cliffortia sericea","Cliffortia sericea","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",2,"h","w","i","Cliffortia sericea"
"Cliffortia serpyllifolia","Cliffortia serpyllifolia","Rosaceae","Cliffortia serpyllifolia","Cliffortia serpyllifolia","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Nov","May",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,0.35,0,0,"leaf",2,"h","w","p","Cliffortia serpyllifolia"
"Cliffortia stricta","Cliffortia stricta","Rosaceae","Cliffortia stricta","Cliffortia stricta","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Oct","Jun",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,0.69625,0,0,"leaf",2,"h","w","p","Cliffortia stricta"
"Cliffortia strobilifera","Cliffortia strobilifera","Rosaceae","Cliffortia strobilifera","Cliffortia strobilifera","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Jan","Apr",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia strobilifera"
"Cliffortia subdura","Cliffortia subdura","Rosaceae","Cliffortia subdura","Cliffortia subdura","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"May","May",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia subdura"
"Cliffortia subsetacea","Cliffortia subsetacea","Rosaceae","Cliffortia subsetacea","Cliffortia subsetacea","Rosaceae",1,0,1,1,1,0,0,0,0,0,0,"Aug","Jan",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,0.428571429,0,0,"leaf",2,"h","w","p","Cliffortia subsetacea"
"Cliffortia teretifolia","Cliffortia teretifolia","Rosaceae","Cliffortia teretifolia","Cliffortia teretifolia","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Sep","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia teretifolia"
"Cliffortia triloba","Cliffortia triloba","Rosaceae","Cliffortia triloba","Cliffortia triloba","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Aug","Sep",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,1,0,NA,0,0,"leaf",2,"h","w","p","Cliffortia triloba"
"Cliffortia tuberculata","Cliffortia tuberculata","Rosaceae","Cliffortia tuberculata","Cliffortia tuberculata","Rosaceae",1,0,1,1,1,0,0,0,0,1,0,"Oct","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,NA,0,0,"leaf",2,"h","w","i","Cliffortia tuberculata"
"Clutia alaternoides","Clutia alaternoides","Euphorbiaceae","Clutia alaternoides","Clutia alaternoides","Peraceae",1,0,0,1,1,0,0,0,0,1,0,"Aug","Oct",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.506363636,0,0,"leaf",2,"m","i","p","Clutia alaternoides"
"Clutia daphnoides","Clutia daphnoides","Euphorbiaceae","Clutia daphnoides","Clutia daphnoides","Peraceae",1,0,0,1,1,0,0,0,0,0,0,"Jun","Sep",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","p","Clutia daphnoides"
"Clutia ericoides","Clutia ericoides","Euphorbiaceae","Clutia ericoides","Clutia ericoides","Peraceae",1,0,0,1,1,0,0,0,0,0,0,"May","Jul",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1.044166667,0,0,"leaf",2,"m","i","p","Clutia ericoides"
"Clutia laxa","Clutia laxa","Euphorbiaceae","Clutia laxa","Clutia laxa","Peraceae",1,0,0,1,1,0,0,0,0,1,0,"Jul","Sep",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.012,0,0,"leaf",2,"m","i","p","Clutia laxa"
"Clutia polifolia","Clutia polifolia","Euphorbiaceae","Clutia polifolia","Clutia polifolia","Peraceae",1,0,0,1,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.637272727,0,0,"leaf",2,"h","i","p","Clutia polifolia"
"Clutia polygonoides","Clutia polygonoides","Euphorbiaceae","Clutia polygonoides","Clutia polygonoides","Peraceae",1,0,0,1,1,0,0,0,0,1,0,"Oct","Apr",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"h","i","p","Clutia polygonoides"
"Clutia pulchella","Clutia pulchella","Euphorbiaceae","Clutia pulchella","Clutia pulchella","Peraceae",1,0,0,1,1,0,0,0,0,1,0,"Aug","Sep",NA,NA,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,3.12,0,0,"leaf",2,"h","i","p","Clutia pulchella"
"Coleonema album","Coleonema album","Rutaceae","Coleonema album","Coleonema album","Rutaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.832,0,0,"leaf",2,"h","i","p","Coleonema album"
"Coleonema aspalathoides","Coleonema aspalathoides","Rutaceae","Coleonema aspalathoides","Coleonema aspalathoides","Rutaceae",1,0,1,0,1,0,0,0,0,0,0,"Apr","Nov",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.803333333,0,0,"leaf",2,"h","i","p","Coleonema aspalathoides"
"Coleonema juniperinum","Coleonema juniperinum","Rutaceae","Coleonema juniperinum","Coleonema juniperinum","Rutaceae",1,0,1,0,1,0,0,0,0,0,0,"May","Nov",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.642,0,0,"leaf",2,"h","i","p","Coleonema juniperinum"
"Colpoon compressum","Osyris compressa","Santalaceae","Osyris compressa","Osyris compressa","Santalaceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","Jun",NA,NA,500,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,3.284615385,0,0,"leaf",2,"h","i","m","Osyris compressa"
"Commelina africana","Commelina africana","Commelinaceae","Commelina africana","Commelina africana","Commelinaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Jun",NA,NA,50,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,5.716666667,0,0,"leaf",1,"l","i","u","Commelina africana"
"Commelina benghalensis","Commelina benghalensis","Commelinaceae","Commelina benghalensis","Commelina benghalensis","Commelinaceae",0,1,1,0,0,1,0,0,0,0,0,"Nov","Apr",NA,NA,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,20.5,0,0,"leaf",1,"l","i","u","Commelina benghalensis"
"Conophytum minusculum","Conophytum minusculum","Aizoaceae","Conophytum minusculum","Conophytum minusculum","Aizoaceae",1,0,1,0,1,0,0,1,0,0,0,"Mar","Jun",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,0.634,1,0,"leaf",2,"l","i","p","Conophytum minusculum"
"Conyza pinnatifida","Conyza pinnatifida","Asteraceae","Conyza pinnatifida","Conyza pinnatifida","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jan","May",NA,NA,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,NA,0,0,"leaf",2,"h","i","w","Conyza pinnatifida"
"Corymbium africanum","Corymbium africanum","Asteraceae","Corymbium africanum","Corymbium africanum","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"Oct","Nov",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,22.47222222,0,0,"leaf",3,"l","i","w","Corymbium africanum"
"Corymbium glabrum","Corymbium glabrum","Asteraceae","Corymbium glabrum","Corymbium glabrum","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"Nov","Jan",NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,16.53125,0,0,"leaf",3,"l","i","w","Corymbium glabrum"
"Cotula turbinata","Cotula turbinata","Asteraceae","Cotula turbinata","Cotula turbinata","Asteraceae",0,1,1,0,0,1,1,1,0,0,0,"Jul","Oct",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,1,1,NA,0,0,"leaf",0,"l","i","w","Cotula turbinata"
"Cotyledon orbiculata","Cotyledon orbiculata","Crassulaceae","Cotyledon orbiculata","Cotyledon orbiculata","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,15.13333333,0,0,"leaf",3,"l","m","w","Cotyledon orbiculata"
"Cotyledon velutina","Cotyledon velutina","Crassulaceae","Cotyledon velutina","Cotyledon velutina","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,13.2,0,0,"leaf",3,"l","m","w","Cotyledon velutina"
"Cotyledon woodii","Cotyledon woodii","Crassulaceae","Cotyledon woodii","Cotyledon woodii","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","Apr",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,3.985714286,0,0,"leaf",3,"l","m","w","Cotyledon woodii"
"Crassula arborescens","Crassula arborescens","Crassulaceae","Crassula arborescens","Crassula arborescens","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"l","i","p","Crassula arborescens"
"Crassula atropurpurea","Crassula atropurpurea","Crassulaceae","Crassula atropurpurea","Crassula atropurpurea","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,1,0,0,0,2.53,0,0,"leaf",2,"l","i","p","Crassula atropurpurea"
"Crassula biplanata","Crassula biplanata","Crassulaceae","Crassula biplanata","Crassula biplanata","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Feb","Apr",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,0.73,0,0,"leaf",2,"l","i","p","Crassula biplanata"
"Crassula capensis","Crassula capensis","Crassulaceae","Crassula capensis","Crassula capensis","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"May","Nov",NA,NA,10,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,2.32,0,0,"leaf",2,"l","i","p","Crassula capensis"
"Crassula capitella","Crassula capitella","Crassulaceae","Crassula capitella","Crassula capitella","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Mar",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Crassula capitella"
"Crassula coccinea","Crassula coccinea","Crassulaceae","Crassula coccinea","Crassula coccinea","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","Mar",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,2.571428571,0,0,"leaf",2,"l","i","p","Crassula coccinea"
"Crassula cotyledonis","Crassula cotyledonis","Crassulaceae","Crassula cotyledonis","Crassula cotyledonis","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Jan",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,5.2,0,0,"leaf",2,"l","i","p","Crassula cotyledonis"
"Crassula cultrata","Crassula cultrata","Crassulaceae","Crassula cultrata","Crassula cultrata","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","Jan",NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,6.2,0,0,"leaf",2,"l","i","p","Crassula cultrata"
"Crassula cymosa","Crassula cymosa","Crassulaceae","Crassula cymosa","Crassula cymosa","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Jan",NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",1,1,0,0,0,0,14.46,0,0,"leaf",2,"l","i","p","Crassula cymosa"
"Crassula decumbens","Crassula decumbens","Crassulaceae","Crassula decumbens","Crassula decumbens","Crassulaceae",0,1,1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,12,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Crassula decumbens"
"Crassula dejecta","Crassula dejecta","Crassulaceae","Crassula undulata","Crassula undulata","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Feb",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,1.64,0,0,"leaf",2,"l","i","p","Crassula undulata"
"Crassula dentata","Crassula dentata","Crassulaceae","Crassula dentata","Crassula dentata","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,15,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","p","Crassula dentata"
"Crassula ericoides","Crassula ericoides","Crassulaceae","Crassula ericoides","Crassula ericoides","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","Mar",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,1,0,0,0,0.496666667,0,0,"leaf",2,"l","i","p","Crassula ericoides"
"Crassula expansa","Crassula expansa","Crassulaceae","Crassula expansa","Crassula expansa","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Dec",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"l","i","p","Crassula expansa"
"Crassula fascicularis","Crassula fascicularis","Crassulaceae","Crassula fascicularis","Crassula fascicularis","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,2.222222222,0,0,"leaf",2,"l","i","p","Crassula fascicularis"
"Crassula flava","Crassula flava","Crassulaceae","Crassula flava","Crassula flava","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","Feb",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Crassula flava"
"Crassula lactea","Crassula lactea","Crassulaceae","Crassula lactea","Crassula lactea","Crassulaceae",1,0,1,0,1,0,0,0,0,0,0,"May","Jul",NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,4.4,0,0,"leaf",2,"l","i","p","Crassula lactea"
