"sample_ID","scientific_name_original","family_MG","scientific_name_WFO","scientific_name_authorship_WFO","family_WFO","latitude","longitude","subregion","replicate","date","collector","sample","num_leaves","leaf_area_cm2","leaf_length_cm","avg_leaf_width_cm","max_leaf_width_cm","leaf_thickness_mm","leaf_fresh_wgt_g","leaf_dry_wgt_g","twig_fresh_g","twig_dry_g","lma","lwc","succulence","ldmc","lwr","twig_fwc","quality_flag"
"703_13_langeberg_EFG","Senecio crassulifolius","Asteraceae","Senecio crassulifolius","Sch.Bip.","Asteraceae",-33.93209,21.03861,"langeberg","3",2012-07-03,"EFG",13,"1",2.76,6.8,0.4,0.5,3.463,1.809,0.056,1.26,NA,202.898550724638,31.3035714285714,6554.34782608696,0.0309563294637922,17,NA,""
"703_13_langeberg_EFG","Senecio crassulifolius","Asteraceae","Senecio crassulifolius","Sch.Bip.","Asteraceae",-33.93209,21.03861,"langeberg","5",2012-07-03,"EFG",13,"1",3.08,5.5,0.6,0.8,4.735,1.138,0.066,0.85,0.159,214.285714285714,16.2424242424242,3694.8051948052,0.0579964850615114,9.16666666666667,4.34591194968553,""
"703_13_langeberg_EFG","Senecio crassulifolius","Asteraceae","Senecio crassulifolius","Sch.Bip.","Asteraceae",-33.93209,21.03861,"langeberg","4",2012-07-03,"EFG",13,"1",3.51,6.1,0.6,0.8,4.254,1.257,0.087,1.139,NA,247.863247863248,13.448275862069,3581.19658119658,0.0692124105011933,10.1666666666667,NA,""
"703_14_langeberg_EFG","Euclea polyandra","Ebenaceae","Euclea polyandra","(L.f.) E.Mey. ex Hiern","Ebenaceae",-33.93209,21.03861,"langeberg","2",2012-07-03,"EFG",14,"1",5.71,3.3,1.7,2.4,0.483,0.243,NA,0.741,0.51,NA,NA,425.569176882662,NA,1.94117647058824,0.452941176470588,"global_range_fwc"
"703_14_langeberg_EFG","Euclea polyandra","Ebenaceae","Euclea polyandra","(L.f.) E.Mey. ex Hiern","Ebenaceae",-33.93209,21.03861,"langeberg","3",2012-07-03,"EFG",14,"1",3.15,2.7,1.2,1.6,0.517,0.122,0.077,NA,NA,244.444444444444,0.584415584415584,387.301587301587,0.631147540983607,2.25,NA,""
"703_14_langeberg_EFG","Euclea polyandra","Ebenaceae","Euclea polyandra","(L.f.) E.Mey. ex Hiern","Ebenaceae",-33.93209,21.03861,"langeberg","4",2012-07-03,"EFG",14,"1",3.43,3.7,0.9,1.4,0.52,0.18,0.082,0.717,0.409,239.067055393586,1.19512195121951,524.781341107872,0.455555555555556,4.11111111111111,0.753056234718826,""
"703_14_langeberg_EFG","Euclea polyandra","Ebenaceae","Euclea polyandra","(L.f.) E.Mey. ex Hiern","Ebenaceae",-33.93209,21.03861,"langeberg","5",2012-07-03,"EFG",14,"1",3.45,3.1,1.1,1.6,0.613,0.183,0.097,1.278,0.752,281.159420289855,0.88659793814433,530.434782608696,0.530054644808743,2.81818181818182,0.699468085106383,""
"703_14_langeberg_EFG","Euclea polyandra","Ebenaceae","Euclea polyandra","(L.f.) E.Mey. ex Hiern","Ebenaceae",-33.93209,21.03861,"langeberg","1",2012-07-03,"EFG",14,"1",7.21,9.7,1.4,3.3,0.55,0.23,0.118,0.373,0.212,163.661581137309,0.949152542372881,319.001386962552,0.51304347826087,6.92857142857143,0.759433962264151,""
"703_15_langeberg_EFG","Ficinia acuminata","Cyperaceae","Ficinia acuminata","(Nees) Nees","Cyperaceae",-33.93209,21.03861,"langeberg","5",2012-07-03,"EFG",15,"1",NA,NA,NA,NA,0.481,0.249,0.144,NA,NA,NA,0.729166666666667,NA,0.578313253012048,NA,NA,""
"703_15_langeberg_EFG","Ficinia acuminata","Cyperaceae","Ficinia acuminata","(Nees) Nees","Cyperaceae",-33.93209,21.03861,"langeberg","1",2012-07-03,"EFG",15,"1",6.34,63.4,0.1,0.1,0.468,0.18,0.093,NA,NA,146.687697160883,0.935483870967742,283.91167192429,0.516666666666667,634,NA,""
"703_15_langeberg_EFG","Ficinia acuminata","Cyperaceae","Ficinia acuminata","(Nees) Nees","Cyperaceae",-33.93209,21.03861,"langeberg","3",2012-07-03,"EFG",15,"1",6.58,65.8,0.1,0.1,0.452,0.186,0.096,NA,NA,145.896656534954,0.9375,282.674772036474,0.516129032258065,658,NA,""
"703_15_langeberg_EFG","Ficinia acuminata","Cyperaceae","Ficinia acuminata","(Nees) Nees","Cyperaceae",-33.93209,21.03861,"langeberg","4",2012-07-03,"EFG",15,"1",6.54,65.4,0.1,0.1,0.61,NA,NA,NA,NA,NA,NA,NA,NA,654,NA,""
"703_15_langeberg_EFG","Ficinia acuminata","Cyperaceae","Ficinia acuminata","(Nees) Nees","Cyperaceae",-33.93209,21.03861,"langeberg","2",2012-07-03,"EFG",15,"1",4.16,41.6,0.1,0.1,0.623,0.173,0.091,NA,NA,218.75,0.901098901098901,415.865384615385,0.526011560693642,416,NA,""
"703_16_langeberg_EFG","Phylica purpurea",NA,"Phylica purpurea","Sond.","Rhamnaceae",-33.93635,21.03385,"langeberg","3",2012-07-03,"EFG",16,"100",5.75,0.64,0.1,0.2,0.225,0.13,0.066,0.136,0.071,114.782608695652,0.96969696969697,226.086956521739,0.507692307692308,6.4,0.915492957746479,""
"703_16_langeberg_EFG","Phylica purpurea",NA,"Phylica purpurea","Sond.","Rhamnaceae",-33.93635,21.03385,"langeberg","1",2012-07-03,"EFG",16,"100",6.67,0.69,0.1,0.2,0.201,0.144,0.086,0.157,0.081,128.935532233883,0.674418604651163,215.892053973013,0.597222222222222,6.9,0.938271604938272,""
"703_16_langeberg_EFG","Phylica purpurea",NA,"Phylica purpurea","Sond.","Rhamnaceae",-33.93635,21.03385,"langeberg","2",2012-07-03,"EFG",16,"100",6.99,0.7,0.1,0.2,0.198,0.164,0.077,0.316,0.114,110.157367668097,1.12987012987013,234.620886981402,0.469512195121951,7,1.7719298245614,""
"703_16_langeberg_EFG","Phylica purpurea",NA,"Phylica purpurea","Sond.","Rhamnaceae",-33.93635,21.03385,"langeberg","4",2012-07-03,"EFG",16,"100",9.77,0.91,0.1,0.2,0.229,0.229,0.111,0.103,0.065,113.613101330604,1.06306306306306,234.39099283521,0.48471615720524,9.1,0.584615384615384,""
"703_17_langeberg_EFG","Restio capillaris","Restionaceae","Restio capillaris","Kunth","Restionaceae",-33.93635,21.03385,"langeberg","3",2012-07-03,"EFG",17,"1",5.41,20.8,0.3,0.7,0.504,0.369,0.175,NA,NA,323.475046210721,1.10857142857143,682.070240295749,0.474254742547425,69.3333333333333,NA,""
"703_17_langeberg_EFG","Restio capillaris","Restionaceae","Restio capillaris","Kunth","Restionaceae",-33.93635,21.03385,"langeberg","5",2012-07-03,"EFG",17,"1",7.31,47.4,0.2,0.6,0.586,0.579,0.313,NA,NA,428.180574555404,0.849840255591054,792.065663474692,0.540587219343696,237,NA,""
"703_17_langeberg_EFG","Restio capillaris","Restionaceae","Restio capillaris","Kunth","Restionaceae",-33.93635,21.03385,"langeberg","1",2012-07-03,"EFG",17,"1",6.69,23,0.3,0.8,0.604,0.297,0.171,NA,NA,255.605381165919,0.736842105263158,443.946188340807,0.575757575757576,76.6666666666667,NA,""
"703_17_langeberg_EFG","Restio capillaris","Restionaceae","Restio capillaris","Kunth","Restionaceae",-33.93635,21.03385,"langeberg","4",2012-07-03,"EFG",17,"1",10.21,44.3,0.2,0.9,0.414,0.645,0.355,NA,NA,347.69833496572,0.816901408450704,631.733594515181,0.550387596899225,221.5,NA,""
"703_17_langeberg_EFG","Restio capillaris","Restionaceae","Restio capillaris","Kunth","Restionaceae",-33.93635,21.03385,"langeberg","2",2012-07-03,"EFG",17,"1",3.88,38.4,0.2,0.5,0.514,0.283,0.132,NA,NA,340.20618556701,1.14393939393939,729.381443298969,0.46643109540636,192,NA,""
"703_18_langeberg_EFG","Restio stokoei","Restionaceae","Restio stokoei","Pillans","Restionaceae",-33.93635,21.03385,"langeberg","1",2012-07-03,"EFG",18,"1",7,34,0.2,0.6,1.079,NA,0.339,NA,NA,484.285714285714,NA,NA,NA,170,NA,""
"703_18_langeberg_EFG","Restio stokoei","Restionaceae","Restio stokoei","Pillans","Restionaceae",-33.93635,21.03385,"langeberg","2",2012-07-03,"EFG",18,"1",3.44,30.4,0.1,0.3,1.07,NA,0.164,NA,NA,476.744186046512,NA,NA,NA,304,NA,""
"703_18_langeberg_EFG","Restio stokoei","Restionaceae","Restio stokoei","Pillans","Restionaceae",-33.93635,21.03385,"langeberg","3",2012-07-03,"EFG",18,"1",17.11,41.7,0.4,1.1,1.61,NA,1,NA,NA,584.453535943892,NA,NA,NA,104.25,NA,""
"703_18_langeberg_EFG","Restio stokoei","Restionaceae","Restio stokoei","Pillans","Restionaceae",-33.93635,21.03385,"langeberg","4",2012-07-03,"EFG",18,"1",12.86,43.8,0.3,0.7,1.591,NA,0.689,NA,NA,535.769828926905,NA,NA,NA,146,NA,""
"703_18_langeberg_EFG","Restio stokoei","Restionaceae","Restio stokoei","Pillans","Restionaceae",-33.93635,21.03385,"langeberg","5",2012-07-03,"EFG",18,"1",20.2,48.9,0.4,0.8,1.944,NA,1.193,NA,NA,590.594059405941,NA,NA,NA,122.25,NA,""
"703_2_langeberg_EFG","Erica coccinea","Ericaceae","Erica coccinea","L.","Ericaceae",-33.93304,21.03705,"langeberg","1",2012-07-03,"EFG",2,"100",8.53,0.8,0.1,0.1,0.256,0.283,0.17,0.531,0.278,199.296600234467,0.664705882352941,331.770222743259,0.600706713780919,8,0.910071942446043,""
"703_2_langeberg_EFG","Erica coccinea","Ericaceae","Erica coccinea","L.","Ericaceae",-33.93304,21.03705,"langeberg","4",2012-07-03,"EFG",2,"100",8.66,0.76,0.1,0.1,0.233,0.339,0.21,0.674,0.393,242.494226327945,0.614285714285714,391.454965357968,0.619469026548673,7.6,0.71501272264631,""
"703_2_langeberg_EFG","Erica coccinea","Ericaceae","Erica coccinea","L.","Ericaceae",-33.93304,21.03705,"langeberg","3",2012-07-03,"EFG",2,"100",6.28,0.64,0.1,0.1,0.218,0.215,0.136,NA,NA,216.56050955414,0.580882352941176,342.356687898089,0.632558139534884,6.4,NA,""
"703_2_langeberg_EFG","Erica coccinea","Ericaceae","Erica coccinea","L.","Ericaceae",-33.93304,21.03705,"langeberg","5",2012-07-03,"EFG",2,"100",4.64,0.58,0.1,0.1,0.213,0.175,0.095,0.73,0.37,204.741379310345,0.842105263157895,377.155172413793,0.542857142857143,5.8,0.972972972972973,""
"703_2_langeberg_EFG","Erica coccinea","Ericaceae","Erica coccinea","L.","Ericaceae",-33.93304,21.03705,"langeberg","2",2012-07-03,"EFG",2,"100",7.61,0.58,0.1,0.1,0.191,0.202,0.113,1.062,0.523,148.488830486202,0.787610619469027,265.440210249671,0.559405940594059,5.8,1.03059273422562,""
"703_3_langeberg_EFG","Leucadendron spissifolium","Proteaceae","Leucadendron spissifolium","(Salisb. ex Knight) I.Williams","Proteaceae",-33.93304,21.03705,"langeberg","2",2012-07-03,"EFG",3,"20",5.92,3.9,0.2,0.3,0.6,NA,0.138,NA,0.387,233.108108108108,NA,NA,NA,19.5,NA,""
"703_3_langeberg_EFG","Leucadendron spissifolium","Proteaceae","Leucadendron spissifolium","(Salisb. ex Knight) I.Williams","Proteaceae",-33.93304,21.03705,"langeberg","3",2012-07-03,"EFG",3,"20",5.81,2.3,0.2,0.3,0.55,0.39,0.217,0.792,NA,373.493975903614,0.797235023041475,671.256454388985,0.556410256410256,11.5,NA,""
"703_3_langeberg_EFG","Leucadendron spissifolium","Proteaceae","Leucadendron spissifolium","(Salisb. ex Knight) I.Williams","Proteaceae",-33.93304,21.03705,"langeberg","5",2012-07-03,"EFG",3,"20",4.27,2.4,0.2,0.3,0.567,0.236,0.103,0.763,0.361,241.217798594848,1.29126213592233,552.693208430913,0.436440677966102,12,1.11357340720222,""
"703_3_langeberg_EFG","Leucadendron spissifolium","Proteaceae","Leucadendron spissifolium","(Salisb. ex Knight) I.Williams","Proteaceae",-33.93304,21.03705,"langeberg","4",2012-07-03,"EFG",3,"10",NA,NA,NA,NA,0.516,NA,0.177,0.764,0.381,NA,NA,NA,NA,NA,1.00524934383202,"global_range_fwc"
"703_3_langeberg_EFG","Leucadendron spissifolium","Proteaceae","Leucadendron spissifolium","(Salisb. ex Knight) I.Williams","Proteaceae",-33.93304,21.03705,"langeberg","1",2012-07-03,"EFG",3,"20",6.74,3.5,0.2,0.3,0.612,0.365,0.162,0.378,0.18,240.356083086053,1.25308641975309,541.543026706231,0.443835616438356,17.5,1.1,""
"703_4_langeberg_EFG","Protea cynaroides","Proteaceae","Protea cynaroides","(L.) L.","Proteaceae",-33.93304,21.03705,"langeberg","5",2012-07-03,"EFG",4,"1",98.75,19.8,5,7.6,0.768,NA,NA,NA,NA,NA,NA,NA,NA,3.96,NA,""
"703_4_langeberg_EFG","Protea cynaroides","Proteaceae","Protea cynaroides","(L.) L.","Proteaceae",-33.93304,21.03705,"langeberg","1",2012-07-03,"EFG",4,"1",87.75,14.6,6,9.2,1.032,8.908,2.959,NA,NA,337.207977207977,2.01047651233525,1015.1566951567,0.332173327346206,2.43333333333333,NA,""
"703_4_langeberg_EFG","Protea cynaroides","Proteaceae","Protea cynaroides","(L.) L.","Proteaceae",-33.93304,21.03705,"langeberg","2",2012-07-03,"EFG",4,"1",59.64,11.3,5.3,8.1,0.78,5.209,1.741,NA,NA,291.918175720993,1.99195864445721,873.407109322602,0.334229218660012,2.13207547169811,NA,""
"703_4_langeberg_EFG","Protea cynaroides","Proteaceae","Protea cynaroides","(L.) L.","Proteaceae",-33.93304,21.03705,"langeberg","3",2012-07-03,"EFG",4,"1",95.7,12,8,10.7,0.876,9.553,3.191,NA,NA,333.437826541275,1.99373237229709,998.223615464995,0.334031194389197,1.5,NA,""
"703_4_langeberg_EFG","Protea cynaroides","Proteaceae","Protea cynaroides","(L.) L.","Proteaceae",-33.93304,21.03705,"langeberg","4",2012-07-03,"EFG",4,"1",61.96,11.6,5.3,7.6,0.858,5.757,1.884,NA,NA,304.067140090381,2.05573248407643,929.147837314396,0.32725377800938,2.18867924528302,NA,""
"703_5_langeberg_EFG","Erica cordata","Ericaceae","Erica cordata","Andrews","Ericaceae",-33.93304,21.03705,"langeberg","3",2012-07-03,"EFG",5,"100",9.19,0.66,0.1,0.2,0.229,0.205,0.118,0.353,0.2,128.400435255713,0.73728813559322,223.068552774755,0.575609756097561,6.6,0.765,""
"703_5_langeberg_EFG","Erica cordata","Ericaceae","Erica cordata","Andrews","Ericaceae",-33.93304,21.03705,"langeberg","5",2012-07-03,"EFG",5,"100",6.84,0.39,0.1,0.2,0.137,0.141,0.082,0.238,0.133,119.883040935673,0.719512195121951,206.140350877193,0.581560283687943,3.9,0.789473684210526,""
"703_5_langeberg_EFG","Erica cordata","Ericaceae","Erica cordata","Andrews","Ericaceae",-33.93304,21.03705,"langeberg","2",2012-07-03,"EFG",5,"100",4.79,0.37,0.1,0.2,0.197,0.102,0.057,0.384,0.202,118.997912317328,0.789473684210526,212.94363256785,0.558823529411765,3.7,0.900990099009901,""
"703_5_langeberg_EFG","Erica cordata","Ericaceae","Erica cordata","Andrews","Ericaceae",-33.93304,21.03705,"langeberg","4",2012-07-03,"EFG",5,"100",7.74,0.42,0.1,0.2,0.146,0.123,0.069,0.274,0.146,89.1472868217054,0.782608695652174,158.914728682171,0.560975609756098,4.2,0.876712328767124,""
"703_5_langeberg_EFG","Erica cordata","Ericaceae","Erica cordata","Andrews","Ericaceae",-33.93304,21.03705,"langeberg","1",2012-07-03,"EFG",5,"100",5.39,0.41,0.1,0.2,0.141,0.114,0.06,0.254,0.137,111.317254174397,0.9,211.502782931354,0.526315789473684,4.1,0.854014598540146,""
"703_6_langeberg_EFG","Erica imbricata","Ericaceae","Erica imbricata","L.","Ericaceae",-33.93304,21.03705,"langeberg","4",2012-07-03,"EFG",6,"200",6.86,0.39,0.1,0.1,0.157,0.16,0.083,0.574,0.32,120.991253644315,0.927710843373494,233.236151603499,0.51875,3.9,0.79375,""
"703_6_langeberg_EFG","Erica imbricata","Ericaceae","Erica imbricata","L.","Ericaceae",-33.93304,21.03705,"langeberg","2",2012-07-03,"EFG",6,"200",4.78,0.4,0.1,0.1,NA,0.098,0.059,0.214,0.117,123.430962343096,0.661016949152542,205.020920502092,0.60204081632653,4,0.829059829059829,""
"703_6_langeberg_EFG","Erica imbricata","Ericaceae","Erica imbricata","L.","Ericaceae",-33.93304,21.03705,"langeberg","5",2012-07-03,"EFG",6,"200",6.94,0.47,0.1,0.1,0.092,0.153,0.087,0.769,0.321,125.36023054755,0.758620689655172,220.461095100865,0.568627450980392,4.7,1.39563862928349,""
"703_6_langeberg_EFG","Erica imbricata","Ericaceae","Erica imbricata","L.","Ericaceae",-33.93304,21.03705,"langeberg","3",2012-07-03,"EFG",6,"200",4.96,0.45,0.1,0.1,0.112,0.147,0.081,0.157,0.081,163.306451612903,0.814814814814815,296.370967741935,0.551020408163265,4.5,0.938271604938272,""
"703_6_langeberg_EFG","Erica imbricata","Ericaceae","Erica imbricata","L.","Ericaceae",-33.93304,21.03705,"langeberg","1",2012-07-03,"EFG",6,"200",5.26,0.42,0.1,0.1,0.174,0.11,0.065,0.26,0.13,123.574144486692,0.692307692307692,209.125475285171,0.590909090909091,4.2,1,""
"703_7_langeberg_EFG","Alepidea capensis","Apiaceae","Alepidea capensis","(Berg.) R.A.Dyer","Apiaceae",-33.93304,21.03705,"langeberg","1",2012-07-03,"EFG",7,"3",7.34,2.7,1.1,1.5,0.488,0.201,0.034,NA,NA,46.3215258855586,4.91176470588235,273.841961852861,0.169154228855721,2.45454545454545,NA,""
"703_7_langeberg_EFG","Alepidea capensis","Apiaceae","Alepidea capensis","(Berg.) R.A.Dyer","Apiaceae",-33.93304,21.03705,"langeberg","4",2012-07-03,"EFG",7,"3",3.51,1.8,0.8,1.1,0.302,0.084,0.013,NA,NA,37.037037037037,5.46153846153846,239.316239316239,0.154761904761905,2.25,NA,""
"703_7_langeberg_EFG","Alepidea capensis","Apiaceae","Alepidea capensis","(Berg.) R.A.Dyer","Apiaceae",-33.93304,21.03705,"langeberg","5",2012-07-03,"EFG",7,"3",5.19,2,0.9,1.1,0.366,0.17,0.029,NA,NA,55.8766859344894,4.86206896551724,327.552986512524,0.170588235294118,2.22222222222222,NA,""
"703_7_langeberg_EFG","Alepidea capensis","Apiaceae","Alepidea capensis","(Berg.) R.A.Dyer","Apiaceae",-33.93304,21.03705,"langeberg","3",2012-07-03,"EFG",7,"3",9.13,3.4,1.2,1.6,0.415,0.297,0.057,NA,NA,62.4315443592552,4.21052631578947,325.301204819277,0.191919191919192,2.83333333333333,NA,""
"703_7_langeberg_EFG","Alepidea capensis","Apiaceae","Alepidea capensis","(Berg.) R.A.Dyer","Apiaceae",-33.93304,21.03705,"langeberg","2",2012-07-03,"EFG",7,"3",5.31,1.8,0.9,1.1,0.547,0.161,0.032,NA,NA,60.2636534839925,4.03125,303.201506591337,0.198757763975155,2,NA,""
"703_8_langeberg_EFG","Blechnum tabulare","Blechnaceae","Lomariocycas tabularis","(Thunb.) Gasper & A.R.Sm.","Blechnaceae",-33.93304,21.03705,"langeberg","4",2012-07-03,"EFG",8,"1",19.65,13.3,1.5,1.9,0.472,0.911,0.23,2.179,0.433,117.04834605598,2.96086956521739,463.613231552163,0.252469813391877,8.86666666666667,4.03233256351039,""
"703_8_langeberg_EFG","Blechnum tabulare","Blechnaceae","Lomariocycas tabularis","(Thunb.) Gasper & A.R.Sm.","Blechnaceae",-33.93304,21.03705,"langeberg","3",2012-07-03,"EFG",8,"2",14.9,7.1,1.1,1.4,0.4,0.574,0.159,0.494,0.132,106.711409395973,2.61006289308176,385.234899328859,0.277003484320557,6.45454545454545,2.74242424242424,""
"703_8_langeberg_EFG","Blechnum tabulare","Blechnaceae","Lomariocycas tabularis","(Thunb.) Gasper & A.R.Sm.","Blechnaceae",-33.93304,21.03705,"langeberg","2",2012-07-03,"EFG",8,"1",16.4,11.3,1.5,1.9,0.391,0.699,0.187,2.265,0.594,114.024390243902,2.7379679144385,426.219512195122,0.267525035765379,7.53333333333333,2.81313131313131,""
"703_8_langeberg_EFG","Blechnum tabulare","Blechnaceae","Lomariocycas tabularis","(Thunb.) Gasper & A.R.Sm.","Blechnaceae",-33.93304,21.03705,"langeberg","1",2012-07-03,"EFG",8,"1",14.7,11.8,1.2,1.8,0.42,0.589,0.17,2.558,0.694,115.646258503401,2.46470588235294,400.680272108843,0.288624787775891,9.83333333333333,2.68587896253602,""
"703_8_langeberg_EFG","Blechnum tabulare","Blechnaceae","Lomariocycas tabularis","(Thunb.) Gasper & A.R.Sm.","Blechnaceae",-33.93304,21.03705,"langeberg","5",2012-07-03,"EFG",8,"1",12.74,10.5,1.2,1.5,0.449,0.543,0.144,1.603,0.356,113.029827315542,2.77083333333333,426.216640502355,0.265193370165746,8.75,3.50280898876404,""
"703_9_langeberg_EFG","Gleichenia polypodioides","Gleicheniaceae","Gleichenia polypodioides","(L.) Sm.","Gleicheniaceae",-33.93304,21.03705,"langeberg","1",2012-07-03,"EFG",9,"1",33.31,15.5,2.1,6.2,0.269,0.731,0.287,NA,NA,86.160312218553,1.54703832752613,219.453617532273,0.392612859097127,7.38095238095238,NA,""
"703_9_langeberg_EFG","Gleichenia polypodioides","Gleicheniaceae","Gleichenia polypodioides","(L.) Sm.","Gleicheniaceae",-33.93304,21.03705,"langeberg","2",2012-07-03,"EFG",9,"1",38.04,19.5,2,6.1,0.275,0.816,0.291,NA,NA,76.4984227129338,1.80412371134021,214.511041009464,0.356617647058824,9.75,NA,""
"703_9_langeberg_EFG","Gleichenia polypodioides","Gleicheniaceae","Gleichenia polypodioides","(L.) Sm.","Gleicheniaceae",-33.93304,21.03705,"langeberg","5",2012-07-03,"EFG",9,"1",9.7,7.8,1.2,3.5,0.253,0.226,0.076,NA,NA,78.3505154639175,1.97368421052632,232.98969072165,0.336283185840708,6.5,NA,""
"703_9_langeberg_EFG","Gleichenia polypodioides","Gleicheniaceae","Gleichenia polypodioides","(L.) Sm.","Gleicheniaceae",-33.93304,21.03705,"langeberg","3",2012-07-03,"EFG",9,"1",19.39,13,1.5,4.9,0.388,0.722,0.289,NA,NA,149.045899948427,1.49826989619377,372.356884992264,0.400277008310249,8.66666666666667,NA,""
"703_9_langeberg_EFG","Gleichenia polypodioides","Gleicheniaceae","Gleichenia polypodioides","(L.) Sm.","Gleicheniaceae",-33.93304,21.03705,"langeberg","4",2012-07-03,"EFG",9,"1",18.03,9.7,1.9,5.1,0.297,0.543,0.227,NA,NA,125.901275651692,1.3920704845815,301.164725457571,0.41804788213628,5.10526315789474,NA,""
"706_1_langeberg_EFG","Lanaria lanata","Lanariaceae","Lanaria lanata","(L.) T.Durand & Schinz","Lanariaceae",-33.92404,21.06118,"langeberg","2",2012-07-06,"EFG",1,"1",10.56,35,0.3,0.6,0.417,0.456,0.225,0.777,0.326,213.068181818182,1.02666666666667,431.818181818182,0.493421052631579,116.666666666667,1.38343558282209,""
"706_1_langeberg_EFG","Lanaria lanata","Lanariaceae","Lanaria lanata","(L.) T.Durand & Schinz","Lanariaceae",-33.92404,21.06118,"langeberg","4",2012-07-06,"EFG",1,"1",30.95,68.3,0.5,0.8,0.419,1.412,0.74,1.474,0.639,239.095315024233,0.908108108108108,456.219709208401,0.524079320113314,136.6,1.30672926447574,""
"706_1_langeberg_EFG","Lanaria lanata","Lanariaceae","Lanaria lanata","(L.) T.Durand & Schinz","Lanariaceae",-33.92404,21.06118,"langeberg","3",2012-07-06,"EFG",1,"1",54.25,104.8,0.5,0.9,0.478,1.977,1.009,1.944,0.653,185.990783410138,0.959365708622399,364.423963133641,0.510369246332827,209.6,1.97702909647779,""
"706_1_langeberg_EFG","Lanaria lanata","Lanariaceae","Lanaria lanata","(L.) T.Durand & Schinz","Lanariaceae",-33.92404,21.06118,"langeberg","5",2012-07-06,"EFG",1,"1",28,64.4,0.4,0.6,0.37,1.236,0.663,1.355,0.546,236.785714285714,0.864253393665158,441.428571428571,0.536407766990291,161,1.48168498168498,""
"706_1_langeberg_EFG","Lanaria lanata","Lanariaceae","Lanaria lanata","(L.) T.Durand & Schinz","Lanariaceae",-33.92404,21.06118,"langeberg","1",2012-07-06,"EFG",1,"1",42.23,54.6,0.8,1,0.53,2.545,1.276,1.685,0.604,302.154866208856,0.994514106583072,602.652143026285,0.501375245579568,68.25,1.78973509933775,""
"706_10_langeberg_EFG","Cannomois parviflora","Restionaceae","Cannomois parviflora","(Thunb.) Pillans","Restionaceae",-33.92404,21.06118,"langeberg","2",2012-07-06,"EFG",10,"1",17.54,63,0.3,0.4,2.866,3.939,1.735,NA,NA,989.167616875713,1.27031700288184,2245.72405929304,0.44046712363544,210,NA,""
"706_10_langeberg_EFG","Cannomois parviflora","Restionaceae","Cannomois parviflora","(Thunb.) Pillans","Restionaceae",-33.92404,21.06118,"langeberg","1",2012-07-06,"EFG",10,"1",19.18,66.9,0.3,0.4,2.911,4.652,2.06,NA,NA,1074.0354535975,1.25825242718447,2425.44316996872,0.442820292347377,223,NA,""
"706_10_langeberg_EFG","Cannomois parviflora","Restionaceae","Cannomois parviflora","(Thunb.) Pillans","Restionaceae",-33.92404,21.06118,"langeberg","4",2012-07-06,"EFG",10,"1",21.51,74.7,0.3,0.4,3.053,5.231,2.107,NA,NA,979.54439795444,1.48267679164689,2431.89214318921,0.402791053335882,249,NA,""
"706_10_langeberg_EFG","Cannomois parviflora","Restionaceae","Cannomois parviflora","(Thunb.) Pillans","Restionaceae",-33.92404,21.06118,"langeberg","3",2012-07-06,"EFG",10,"1",16.87,67.2,0.3,0.4,2.816,4.038,1.696,NA,NA,1005.33491404861,1.38089622641509,2393.59810314167,0.420009905894007,224,NA,""
"706_10_langeberg_EFG","Cannomois parviflora","Restionaceae","Cannomois parviflora","(Thunb.) Pillans","Restionaceae",-33.92404,21.06118,"langeberg","5",2012-07-06,"EFG",10,"1",17.19,62.4,0.3,0.4,2.782,4.059,1.832,NA,NA,1065.73589296102,1.21561135371179,2361.25654450262,0.451342695245134,208,NA,""
"706_11_langeberg_EFG","Elytropappus glandulosus","Asteraceae","Stoebe glandulosa","(Less.) N.G.Bergh","Asteraceae",-33.92404,21.06118,"langeberg","5",2012-07-06,"EFG",11,"150",8.95,1.03,0.1,0.1,0.332,0.334,0.22,0.608,0.412,245.810055865922,0.518181818181818,373.1843575419,0.658682634730539,10.3,0.475728155339806,""
"706_11_langeberg_EFG","Elytropappus glandulosus","Asteraceae","Stoebe glandulosa","(Less.) N.G.Bergh","Asteraceae",-33.92404,21.06118,"langeberg","1",2012-07-06,"EFG",11,"200",9.3,0.81,0.1,0.1,0.367,0.36,0.211,0.308,0.198,226.881720430108,0.706161137440758,387.096774193548,0.586111111111111,8.1,0.555555555555555,""
"706_11_langeberg_EFG","Elytropappus glandulosus","Asteraceae","Stoebe glandulosa","(Less.) N.G.Bergh","Asteraceae",-33.92404,21.06118,"langeberg","4",2012-07-06,"EFG",11,"150",8,1.03,0.1,0.1,0.273,0.316,0.165,0.663,0.403,206.25,0.915151515151515,395,0.522151898734177,10.3,0.645161290322581,""
"706_11_langeberg_EFG","Elytropappus glandulosus","Asteraceae","Stoebe glandulosa","(Less.) N.G.Bergh","Asteraceae",-33.92404,21.06118,"langeberg","3",2012-07-06,"EFG",11,"150",7.79,0.91,0.1,0.1,0.293,0.278,0.198,0.364,0.25,254.172015404365,0.404040404040404,356.867779204108,0.712230215827338,9.1,0.456,"global_range_fwc"
