scientific_name_original,scientific_name_MG,family_MG,scientific_name_WFO,scientific_name_authorship_WFO,family_WFO,perennial,annual,monoecious,dioecious,evergreen,deciduous,seasonally_apparent,seasonally_identifiable,flower_postfire,resprout_postfire,serotinous,flower_begin,flower_end,flower_begin_alt,flower_end_alt,max_height_cm,herb,geophyte,graminoid,low_shrub,mid_shrub,tall_shrub,tree,scrambler,liana,hemiparasite,parasite,missing_growthform_class,succulent,leaf_succulent,stem_succulent,other_succulent,lvs_linear,lvs_shape_other,lvs_oval,lvs_compound,lvs_lobed,lvs_dissected,leaf_length,virtually_no_leaves,stems_photosynthetic,functional_leaf,plant_longevity,flammability,pollination,dispersal,lvs_frond,lvs_cladode,lvs_phyllode,lvs_microphyll
Printzia polifolia,Printzia polifolia,Asteraceae,Printzia polifolia,(L.) Hutch.,Asteraceae,1,0,1,0,1,0,0,0,0,1,0,Jul,Nov,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.16,0,0,leaf,2,h,i,w,0,0,0,0
Prionium serratum,Prionium serratum,Prioniaceae,Prionium serratum,(L.f.) Drège,Thurniaceae,1,0,1,0,1,0,0,0,0,1,0,Sep,Feb,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62.82,0,0,leaf,3,h,w,w,0,0,0,0
Prismatocarpus brevilobus,Prismatocarpus brevilobus,Campanulaceae,Prismatocarpus brevilobus,A.DC.,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Dec,May,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,1,m,i,p,0,0,0,0
Prismatocarpus fruticosus,Prismatocarpus fruticosus,Campanulaceae,Prismatocarpus fruticosus,L'Hér.,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Nov,Apr,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.632,0,0,leaf,1,m,i,p,0,0,0,0
Prismatocarpus sessilis,Prismatocarpus sessilis,Campanulaceae,Prismatocarpus sessilis,Eckl. ex A.DC.,Campanulaceae,1,0,1,0,1,0,0,1,0,0,0,Dec,Mar,NA,NA,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.533333333,0,0,leaf,1,h,i,p,0,0,0,0
Protea acaulos,Protea acaulos,Proteaceae,Protea acaulos,(L.) Reichard,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Jun,Nov,NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.04,0,0,leaf,3,h,m,w,0,0,0,0
Protea acuminata,Protea acuminata,Proteaceae,Protea acuminata,Sims,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,Jul,Aug,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.84,0,0,leaf,2,h,m,w,0,0,0,0
Protea angustata,Protea angustata,Proteaceae,Protea angustata,R.Br.,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Jul,Oct,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,3,h,m,w,0,0,0,0
Protea aspera,Protea aspera,Proteaceae,Protea aspera,E.Phillips,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Sep,Oct,NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,3,h,m,w,0,0,0,0
Protea aurea,Protea aurea,Proteaceae,Protea aurea,(Burm.f.) Rourke,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,Jan,Jun,NA,NA,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.32,0,0,leaf,2,h,m,w,0,0,0,0
Protea cordata,Protea cordata,Proteaceae,Protea cordata,Thunb.,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Jun,Jul,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,3,h,m,w,0,0,0,0
Protea cynaroides,Protea cynaroides,Proteaceae,Protea cynaroides,(L.) L.,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Jan,Dec,NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.27454545,0,0,leaf,3,h,m,w,0,0,0,0
Protea eximia,Protea eximia,Proteaceae,Protea eximia,(Knight) Fourc.,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,Aug,Oct,NA,NA,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.03636364,0,0,leaf,2,h,m,w,0,0,0,0
Protea glabra,Protea glabra,Proteaceae,Protea glabra,Thunb.,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Aug,Sep,NA,NA,500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.28,0,0,leaf,3,h,m,w,0,0,0,0
Protea grandiceps,Protea grandiceps,Proteaceae,Protea grandiceps,Tratt.,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,Dec,Jan,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,h,m,w,0,0,0,0
Protea intonsa,Protea intonsa,Proteaceae,Protea intonsa,Rourke,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Sep,Nov,NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.8,0,0,leaf,3,h,m,w,0,0,0,0
Protea laevis,Protea laevis,Proteaceae,Protea laevis,R.Br.,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,Sep,Nov,NA,NA,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.82,0,0,leaf,2,h,m,w,0,0,0,0
Protea laurifolia,Protea laurifolia,Proteaceae,Protea laurifolia,Thunb.,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,May,Jul,NA,NA,800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.76,0,0,leaf,2,h,m,w,0,0,0,0
Protea lepidocarpodendron,Protea lepidocarpodendron,Proteaceae,Protea lepidocarpodendron,L.,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,Apr,Aug,NA,NA,800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.9,0,0,leaf,2,h,m,w,0,0,0,0
Protea lorea,Protea lorea,Proteaceae,Protea lorea,R.Br.,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Jan,Feb,NA,NA,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,m,w,0,0,0,0
Protea lorifolia,Protea lorifolia,Proteaceae,Protea lorifolia,(Knight) Fourc.,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,Apr,Jun,NA,NA,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.96666667,0,0,leaf,2,h,m,w,0,0,0,0
Protea mundii,Protea mundii,Proteaceae,Protea mundii,Klotzsch,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,Feb,Apr,NA,NA,800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.133333333,0,0,leaf,2,h,m,w,0,0,0,0
Protea neriifolia,Protea neriifolia,Proteaceae,Protea neriifolia,R.Br.,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,Feb,Nov,NA,NA,800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.71428571,0,0,leaf,2,h,m,w,0,0,0,0
Protea nitida,Protea nitida,Proteaceae,Protea nitida,Mill.,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,May,Aug,NA,NA,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.24761905,0,0,leaf,3,h,m,w,0,0,0,0
Protea piscina,Protea piscina,Proteaceae,Protea piscina,Rourke,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Jun,Jan,NA,NA,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.6,0,0,leaf,3,h,m,w,0,0,0,0
Protea punctata,Protea punctata,Proteaceae,Protea punctata,Meisn.,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,Mar,Apr,NA,NA,400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.15,0,0,leaf,2,h,m,w,0,0,0,0
Protea repens,Protea repens,Proteaceae,Protea repens,(L.) L.,Proteaceae,1,0,1,0,1,0,0,0,0,0,1,Jan,Dec,NA,NA,450,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.34545455,0,0,leaf,2,h,m,w,0,0,0,0
Protea scabra,Protea scabra,Proteaceae,Protea scabra,R.Br.,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Jul,Oct,NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,0,0,leaf,3,h,m,w,0,0,0,0
Protea scolopendriifolia,Protea scolopendriifolia,Proteaceae,Protea scolopendriifolia,(Salisb. ex Knight) Rourke,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Sep,Dec,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.54,0,0,leaf,3,h,m,w,0,0,0,0
Protea speciosa,Protea speciosa,Proteaceae,Protea speciosa,L.,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,Sep,Oct,NA,NA,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,3,h,m,w,0,0,0,0
Protea tenax,Protea tenax,Proteaceae,Protea tenax,(Salisb.) R.Br.,Proteaceae,1,0,1,0,1,0,0,0,0,1,1,May,Sep,NA,NA,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.61666667,0,0,leaf,3,h,m,w,0,0,0,0
Psammotropha anguina,Psammotropha anguina,Molluginaceae,Psammotropha anguina,Compton,Molluginaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Oct,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,l,u,u,0,0,0,0
Psammotropha quadrangularis,Psammotropha quadrangularis,Molluginaceae,Psammotropha quadrangularis,Fenzl,Molluginaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Oct,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.232,0,0,leaf,2,l,u,u,0,0,0,0
Pseudopentameris brachyphylla,Pseudopentameris brachyphylla,Poaceae,Pseudopentameris brachyphylla,(Stapf) Conert,Poaceae,1,0,1,0,1,0,0,0,0,1,0,Sep,Oct,NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.46,0,0,leaf,2,h,w,w,0,0,0,0
Pseudopentameris macrantha,Pseudopentameris macrantha,Poaceae,Pseudopentameris macrantha,(Schrad.) Conert,Poaceae,1,0,1,0,1,0,0,0,0,1,0,Aug,Sep,NA,NA,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.25882353,0,0,leaf,2,h,w,w,0,0,0,0
Pseudoselago humilis,Pseudoselago humilis,Scrophulariaceae,Pseudoselago humilis,(Rolfe) Hilliard,Scrophulariaceae,1,0,1,0,1,0,0,1,0,0,0,Dec,Feb,NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,1,m,i,p,0,0,0,0
Pseudoselago recurvifolia,Pseudoselago recurvifolia,Scrophulariaceae,Pseudoselago recurvifolia,Hilliard,Scrophulariaceae,1,0,1,0,1,0,0,1,0,0,0,Dec,Feb,NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,1,m,i,p,0,0,0,0
Pseudoselago serrata,Pseudoselago serrata,Scrophulariaceae,Pseudoselago serrata,(P.J.Bergius) Hilliard,Scrophulariaceae,1,0,1,0,1,0,0,1,0,0,0,Sep,Mar,NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.758,0,0,leaf,1,m,i,p,0,0,0,0
Pseudoselago spuria,Pseudoselago spuria,Scrophulariaceae,Pseudoselago spuria,(L.) Hilliard,Scrophulariaceae,1,0,1,0,1,0,0,1,0,0,0,Aug,Feb,NA,NA,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,1,m,i,p,0,0,0,0
Psoralea aphylla,Psoralea aphylla,Fabaceae,Psoralea aphylla,L.,Fabaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,May,NA,NA,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.67,0,1,mixed,2,h,i,p,0,0,0,0
Psoralea asarina,Psoralea asarina,Fabaceae,Psoralea asarina,(P.J.Bergius) T.M.Salter,Fabaceae,1,0,1,0,1,0,0,1,0,1,0,Oct,Feb,NA,NA,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,l,i,p,0,0,0,0
Psoralea imbricata,Psoralea imbricata,Fabaceae,Psoralea imbricata,(L.f.) T.M.Salter,Fabaceae,1,0,1,0,1,0,0,1,0,1,0,Oct,Jan,NA,NA,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,l,i,p,0,0,0,0
Psoralea laxa,Psoralea laxa,Fabaceae,Psoralea laxa,T.M.Salter,Fabaceae,1,0,1,0,1,0,0,1,0,0,0,Nov,Mar,NA,NA,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,l,i,p,0,0,0,0
Psoralea monophylla,Psoralea monophylla,Fabaceae,Psoralea monophylla,(L.) C.H.Stirt.,Fabaceae,1,0,1,0,1,0,0,1,0,1,0,Nov,Jan,NA,NA,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.24,0,0,leaf,2,l,i,p,0,0,0,0
Psoralea oligophylla,Psoralea oligophylla,Fabaceae,Psoralea oligophylla,Eckl. & Zeyh.,Fabaceae,1,0,1,0,1,0,0,1,0,0,0,Oct,Apr,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.53,0,0,leaf,2,h,i,p,0,0,0,0
Psoralea oreophila,Psoralea oreophila,Fabaceae,Psoralea oreophila,Schltr.,Fabaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Jan,NA,NA,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Psoralea pinnata,Psoralea pinnata,Fabaceae,Psoralea pinnata,L.,Fabaceae,1,0,1,0,1,0,0,1,0,0,0,Oct,Apr,NA,NA,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.586086957,0,0,leaf,2,h,i,p,0,0,0,0
Psoralea repens,Psoralea repens,Fabaceae,Psoralea repens,P.J.Bergius,Fabaceae,1,0,1,0,1,0,0,1,0,1,0,Nov,Feb,NA,NA,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.76,0,0,leaf,2,l,i,p,0,0,0,0
Psoralea verrucosa,Psoralea verrucosa,Fabaceae,Psoralea verrucosa,Willd. ex Spreng.,Fabaceae,1,0,1,0,1,0,0,1,0,0,0,Dec,Mar,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Pteridium aquilinum,Pteridium aquilinum,Dennstaedtiaceae,Pteridium aquilinum,(L.) Kuhn,Dennstaedtiaceae,1,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,20.5,0,0,leaf,2,h,w,w,1,0,0,0
Pterocelastrus rostratus,Pterocelastrus rostratus,Celastraceae,Pterocelastrus rostratus,(Thunb.) Walp.,Celastraceae,1,0,1,0,1,0,0,0,0,1,0,Apr,Jun,NA,NA,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.96,0,0,leaf,3,m,i,m,0,0,0,0
Pterocelastrus tricuspidatus,Pterocelastrus tricuspidatus,Celastraceae,Pterocelastrus tricuspidatus,(Lam.) Walp.,Celastraceae,1,0,1,0,1,0,0,0,0,1,0,May,Nov,NA,NA,700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.171428571,0,0,leaf,3,h,i,m,0,0,0,0
Pteronia ambrariifolia,Pteronia ambrariifolia,Asteraceae,Pteronia ambrariifolia,Schltr.,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Sep,NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,w,0,0,0,0
Pteronia camphorata,Pteronia camphorata,Asteraceae,Pteronia camphorata,(L.) L.,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Nov,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.236,0,0,leaf,2,h,i,w,0,0,0,0
Pteronia incana,Pteronia incana,Asteraceae,Pteronia incana,(Burm.f.) DC.,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Oct,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.081666667,0,0,leaf,2,h,i,w,0,0,0,0
Pteronia teretifolia,Pteronia teretifolia,Asteraceae,Pteronia teretifolia,(Thunb.) Fourc.,Asteraceae,1,0,1,0,1,0,0,0,0,1,0,Jan,Jun,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.683333333,0,0,leaf,3,h,i,w,0,0,0,0
Pterygodium acutifolium,Pterygodium acutifolium,Orchidaceae,Pterygodium acutifolium,Lindl.,Orchidaceae,1,0,1,0,0,1,1,1,1,1,0,Sep,Dec,NA,NA,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.8,0,0,leaf,2,l,i,p,0,0,0,0
Putterlickia pyracantha,Putterlickia pyracantha,Celastraceae,Putterlickia pyracantha,(L.) Szyszył.,Celastraceae,1,0,1,0,1,0,0,0,0,1,0,Feb,Aug,NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.633333333,0,0,leaf,3,m,i,p,0,0,0,0
Rafnia acuminata,Rafnia perfoliata,Fabaceae,Rafnia acuminata,(E.Mey.) G.J.Campb. & B.-E.van Wyk,Fabaceae,1,0,1,0,1,0,0,1,0,1,0,Sep,Apr,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.7,0,0,leaf,3,h,i,p,0,0,0,0
Rafnia capensis,Rafnia capensis,Fabaceae,Rafnia capensis,(L.) Schinz,Fabaceae,1,0,1,0,1,0,0,1,0,1,0,Jan,Dec,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.726666667,0,0,leaf,3,h,i,p,0,0,0,0
Rafnia crassifolia,Rafnia crassifolia,Fabaceae,Rafnia crassifolia,Harv.,Fabaceae,1,0,1,0,1,0,0,1,0,1,0,Oct,Mar,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.866666667,0,0,leaf,3,h,i,p,0,0,0,0
Rafnia diffusa,Rafnia diffusa,Fabaceae,Rafnia diffusa,Thunb.,Fabaceae,1,0,1,0,1,0,0,1,0,1,0,Aug,Jan,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.22,0,0,leaf,3,h,i,p,0,0,0,0
Rafnia ovata,Rafnia ovata,Fabaceae,Rafnia ovata,E.Mey.,Fabaceae,1,0,1,0,1,0,0,1,0,1,0,Aug,Jan,NA,NA,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,3,h,i,p,0,0,0,0
Rafnia racemosa,Rafnia racemosa,Fabaceae,Rafnia racemosa,Eckl. & Zeyh.,Fabaceae,1,0,1,0,1,0,0,1,0,1,0,Oct,Jan,NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,0,leaf,3,h,i,p,0,0,0,0
Rapanea melanophloeos,Rapanea melanophloeos,Myrsinaceae,Myrsine melanophloeos,(L.) R.Br. ex Sweet,Primulaceae,1,0,0,1,1,0,0,0,0,1,0,Oct,Dec,NA,NA,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.96,0,0,leaf,3,m,i,m,0,0,0,0
Relhania calycina,Relhania calycina,Asteraceae,Oedera calycina,(L.f.) N.G.Bergh,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Oct,Jan,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,h,i,w,0,0,0,0
Relhania decussata,Relhania decussata,Asteraceae,Oedera decussata,(L'Hér.) N.G.Bergh,Asteraceae,1,0,1,0,1,0,0,0,0,1,0,Sep,Nov,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.456666667,0,0,leaf,2,m,i,w,0,0,0,0
Relhania pungens,Relhania pungens,Asteraceae,Oedera pungens,(L'Hér.) N.G.Bergh,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Oct,Feb,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.28,0,0,leaf,2,h,i,w,0,0,0,0
Relhania speciosa,Relhania speciosa,Asteraceae,Oedera speciosa,(DC.) N.G.Bergh,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Dec,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.566666667,0,0,leaf,2,h,i,w,0,0,0,0
Restio arcuatus,Restio arcuatus,Restionaceae,Restio arcuatus,Mast.,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Dec,Feb,NA,NA,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.13,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio asperus,Calopsis aspera,Restionaceae,Restio asperus,(Mast.) H.P.Linder & C.R.Hardy,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Nov,Jan,NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27.18,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio bifarius,Restio bifarius,Restionaceae,Restio bifarius,Mast.,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Apr,May,NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56.08,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio bifidus,Restio bifidus,Restionaceae,Restio bifidus,Thunb.,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Mar,Apr,NA,NA,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.24,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio bifurcus,Restio bifurcus,Restionaceae,Restio bifurcus,Nees ex Mast.,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,May,Aug,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.83478261,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio brachiatus,Restio brachiatus,Restionaceae,Restio brachiatus,(Mast.) Pillans,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Sep,Oct,NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56.24,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio burchellii,Restio burchellii,Restionaceae,Restio burchellii,Pillans,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Oct,Nov,NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio calcicola,Calopsis fruticosa,Restionaceae,Restio calcicola,H.P.Linder & C.R.Hardy,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Aug,Nov,NA,NA,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio capensis,Ischyrolepis capensis,Restionaceae,Restio capensis,(L. ex C.B.Clarke) H.P.Linder & C.R.Hardy,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Oct,Nov,NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.61333333,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio capillaris,Restio capillaris,Restionaceae,Restio capillaris,Kunth,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Aug,Oct,NA,NA,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.78,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio cincinnatus,Ischyrolepis cincinnata,Restionaceae,Restio cincinnatus,Mast.,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Oct,Nov,NA,NA,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.29,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio curviramis,Ischyrolepis curviramis,Restionaceae,Restio curviramis,Kunth,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Aug,Oct,NA,NA,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.36,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio debilis,Restio debilis,Restionaceae,Restio debilis,Nees,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Mar,May,NA,NA,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.56,1,1,culm_stem,2,h,w,p,0,0,0,0
Restio decipiens,Restio decipiens,Restionaceae,Restio decipiens,(N.E.Br.) H.P.Linder,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Oct,Nov,NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,culm_stem,2,h,w,p,0,0,0,0
