"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","ai","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","clt_max","clt_mean","clt_min","clt_range","cmi_max","cmi_mean","cmi_min","cmi_range","fcf","fgd","gdd0","gdd10","gdd5","gddlgd0","gddlgd10","gddlgd5","gdgfgd0","gdgfgd10","gdgfgd5","gsl","gsp","gst","hurs_max","hurs_mean","hurs_min","hurs_range","kg0","kg1","kg2","kg3","kg4","kg5","lgd","ngd0","ngd10","ngd5","npp","pet_penman_max","pet_penman_mean","pet_penman_min","pet_penman_range","rsds_19812010_max_V21","rsds_19812010_mean_V21","rsds_19812010_min_V21","rsds_19812010_range_V21","scd","sfcWind_max","sfcWind_mean","sfcWind_min","sfcWind_range","swb","swe","vpd_max","vpd_mean","vpd_min","vpd_range","geometry","MAT","MAP"
"658",658,"818_39_HTR","Cannomois parviflora","RESTIONACEAE",-31.27577,19.04081,"HTR",818,"EPO",39,50,60,35,1649.336143,"0","N","0.329831413","46.042662","139.5945328","4.195865387","-28.71772862",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04081, -31.27577),16.55,518.2
"659",659,"818_40_HTR","Cymbopogon marginatus","POACEAE",-31.27577,19.04081,"HTR",818,"EPO",40,55,100,80,6283.185307,"0","L","1.825081969","37.94573914","20.791252","2.911862857","-31.0513774",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04081, -31.27577),16.55,518.2
"660",660,"818_41_HTR","Gymnodiscus capillaris","ASTERACEAE",-31.27577,19.04081,"HTR",818,"EPO",41,0.5,1.5,1,1.178097245,"0","B","1.684911644","33.82704655","20.07645129","3.898985894","-31.77682748",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04081, -31.27577),16.55,518.2
"661",661,"818_42_HTR","Heliophila pinnata","BRASSICACEAE",-31.27577,19.04081,"HTR",818,"EPO",42,17,6,5,23.5619449,"1","L","2.606790687","415.884074","159.5387294","4.727464158","-31.43808426",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04081, -31.27577),16.55,518.2
"662",662,"818_43_HTR","Tenaxia dura","POACEAE",-31.27577,19.04081,"HTR",818,"EPO",43,30,50,45,1767.145868,"0","N","0.955686336","44.36369117","46.42076537","2.093177482","-13.96345036",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04081, -31.27577),16.55,518.2
"663",663,"818_44_HTR","Selago glabrata","SCROPHULARIACEAE",-31.27577,19.04081,"HTR",818,"EPO",44,40,40,30,942.4777961,"4","N","1.86621935","43.45159109","23.43550073","5.262094029","-29.73495847",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04081, -31.27577),16.55,518.2
"664",664,"818_45_HTR","Arctopus echinatus","APIACEAE",-31.27577,19.04081,"HTR",818,"EPO",45,0.5,9,7,49.48008429,"0","N","2.163595957","41.75749195","19.30004159","0.907258833","-26.44686778",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04081, -31.27577),16.55,518.2
"665",665,"818_46_HTR","Pharnaceum ciliare","MOLLUGINACEAE",-31.27577,19.04081,"HTR",818,"EPO",46,10,12,10,94.24777961,"3","B","2.386761471","39.20916832","16.42776993","4.342603688","-30.73561675",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04081, -31.27577),16.55,518.2
"666",666,"818_47_HTR","Stipagrostis zeyheri","POACEAE",-31.27577,19.04081,"HTR",818,"EPO",47,65,100,90,7068.583471,"0","S","0.658593591","45.44692984","69.00603112","1.811142328","-13.6644607",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04081, -31.27577),16.55,518.2
"667",667,"818_48_HTR","Senecio burchellii","ASTERACEAE",-31.27577,19.04081,"HTR",818,"EPO",48,70,45,25,883.5729338,"2","B","2.436128496","39.69321466","16.29356363","5.71067004","-31.60895473",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04081, -31.27577),16.55,518.2
"668",668,"818_49_HTR","Pelargonium triste","GERANIACEAE",-31.27538,19.04072,"HTR",818,"EPO",49,35,30,5,117.8097245,"0","B","NA","NA","NA","NA","NA",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04072, -31.27538),16.55,518.2
"669",669,"818_50_HTR","Cyphia volubilis","LOBELIACEAE",-31.27538,19.04072,"HTR",818,"EPO",50,60,25,5,98.17477042,"0","N","2.068466791","41.17509663","19.90609509","3.839249282","-26.46485415",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04072, -31.27538),16.55,518.2
"670",670,"818_51_HTR","Oxalis pocockiae","OXALIDACEAE",-31.27538,19.04072,"HTR",818,"EPO",51,0.5,8,5,31.41592654,"0","N","1.673133435","46.43687155","27.75443403","1.656414709","-29.43859994",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04072, -31.27538),16.55,518.2
"671",671,"818_52_HTR","Olea europaea","OLEACEAE",-31.27538,19.04072,"HTR",818,"EPO",52,125,150,140,16493.36143,"4","N","0.942616886","50.36984417","53.43617849","0.704546066","-28.56326348",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04072, -31.27538),16.55,518.2
"672",672,"818_53_HTR","Pentaschistis pallida","POACEAE",-31.27538,19.04072,"HTR",818,"EPO",53,5,7,5,27.48893572,"0","B","2.9789567","40.13644922","13.47332414","6.073986158","-32.2754495",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04072, -31.27538),16.55,518.2
"673",673,"818_54_HTR","Rhus angustifolia","ANACARDIACEAE",-31.27538,19.04072,"HTR",818,"EPO",54,220,350,300,82466.80716,"4","S","1.081749202","48.47577244","44.81239492","5.086863121","-27.07139437",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04072, -31.27538),16.55,518.2
"674",674,"818_55_HTR","Trichogyne ambigua","ASTERACEAE",-31.27538,19.04072,"HTR",818,"EPO",55,30,25,20,392.6990817,"4","B","1.948439625","35.36823345","18.15208077","1.777846511","-31.07136225",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.04072, -31.27538),16.55,518.2
"675",675,"818_56_HTR","Indigofera nigromontana","FABACEAE",-31.27247,19.04989,"HTR",818,"EPO",56,75,140,115,12644.91043,"4","B","2.651065421","46.45803201","17.52428727","-0.619452293","-27.77386187",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"676",676,"818_57_HTR","Convolvulus capensis","CONVOLVULACEAE",-31.27247,19.04989,"HTR",818,"EPO",57,5,44,10,345.5751919,"2","B","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"677",677,"818_58_HTR","Romulea sabulosa","IRIDACEAE",-31.27247,19.04989,"HTR",818,"EPO",58,15,2,1,1.570796327,"0","N","2.091319074","42.9762288","20.54981917","4.574835756","-29.97081757",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"678",678,"818_59_HTR","Thesium hispidulum","SANTALACEAE",-31.27247,19.04989,"HTR",818,"EPO",59,15,35,25,687.223393,"3","B","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"679",679,"818_60_HTR","Thamnochortus platypteris","RESTIONACEAE",-31.27247,19.04989,"HTR",818,"EPO",60,80,120,110,10367.25576,"0","N","0.518858176","46.85341313","90.30100189","4.269969173","-25.33322961",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"680",680,"818_61_HTR","Amphiglossa tomentosa","ASTERACEAE",-31.27247,19.04989,"HTR",818,"EPO",61,30,60,50,2356.19449,"4","B","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"681",681,"818_62_HTR","Helichrysum moeserianum","ASTERACEAE",-31.27247,19.04989,"HTR",818,"EPO",62,6,23,18,325.1548396,"1","B","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"682",682,"818_63_HTR","Restio macer","RESTIONACEAE",-31.27247,19.04989,"HTR",818,"EPO",63,35,80,80,5026.548246,"3","N","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"683",683,"818_64_HTR","Cleretum bellidiforme","AIZOACEAE",-31.27247,19.04989,"HTR",818,"EPO",64,2,2,2,3.141592654,"0","N","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"684",684,"818_65_HTR","Nemesia cheiranthus","SCROPHULARIACEAE",-31.27247,19.04989,"HTR",818,"EPO",65,25,5,3,11.78097245,"0","B","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"685",685,"818_66_HTR","Tetragonia nigrescens","AIZOACEAE",-31.27247,19.04989,"HTR",818,"EPO",66,5,25,15,294.5243113,"1","N","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"686",686,"818_67_HTR","Trachyandra divaricata","ASPHODELACEAE",-31.27247,19.04989,"HTR",818,"EPO",67,30,10,4,31.41592654,"0","N","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"687",687,"818_68_HTR","Pelargonium triste","GERANIACEAE",-31.27247,19.04989,"HTR",818,"EPO",68,15,30,20,471.238898,"0","B","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"688",688,"818_69_HTR","Indigofera nigromontana","FABACEAE",-31.27247,19.04989,"HTR",818,"EPO",69,30,75,50,2945.243113,"4","B","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"689",689,"818_70_HTR","Antimima triquetra","AIZOACEAE",-31.27247,19.04989,"HTR",818,"EPO",70,15,40,30,942.4777961,"4","N","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"690",690,"818_71_HTR","Heliophila amplexicaulis","BRASSICACEAE",-31.27247,19.04989,"HTR",818,"EPO",71,15,15,6,70.68583471,"1","N","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"691",691,"818_72_HTR","Adenogramma glomerata","MOLLUGINACEAE",-31.27247,19.04989,"HTR",818,"EPO",72,2,7,6,32.98672286,"0","N","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"692",692,"818_73_HTR","Moraea brachygyne","IRIDACEAE",-31.27247,19.04989,"HTR",818,"EPO",73,20,2,1,1.570796327,"0","N","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"693",693,"818_74_HTR","Lapeirousia jacquinii","IRIDACEAE",-31.27247,19.04989,"HTR",818,"EPO",74,3,4,4,12.56637061,"0","N","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"694",694,"818_75_HTR","Zaluzianskya pusilla","SCROPHULARIACEAE",-31.27247,19.04989,"HTR",818,"EPO",75,4,1,1,0.785398163,"0","B","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"695",695,"818_76_HTR","Cotula nudicaulis","ASTERACEAE",-31.27247,19.04989,"HTR",818,"EPO",76,4,3,3,7.068583471,"0","B","NA","NA","NA","NA","NA",0.318932592868805,2898,2949,2841,4703,836,88,614,2210,414,414,2139,143,5.46999979019165,4206,3041,2779,262,2850,2949,2638,1942,1076,1562,151,-876,-1895,2046,NA,16,60691,24191,42441,NA,NA,NA,NA,NA,NA,188,4703,2865,5273,5143,5025,248,12,13,13,7,8,27,16,365,365,365,7797,19813,12575,6024,13789,30836,21114,10848,19988,0,4037,3673,3307,731,-1052,NA,13285,9527,6260,7025,c(19.04989, -31.27247),16.65,470.3
"696",696,"625_1_HK","Ischyrolepis capensis","RESTIONACEAE",-34.32397,18.95578,"Hangklip",625,"ET",1,27,75,70,4123.340358,"2","N","0.868957713","45.59238015","52.4678928","-0.092092715","-27.14145867",1.81154310703278,2890,2920,2861,12842,1943,398,492,5473,1432,1432,5473,39,3.55999994277954,2372,2947,2838,109,2861,2920,3364,2784,2118,1246,1231,-78,-1283,2513,NA,NA,57725,21225,39475,NA,NA,NA,NA,NA,NA,365,12842,2890,6447,6287,6049,398,10,10,13,7,7,9,NA,365,365,365,16812,17170,11090,5732,11438,27951,18820,9426,18525,0,4994,4663,4177,817,-319,NA,8039,6713,5514,2525,c(18.95578, -34.32397),15.85,1284.2
