"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","Chili","Elevation","TopoDiv","geometry"
"1556",1556,"825_14_HTR","Pteronia villosa","ASTERACEAE",-32.15978,20.04802,"HTR",825,"NRS",14,30,40,40,1256.637061,"4","L","0.824071312","38.24970015","46.41552205","6.982352684","-24.39519134",NA,NA,NA,c(20.04802, -32.15978)
"1557",1557,"825_15_HTR","Leipoldtia schultzei","AIZOACEAE",-32.15978,20.04802,"HTR",825,"NRS",15,40,70,40,2199.114858,"4","N","2.293078302","33.68539928","14.69003446","7.614258316","-25.92646259",NA,NA,NA,c(20.04802, -32.15978)
"1558",1558,"825_16_HTR","Pelargonium oreophilum","GERANIACEAE",-32.12814,20.09584,"HTR",825,"NRS",16,50,110,90,7775.441818,"4","B","1.520272632","42.65794709","28.05940605","1.23122401","-27.48257602",NA,NA,NA,c(20.09584, -32.12814)
"1559",1559,"825_17_HTR","Felicia rogersii","ASTERACEAE",-32.12873,20.11606,"HTR",825,"NRS",17,45,40,30,942.4777961,"4","B","1.844023407","41.69385342","22.61026257","2.395623329","-28.59451147",NA,NA,NA,c(20.11606, -32.12873)
"1560",1560,"825_18_HTR","Pelargonium abrotanifolium","GERANIACEAE",-32.12873,20.11606,"HTR",825,"NRS",18,25,80,65,4084.07045,"4","N","2.200201547","48.06440708","21.84545645","2.11608875","-28.04301533",NA,NA,NA,c(20.11606, -32.12873)
"1561",1561,"825_1_HTR","Pteronia empetrifolia","ASTERACEAE",-32.40725,20.34531,"HTR",825,"NRS",1,18,50,45,1767.145868,"4","N","1.430819366","47.28663124","33.04863798","4.327758463","-27.08410764",7140,1198.17292595862,20.9344062805176,c(20.34531, -32.40725)
"1562",1562,"825_2_HTR","Eriocephalus namaquensis","ASTERACEAE",-32.40492,20.30408,"HTR",825,"NRS",2,35,65,55,2807.798434,"4","L","1.310254059","45.14066849","34.45184404","2.987173617","-27.16062152",6600,657.782383643678,8.81469345092773,c(20.30408, -32.40492)
"1563",1563,"825_3_HTR","Didelta spinosa","ASTERACEAE",-32.40492,20.30408,"HTR",825,"NRS",3,35,70,50,2748.893572,"4","N","1.745495721","30.05838763","17.22054501","5.836654622","-27.77173886",6600,657.782383643678,8.81469345092773,c(20.30408, -32.40492)
"1564",1564,"825_4_HTR","Hermannia spinosa","MALVACEAE",-32.40492,20.30408,"HTR",825,"NRS",4,15,25,20,392.6990817,"4","N","NA","NA","NA","NA","NA",6600,657.782383643678,8.81469345092773,c(20.30408, -32.40492)
"1565",1565,"825_5_HTR","Tylecodon reticulatus","CRASSULACEAE",-32.40492,20.30408,"HTR",825,"NRS",5,20,20,15,235.619449,"2","N","0.768301255","36.07722518","46.95713426","4.066925141","-15.98180379",6600,657.782383643678,8.81469345092773,c(20.30408, -32.40492)
"1566",1566,"825_6_HTR","Mesembryanthemum junceum","AIZOACEAE",-32.42867,20.25481,"HTR",825,"NRS",6,20,50,40,1570.796327,"3","N","1.823806928","31.2492148","17.13405861","9.601512945","-17.93253247",6300,519.04657116426,2.81600165367126,c(20.25481, -32.42867)
"1567",1567,"825_7_HTR","Salsola aphylla","AMARANTHACEAE",-32.42867,20.25481,"HTR",825,"NRS",7,30,80,70,4398.229715,"4","L","2.287255801","37.83620169","16.54218198","10.39779278","-14.62317864",6300,519.04657116426,2.81600165367126,c(20.25481, -32.42867)
"1568",1568,"825_8_HTR","Galenia fruticosa","AIZOACEAE",-32.47664,20.23347,"HTR",825,"NRS",8,40,70,40,2199.114858,"4","B","2.240424411","34.56871278","15.42953764","4.89863894","-24.67739837",6480,476.3586288629,3.81821036338806,c(20.23347, -32.47664)
"1569",1569,"825_9_HTR","Crassula rupestris","CRASSULACEAE",-32.49936,20.21444,"HTR",825,"NRS",9,15,45,20,706.8583471,"3","N","0.704133675","42.03560174","59.69832609","6.215601146","-18.58981328",6630,476.3586288629,4.97035789489746,c(20.21444, -32.49936)
"1570",1570,"730_10_HTR","NA","NA",-31.4129,19.7756,"HTR",730,"RDG",10,20,20,15,235.619449,"2","N","1.895507373","35.77330538","18.87268068","0.026971339","-29.81084873",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1571",1571,"730_11_HTR","Ehrharta melicoides","POACEAE",-31.4129,19.7756,"HTR",730,"RDG",11,15,50,30,1178.097245,"1","L","2.579605249","38.03660855","14.7451276","1.990974758","-27.66227716",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1572",1572,"730_12_HTR","Pentzia incana","ASTERACEAE",-31.4129,19.7756,"HTR",730,"RDG",12,30,60,30,1413.716694,"3","B","1.759275882","45.08098666","25.62473977","1.307671407","-29.79370855",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1573",1573,"730_13_HTR","Drimia physodes","HYACINTHACEAE",-31.4129,19.7756,"HTR",730,"RDG",13,6,8,8,50.26548246,"0","N","3.104766022","44.49295625","14.33053439","0.271854621","-28.47391494",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1574",1574,"730_14_HTR","Eriocephalus microphyllus","ASTERACEAE",-31.4129,19.7756,"HTR",730,"RDG",14,50,60,50,2356.19449,"4","B","1.894606593","45.27287519","23.89566011","-0.340353584","-28.22185352",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1575",1575,"730_15_HTR","Euryops multifidus","ASTERACEAE",-31.4129,19.7756,"HTR",730,"RDG",15,50,120,110,10367.25576,"4","N","2.147746328","42.40111282","19.74214192","0.922572697","-30.09719051",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1576",1576,"730_16_HTR","Polygala ephedroides","POLYGALACEAE",-31.4129,19.7756,"HTR",730,"RDG",16,150,130,100,10210.17612,"3","N","0.754059742","49.36752265","65.46898064","1.363955065","-27.84779437",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1577",1577,"730_17_HTR","Ruschia cradockensis","AIZOACEAE",-31.43354,19.78454,"HTR",730,"RDG",17,40,75,70,4123.340358,"4","N","1.131485788","38.72719474","34.22685035","5.527958291","-26.32635162",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1578",1578,"730_18_HTR","Trachyandra falcata","ASPHODELACEAE",-31.43354,19.78454,"HTR",730,"RDG",18,12,22,5,86.39379797,"0","N","2.77539331","35.61884119","12.83379947","2.461980103","-28.7421083",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1579",1579,"730_19_HTR","Moraea ciliata","IRIDACEAE",-31.43354,19.78454,"HTR",730,"RDG",19,1.5,5,2,7.853981634,"0","L","3.353706165","42.30639276","12.61481796","4.023111026","-29.0465985",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1580",1580,"730_1_HTR","Euchlora hirsuta","FABACEAE",-31.4129,19.7756,"HTR",730,"RDG",1,3,95,90,6715.154297,"2","B","3.401072161","37.68579394","11.08056288","-1.825452197","-26.85971359",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1581",1581,"730_20_HTR","Erodium cicutarium","GERANIACEAE",-31.43354,19.78454,"HTR",730,"RDG",20,1,10,9,70.68583471,"0","L","3.505889279","35.98512893","10.26419435","7.305336951","-27.31039941",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1582",1582,"730_21_HTR","Amphiglossa triflora","ASTERACEAE",-31.43354,19.78454,"HTR",730,"RDG",21,20,30,25,589.0486225,"4","B","1.470451108","52.17983306","35.48559539","4.966109148","-27.18638519",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1583",1583,"730_22_HTR","Crassula muscosa","CRASSULACEAE",-31.43354,19.78454,"HTR",730,"RDG",22,25,10,10,78.53981634,"2","N","1.193925955","48.32937007","40.47936965","4.698514917","-27.88913244",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1584",1584,"730_23_HTR","Elytropappus rhinocerotis","ASTERACEAE",-31.43354,19.78454,"HTR",730,"RDG",23,140,160,150,18849.55592,"4","B","1.03506529","48.82360376","47.16958846","2.157850866","-29.97015155",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1585",1585,"730_24_HTR","Gnidia scabra","THYMELAEACEAE",-31.43354,19.78454,"HTR",730,"RDG",24,100,160,130,16336.2818,"3","L","0.829950488","39.45886785","47.54364076","1.521944279","-19.89777707",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1586",1586,"730_25_HTR","Salvia disermas","LAMIACEAE",-31.43354,19.78454,"HTR",730,"RDG",25,60,110,100,8639.379797,"3","B","2.680260229","44.83420935","16.72755834","5.314672852","-26.6923448",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1587",1587,"730_26_HTR","Androcymbium volutare","COLCHICACEAE",-31.43354,19.78454,"HTR",730,"RDG",26,3,6,5,23.5619449,"0","N","2.853803454","37.85342782","13.26420282","3.913506009","-28.9054441",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1588",1588,"730_27_HTR","Aloe microstigma","ASPHODELACEAE",-31.43354,19.78454,"HTR",730,"RDG",27,55,130,90,9189.158512,"0","N","0.874558568","41.97798131","47.999051","5.45488828","-14.52391939",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1589",1589,"730_28_HTR","Rosenia glandulosa","ASTERACEAE",-31.43354,19.78454,"HTR",730,"RDG",28,40,80,55,3455.751919,"4","B","1.871336996","45.23107092","24.17045728","2.722934539","-29.5669399",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1590",1590,"730_29_HTR","Drosanthemum karrooense","AIZOACEAE",-31.43354,19.78454,"HTR",730,"RDG",29,35,40,35,1099.557429,"3","N","1.62927524","35.67487693","21.89616343","5.091405915","-25.63521342",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1591",1591,"730_2_HTR","Moraea pritzeliana","IRIDACEAE",-31.4129,19.7756,"HTR",730,"RDG",2,3,15,5,58.90486225,"0","N","2.265386293","42.95986036","18.96359155","1.230651665","-28.39930476",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1592",1592,"730_30_HTR","Lycium cinereum","SOLANACEAE",-31.43354,19.78454,"HTR",730,"RDG",30,85,110,100,8639.379797,"4","S","3.797217864","42.35329276","11.15376949","7.233327856","-27.33423356",6300,1011.89826864359,9.29889106750488,c(19.78454, -31.43354)
"1593",1593,"730_3_HTR","Lapeirousia falcata","IRIDACEAE",-31.4129,19.7756,"HTR",730,"RDG",3,2,5,1,3.926990817,"0","N","2.543454064","40.29193074","15.84142262","0.122752301","-30.35227667",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1594",1594,"730_4_HTR","Moraea amabilis","IRIDACEAE",-31.4129,19.7756,"HTR",730,"RDG",4,32,3,3,7.068583471,"0","N","2.447295432","43.98309636","17.97212375","1.374816823","-28.576756",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1595",1595,"730_5_HTR","Ornithoglossum parviflorum","COLCHICACEAE",-31.4129,19.7756,"HTR",730,"RDG",5,2,9,1,7.068583471,"0","N","2.627839264","44.57827948","16.96385319","0.594745078","-29.13431587",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1596",1596,"730_6_HTR","Eriospermum capense","CONVALLARIACEAE",-31.4129,19.7756,"HTR",730,"RDG",6,2,5,5,19.63495408,"0","N","2.618890796","40.60499097","15.50465221","0.860364444","-26.05210879",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1597",1597,"730_7_HTR","Polygala scabra","POLYGALACEAE",-31.4129,19.7756,"HTR",730,"RDG",7,45,60,50,2356.19449,"4","B","1.715187087","47.01017104","27.40818853","-0.9377503","-29.44687204",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1598",1598,"730_8_HTR","Gnidia meyeri","THYMELAEACEAE",-31.4129,19.7756,"HTR",730,"RDG",8,90,120,100,9424.777961,"3","N","NA","NA","NA","NA","NA",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1599",1599,"730_9_HTR","Oxalis flava","OXALIDACEAE",-31.4129,19.7756,"HTR",730,"RDG",9,10,4,1,3.141592654,"0","N","1.630432228","45.13440135","27.6824762","-0.629671332","-27.72176366",6270,1083.69162615043,20.913293838501,c(19.7756, -31.4129)
"1600",1600,"804_10_HTR","Senecio abbreviatus","ASTERACEAE",-31.65156,19.79585,"HTR",804,"RDG",10,8,20,10,157.0796327,"2","N","1.038694691","37.2819365","35.89306542","3.139740138","-27.44490536",6510,1117.64794389014,10.1675357818604,c(19.79585, -31.65156)
"1601",1601,"804_11_HTR","Felicia macrorrhiza","ASTERACEAE",-31.65156,19.79585,"HTR",804,"RDG",11,15,30,20,471.238898,"2","L","3.256898066","40.84203484","12.54016368","3.72589407","-27.16436119",6510,1117.64794389014,10.1675357818604,c(19.79585, -31.65156)
"1602",1602,"804_12_HTR","Oedera sedifolia","ASTERACEAE",-31.65156,19.79585,"HTR",804,"RDG",12,35,70,50,2748.893572,"4","N","1.110057199","45.83780146","41.29318877","4.156777916","-26.59518134",6510,1117.64794389014,10.1675357818604,c(19.79585, -31.65156)
"1603",1603,"804_13_HTR","Dimorphotheca cuneata","ASTERACEAE",-31.66165,19.80307,"HTR",804,"RDG",13,40,90,60,4241.150082,"4","B","NA","NA","NA","NA","NA",6750,1203.99400899971,19.1226921081543,c(19.80307, -31.66165)
"1604",1604,"804_14_HTR","Selago subspinosa","SCROPHULARIACEAE",-31.66165,19.80307,"HTR",804,"RDG",14,25,40,35,1099.557429,"2","L","2.511465852","43.12208981","17.17008805","1.676834342","-28.89061212",6750,1203.99400899971,19.1226921081543,c(19.80307, -31.66165)
"1605",1605,"804_15_HTR","Chrysocoma ciliata","ASTERACEAE",-31.66165,19.80307,"HTR",804,"RDG",15,35,30,25,589.0486225,"2","N","1.440511824","48.57885685","33.72333086","2.49566216","-28.21110978",6750,1203.99400899971,19.1226921081543,c(19.80307, -31.66165)
"1606",1606,"804_16_HTR","Pelargonium articulatum","GERANIACEAE",-31.66165,19.80307,"HTR",804,"RDG",16,7,6,4,18.84955592,"0","L","2.882587111","40.36825165","14.00417406","1.183540511","-32.08749927",6750,1203.99400899971,19.1226921081543,c(19.80307, -31.66165)
"1607",1607,"804_17_HTR","Oedera genistifolia","ASTERACEAE",-31.66165,19.80403,"HTR",804,"RDG",17,90,120,80,7539.822369,"4","N","0.829911349","47.27516581","56.96411534","-0.127582567","-26.85109693",6810,1189.44130139698,20.0290489196777,c(19.80403, -31.66165)
"1608",1608,"804_18_HTR","Pentaschistis eriostoma","POACEAE",-31.72961,19.85278,"HTR",804,"RDG",18,55,110,90,7775.441818,"0","N","0.796298293","42.3457299","53.17822513","0.274841348","-25.03640224",6600,1162.2762472052,10.13782787323,c(19.85278, -31.72961)
"1609",1609,"804_19_HTR","Helichrysum asperum","ASTERACEAE",-31.72961,19.85278,"HTR",804,"RDG",19,25,15,10,117.8097245,"2","L","2.321132974","43.40400367","18.69949036","2.192096725","-32.21452789",6600,1162.2762472052,10.13782787323,c(19.85278, -31.72961)
"1610",1610,"804_1_HTR","NA","NA",-31.52175,19.73231,"HTR",804,"RDG",1,40,80,50,3141.592654,"4","N","2.240231439","33.1492542","14.79724533","9.355912902","-23.26922647",6630,984.73321445182,4.77634525299072,c(19.73231, -31.52175)
"1611",1611,"804_20_HTR","Osteospermum scariosum","ASTERACEAE",-31.72961,19.85278,"HTR",804,"RDG",20,25,45,30,1060.287521,"2","L","2.125369351","38.91007929","18.30744349","2.188102443","-29.31202456",6600,1162.2762472052,10.13782787323,c(19.85278, -31.72961)
"1612",1612,"804_21_HTR","NA","NA",-31.72961,19.85278,"HTR",804,"RDG",21,30,40,30,942.4777961,"3","B","2.554661265","45.13071524","17.66602714","2.846160408","-30.87367015",6600,1162.2762472052,10.13782787323,c(19.85278, -31.72961)
"1613",1613,"804_22_HTR","Pteronia glomerata","ASTERACEAE",-31.68753,19.89299,"HTR",804,"RDG",22,40,50,35,1374.446786,"4","L","1.540817102","44.85817974","29.11324107","6.150430223","-28.02459949",6570,1237.95032673943,6.51148653030396,c(19.89299, -31.68753)
"1614",1614,"804_23_HTR","Pelargonium monoliforme","GERANIACEAE",-31.68753,19.89299,"HTR",804,"RDG",23,1,3,2,4.71238898,"0","L","2.425302311","41.06845624","16.93333489","4.231177704","-28.35527719",6570,1237.95032673943,6.51148653030396,c(19.89299, -31.68753)
"1615",1615,"804_24_HTR","Cheiridopsis namaquensis","AIZOACEAE",-31.68753,19.89299,"HTR",804,"RDG",24,6,19,8,119.3805208,"0","N","1.074172384","37.30687591","34.73080901","3.125760151","-27.0436562",6570,1237.95032673943,6.51148653030396,c(19.89299, -31.68753)
"1616",1616,"804_25_HTR","NA","NA",-31.6641,19.89299,"HTR",804,"RDG",25,25,35,20,549.7787144,"2","N","0.750950672","44.95678778","59.86649917","2.761281915","-19.66790248",6270,1204.96418950656,7.74146604537964,c(19.89299, -31.6641)
"1617",1617,"804_26_HTR","NA","NA",-31.6641,19.8299,"HTR",804,"RDG",26,10,4,3,9.424777961,"0","B","2.983472384","42.00483392","14.07917638","3.16270726","-27.93386476",6360,1458.18130179417,10.0074577331543,c(19.8299, -31.6641)
"1618",1618,"804_2_HTR","Osteospermum sinuatum","ASTERACEAE",-31.52175,19.73231,"HTR",804,"RDG",2,30,40,25,785.3981634,"3","L","3.002045858","34.98176853","11.65264296","7.492684584","-27.50566655",6630,984.73321445182,4.77634525299072,c(19.73231, -31.52175)
"1619",1619,"804_3_HTR","Mesembryanthemum vaginatus","AIZOACEAE",-31.52175,19.73231,"HTR",804,"RDG",3,15,60,45,2120.575041,"4","B","2.368597376","29.46741246","12.44087018","6.467613883","-18.2113487",6630,984.73321445182,4.77634525299072,c(19.73231, -31.52175)
"1620",1620,"804_4_HTR","Eriocephalus decussatus","ASTERACEAE",-31.58023,19.73353,"HTR",804,"RDG",4,40,70,60,3298.672286,"4","B","1.89184957","46.05232137","24.34248584","5.853751966","-28.0626931",6510,1031.30187878058,2.95639061927795,c(19.73353, -31.58023)
"1621",1621,"804_5_HTR","NA","NA",-31.58023,19.73353,"HTR",804,"RDG",5,25,40,30,942.4777961,"0","N","3.723562405","41.54577518","11.15753428","3.471102025","-28.63086017",6510,1031.30187878058,2.95639061927795,c(19.73353, -31.58023)
"1622",1622,"804_6_HTR","Pteronia flexicaulis","ASTERACEAE",-31.65156,19.79585,"HTR",804,"RDG",6,35,60,40,1884.955592,"4","N","1.312791571","45.91233308","34.97305596","3.903953377","-26.33489803",6510,1117.64794389014,10.1675357818604,c(19.79585, -31.65156)
"1623",1623,"804_7_HTR","Eriocephalus purpureus","ASTERACEAE",-31.65156,19.79585,"HTR",804,"RDG",7,45,60,40,1884.955592,"3","L","1.753843379","45.25268805","25.80201208","3.916742166","-28.85063246",6510,1117.64794389014,10.1675357818604,c(19.79585, -31.65156)
"1624",1624,"804_8_HTR","Euryops multifidus","ASTERACEAE",-31.65156,19.79585,"HTR",804,"RDG",8,75,65,50,2552.544031,"4","N","1.849046279","42.10902223","22.77337388","2.96348544","-29.33068807",6510,1117.64794389014,10.1675357818604,c(19.79585, -31.65156)
"1625",1625,"804_9_HTR","Ursinia pilifera","ASTERACEAE",-31.65156,19.79585,"HTR",804,"RDG",9,20,30,40,942.4777961,"1","B","2.086865793","40.58677988","19.44867754","1.712151532","-28.72302275",6510,1117.64794389014,10.1675357818604,c(19.79585, -31.65156)
"1626",1626,"814_10_HTR","Poa bulbosa","POACEAE",-31.38322,19.20076,"HTR",814,"RDG",10,10,6,5,23.5619449,"0","N","2.989436261","41.56284941","13.90323987","6.355571383","-28.89651574",6690,733.456463177907,1.16534411907196,c(19.20076, -31.38322)
"1627",1627,"814_11_HTR","Pentzia incana","ASTERACEAE",-31.38322,19.20076,"HTR",814,"RDG",11,65,110,95,8207.410808,"4","B","3.739502119","45.07388899","12.05344657","6.144713683","-27.48219627",6690,733.456463177907,1.16534411907196,c(19.20076, -31.38322)
"1628",1628,"814_12_HTR","Senecio cardaminifolius","ASTERACEAE",-31.38322,19.20076,"HTR",814,"RDG",12,30,10,10,78.53981634,"1","L","3.829934276","39.26038215","10.25092843","9.010416938","-30.65268009",6690,733.456463177907,1.16534411907196,c(19.20076, -31.38322)
"1629",1629,"814_13_HTR","Lycium cinereum","SOLANACEAE",-31.38322,19.20076,"HTR",814,"RDG",13,90,70,30,1649.336143,"2","N","4.241533755","39.17702859","9.236524063","12.47534836","-27.29545712",6690,733.456463177907,1.16534411907196,c(19.20076, -31.38322)
"1630",1630,"814_14_HTR","Nemesia leipoldtii","SCROPHULARIACEAE",-31.38322,19.20076,"HTR",814,"RDG",14,20,4,2,6.283185307,"1","S","4.416065741","42.53630872","9.632172891","8.447475915","-29.73531126",6690,733.456463177907,1.16534411907196,c(19.20076, -31.38322)
"1631",1631,"814_15_HTR","Mesembryanthemum junceum","AIZOACEAE",-31.38322,19.20076,"HTR",814,"RDG",15,45,40,20,628.3185307,"1","N","2.076108059","31.42463403","15.13631908","7.268634261","-23.87598777",6690,733.456463177907,1.16534411907196,c(19.20076, -31.38322)
"1632",1632,"814_16_HTR","Brunsvigia bosmaniae","AMARYLLIDACEAE",-31.38322,19.20076,"HTR",814,"RDG",16,1,35,30,824.6680716,"0","N","2.591385593","40.02957089","15.44716888","4.636345576","-26.70972886",6690,733.456463177907,1.16534411907196,c(19.20076, -31.38322)
"1633",1633,"814_17_HTR","Antimima gracillima","AIZOACEAE",-31.38322,19.20076,"HTR",814,"RDG",17,30,30,20,471.238898,"4","N","1.772881951","34.01851465","19.18825708","4.424507143","-25.58521223",6690,733.456463177907,1.16534411907196,c(19.20076, -31.38322)
"1634",1634,"814_18_HTR","Atriplex semibaccata","AMARANTHACEAE",-31.38322,19.20076,"HTR",814,"RDG",18,10,30,25,589.0486225,"3","N","3.6894482","37.26576331","10.10063329","8.855461047","-15.21398957",6690,733.456463177907,1.16534411907196,c(19.20076, -31.38322)
