raw_species,plot,year,site,percent_cover,abund_class
Asparagus africanus,BK_1,1992,baviaanskloof,0.5,NA
Cheilanthes parviloba,BK_1,1992,baviaanskloof,0.5,NA
Cotyledon woodii,BK_1,1992,baviaanskloof,1,NA
Crassula rogersii,BK_1,1992,baviaanskloof,3,NA
Crassula tetragona,BK_1,1992,baviaanskloof,1,NA
Crotalaria capensis,BK_1,1992,baviaanskloof,0.5,NA
Diospyros dichrophylla,BK_1,1992,baviaanskloof,0.5,NA
Dodonaea viscosa,BK_1,1992,baviaanskloof,0.5,NA
Eragrostis curvula,BK_1,1992,baviaanskloof,2,NA
Euphorbia atrispina,BK_1,1992,baviaanskloof,0.5,NA
Grewia occidentalis,BK_1,1992,baviaanskloof,0.5,NA
Loxostylis alata,BK_1,1992,baviaanskloof,3,NA
Passerina obtusifolia,BK_1,1992,baviaanskloof,10,NA
Plumbago auriculata,BK_1,1992,baviaanskloof,0.5,NA
Polygala fruticosa,BK_1,1992,baviaanskloof,0.5,NA
Portulacaria afra,BK_1,1992,baviaanskloof,0.5,NA
Pterocelastrus tricuspidatus,BK_1,1992,baviaanskloof,0.5,NA
Putterlickia pyracantha,BK_1,1992,baviaanskloof,0.5,NA
Rhus glauca,BK_1,1992,baviaanskloof,0.5,NA
Agathosma unicarpellata,BK_2,1992,baviaanskloof,0.5,NA
Cannomois scirpoides,BK_2,1992,baviaanskloof,0.5,NA
Diosma rourkei,BK_2,1992,baviaanskloof,10,NA
Hypodiscus striatus,BK_2,1992,baviaanskloof,1,NA
Indigofera denudata,BK_2,1992,baviaanskloof,0.5,NA
Leucadendron nobile,BK_2,1992,baviaanskloof,5,NA
Leucospermum wittebergense,BK_2,1992,baviaanskloof,0.5,NA
Mastersiella purpurea,BK_2,1992,baviaanskloof,10,NA
Merxmuellera arundinacea,BK_2,1992,baviaanskloof,0.5,NA
Metalasia massonii,BK_2,1992,baviaanskloof,0.5,NA
Pentaschistis eriostoma,BK_2,1992,baviaanskloof,0.5,NA
Rhodocoma fruticosa,BK_2,1992,baviaanskloof,0.5,NA
Thesium nigromontanum,BK_2,1992,baviaanskloof,0.5,NA
Thoracosperma nanum,BK_2,1992,baviaanskloof,5,NA
Wahlenbergia neorigida,BK_2,1992,baviaanskloof,0.5,NA
Agathosma martiana,BK_3,1992,baviaanskloof,4,NA
Aspalathus rubens,BK_3,1992,baviaanskloof,0.1,NA
Athanasia pinnata,BK_3,1992,baviaanskloof,0.1,NA
Erica umbelliflora,BK_3,1992,baviaanskloof,2,NA
Ficinia filiformis,BK_3,1992,baviaanskloof,0.1,NA
Gibbaria scabra,BK_3,1992,baviaanskloof,0.5,NA
Helichrysum anomalum,BK_3,1992,baviaanskloof,0.5,NA
Hypodiscus striatus,BK_3,1992,baviaanskloof,20,NA
Lobelia coronopifolia,BK_3,1992,baviaanskloof,0.1,NA
Merxmuellera arundinacea,BK_3,1992,baviaanskloof,4,NA
Metalasia massonii,BK_3,1992,baviaanskloof,1,NA
Muraltia juniperifolia,BK_3,1992,baviaanskloof,0.5,NA
Phylica lachneaeoides,BK_3,1992,baviaanskloof,3,NA
Protea lorifolia,BK_3,1992,baviaanskloof,4,NA
Relhania speciosa,BK_3,1992,baviaanskloof,0.1,NA
Rhodocoma fruticosa,BK_3,1992,baviaanskloof,0.5,NA
Ruschia species,BK_3,1992,baviaanskloof,0.5,NA
Selago thunbergii,BK_3,1992,baviaanskloof,0.5,NA
Senecio aizoides,BK_3,1992,baviaanskloof,0.1,NA
Thoracosperma galpinii,BK_3,1992,baviaanskloof,0.1,NA
Agathosma capensis,BK_4,1992,baviaanskloof,0.5,NA
Andropogon appendiculatus,BK_4,1992,baviaanskloof,0.5,NA
Anthospermum aethiopicum,BK_4,1992,baviaanskloof,0.5,NA
Anthospermum galioides,BK_4,1992,baviaanskloof,0.5,NA
Aspalathus collina,BK_4,1992,baviaanskloof,1,NA
Aspalathus kougaensis,BK_4,1992,baviaanskloof,5,NA
Babiana sambucina,BK_4,1992,baviaanskloof,0.5,NA
Brachiaria serrata,BK_4,1992,baviaanskloof,1,NA
Cliffortia drepanoides,BK_4,1992,baviaanskloof,3,NA
Euchaetis vallis-simiae,BK_4,1992,baviaanskloof,0.5,NA
Euryops munitus,BK_4,1992,baviaanskloof,0.5,NA
Ficinia filiformis,BK_4,1992,baviaanskloof,0.5,NA
Gazania krebsiana,BK_4,1992,baviaanskloof,0.5,NA
Helichrysum cymosum,BK_4,1992,baviaanskloof,0.5,NA
Heliophila glauca,BK_4,1992,baviaanskloof,0.5,NA
Hermannia involucrata,BK_4,1992,baviaanskloof,2,NA
Hibiscus aethiopicus,BK_4,1992,baviaanskloof,0.1,NA
Hypodiscus striatus,BK_4,1992,baviaanskloof,4,NA
Metalasia massonii,BK_4,1992,baviaanskloof,0.5,NA
Montinia caryophyllacea,BK_4,1992,baviaanskloof,0.5,NA
Muraltia juniperifolia,BK_4,1992,baviaanskloof,0.5,NA
Othonna carnosa,BK_4,1992,baviaanskloof,0.5,NA
Othonna species,BK_4,1992,baviaanskloof,0.5,NA
Pentaschistis eriostoma,BK_4,1992,baviaanskloof,17,NA
Phylica axillaris,BK_4,1992,baviaanskloof,0.5,NA
Rhodocoma fruticosa,BK_4,1992,baviaanskloof,4,NA
Ruschia species,BK_4,1992,baviaanskloof,0.5,NA
Wahlenbergia species,BK_4,1992,baviaanskloof,0.1,NA
Agathosma puberula,BK_5,1992,baviaanskloof,0.5,NA
Anthospermum aethiopicum,BK_5,1992,baviaanskloof,1,NA
Asparagus africanus,BK_5,1992,baviaanskloof,0.5,NA
Chascanum cuneifolium,BK_5,1992,baviaanskloof,0.5,NA
Cliffortia drepanoides,BK_5,1992,baviaanskloof,2,NA
Commelina africana,BK_5,1992,baviaanskloof,0.5,NA
Crassula capitella,BK_5,1992,baviaanskloof,0.5,NA
Crassula ericoides,BK_5,1992,baviaanskloof,0.5,NA
Crassula muscosa,BK_5,1992,baviaanskloof,0.5,NA
Digitaria eriantha,BK_5,1992,baviaanskloof,7,NA
Felicia muricata,BK_5,1992,baviaanskloof,0.5,NA
Freylinia undulata,BK_5,1992,baviaanskloof,0.5,NA
Helichrysum anomalum,BK_5,1992,baviaanskloof,1,NA
Hermannia involucrata,BK_5,1992,baviaanskloof,0.5,NA
Indigofera denudata,BK_5,1992,baviaanskloof,0.5,NA
Kedrostis nana,BK_5,1992,baviaanskloof,0.5,NA
Leipoldtia britteniae,BK_5,1992,baviaanskloof,0.5,NA
Merxmuellera stricta,BK_5,1992,baviaanskloof,0.5,NA
Oedera squarrosa,BK_5,1992,baviaanskloof,1,NA
Othonna amplexifolia,BK_5,1992,baviaanskloof,0.5,NA
Passerina obtusifolia,BK_5,1992,baviaanskloof,6,NA
Pentaschistis eriostoma,BK_5,1992,baviaanskloof,3,NA
Polygala illepida,BK_5,1992,baviaanskloof,0.5,NA
Rhus glauca,BK_5,1992,baviaanskloof,1,NA
Stachys aethiopica,BK_5,1992,baviaanskloof,0.5,NA
Sutera denudata,BK_5,1992,baviaanskloof,0.5,NA
Themeda triandra,BK_5,1992,baviaanskloof,4,NA
Agathosma ovata,BK_6,1992,baviaanskloof,0.5,NA
Anthospermum aethiopicum,BK_6,1992,baviaanskloof,5,NA
Aspalathus kougaensis,BK_6,1992,baviaanskloof,7,NA
Athrixia heterophylla,BK_6,1992,baviaanskloof,0.5,NA
Babiana sambucina,BK_6,1992,baviaanskloof,0.5,NA
Carpobrotus species,BK_6,1992,baviaanskloof,3,NA
Chrysanthemoides monilifera,BK_6,1992,baviaanskloof,0.5,NA
Chrysocoma ciliata,BK_6,1992,baviaanskloof,0.5,NA
Clutia polifolia,BK_6,1992,baviaanskloof,0.5,NA
Corymbium africanum,BK_6,1992,baviaanskloof,0.5,NA
Ehrharta villosa,BK_6,1992,baviaanskloof,0.5,NA
Eragrostis curvula,BK_6,1992,baviaanskloof,0.5,NA
Gazania krebsiana,BK_6,1992,baviaanskloof,0.5,NA
Gibbaria scabra,BK_6,1992,baviaanskloof,1,NA
Helichrysum anomalum,BK_6,1992,baviaanskloof,0.5,NA
Helichrysum herbaceum,BK_6,1992,baviaanskloof,0.5,NA
Helichrysum nudifolium,BK_6,1992,baviaanskloof,0.5,NA
Hermannia flammea,BK_6,1992,baviaanskloof,0.5,NA
Hibiscus aethiopicus,BK_6,1992,baviaanskloof,1,NA
Indigofera heterophylla,BK_6,1992,baviaanskloof,0.5,NA
Leucadendron salignum,BK_6,1992,baviaanskloof,0.5,NA
Lobostemon echioides,BK_6,1992,baviaanskloof,0.5,NA
Merxmuellera stricta,BK_6,1992,baviaanskloof,4,NA
Metalasia pungens,BK_6,1992,baviaanskloof,1,NA
Monsonia emarginata,BK_6,1992,baviaanskloof,0.5,NA
Pelargonium ovale,BK_6,1992,baviaanskloof,2,NA
Pentaschistis species,BK_6,1992,baviaanskloof,0.5,NA
Peucedanum tenuifolium,BK_6,1992,baviaanskloof,0.5,NA
Phylica lachneaeoides,BK_6,1992,baviaanskloof,0.5,NA
Protea tenax,BK_6,1992,baviaanskloof,0.5,NA
Ruschia species,BK_6,1992,baviaanskloof,0.5,NA
Scabiosa columbaria,BK_6,1992,baviaanskloof,0.5,NA
Selago glomerata,BK_6,1992,baviaanskloof,0.5,NA
Senecio oliganthus,BK_6,1992,baviaanskloof,0.5,NA
Stoebe burchellii,BK_6,1992,baviaanskloof,0.5,NA
Themeda triandra,BK_6,1992,baviaanskloof,10,NA
Thesium carinatum,BK_6,1992,baviaanskloof,0.5,NA
Thesium species,BK_6,1992,baviaanskloof,0.5,NA
Tristachya leucothrix,BK_6,1992,baviaanskloof,1,NA
Wahlenbergia neorigida,BK_6,1992,baviaanskloof,0.5,NA
Zygophyllum flexuosum,BK_6,1992,baviaanskloof,0.5,NA
Asparagus africanus,BK_7,1992,baviaanskloof,0.1,NA
Asparagus species,BK_7,1992,baviaanskloof,0.5,NA
Carissa bispinosa,BK_7,1992,baviaanskloof,3,NA
Cotyledon woodii,BK_7,1992,baviaanskloof,0.5,NA
Crassula cultrata,BK_7,1992,baviaanskloof,0.5,NA
Crassula mollis,BK_7,1992,baviaanskloof,0.5,NA
Crassula ovata,BK_7,1992,baviaanskloof,1,NA
Crassula perforata,BK_7,1992,baviaanskloof,0.5,NA
Crassula pubescens,BK_7,1992,baviaanskloof,0.5,NA
Crassula rogersii,BK_7,1992,baviaanskloof,0.5,NA
Eragrostis curvula,BK_7,1992,baviaanskloof,0.5,NA
Euclea undulata,BK_7,1992,baviaanskloof,5,NA
Euphorbia atrispina,BK_7,1992,baviaanskloof,3,NA
Felicia muricata,BK_7,1992,baviaanskloof,2,NA
Grewia occidentalis,BK_7,1992,baviaanskloof,2,NA
Helichrysum cymosum,BK_7,1992,baviaanskloof,0.5,NA
Heliophila glauca,BK_7,1992,baviaanskloof,0.5,NA
Hibiscus aethiopicus,BK_7,1992,baviaanskloof,0.1,NA
Kalanchoe rotundifolia,BK_7,1992,baviaanskloof,0.5,NA
Maytenus undata,BK_7,1992,baviaanskloof,1,NA
Portulacaria afra,BK_7,1992,baviaanskloof,8,NA
Pteronia incana,BK_7,1992,baviaanskloof,8,NA
Putterlickia pyracantha,BK_7,1992,baviaanskloof,2,NA
Ruschia species,BK_7,1992,baviaanskloof,0.5,NA
Sarcostemma viminale,BK_7,1992,baviaanskloof,0.5,NA
Stipa dregeana,BK_7,1992,baviaanskloof,0.5,NA
Viscum rotundifolium,BK_7,1992,baviaanskloof,0.5,NA
Agathosma mucronulata,BK_8,1992,baviaanskloof,4,NA
Anthospermum aethiopicum,BK_8,1992,baviaanskloof,1,NA
Aristida junciformis,BK_8,1992,baviaanskloof,2,NA
Aspalathus kougaensis,BK_8,1992,baviaanskloof,1,NA
Asparagus africanus,BK_8,1992,baviaanskloof,1,NA
Chrysanthemoides monilifera,BK_8,1992,baviaanskloof,1,NA
Crassula ericoides,BK_8,1992,baviaanskloof,0.5,NA
Crassula species,BK_8,1992,baviaanskloof,0.5,NA
Ehrharta calycina,BK_8,1992,baviaanskloof,0.5,NA
Euclea schimperi,BK_8,1992,baviaanskloof,1,NA
Gazania krebsiana,BK_8,1992,baviaanskloof,0.5,NA
Gerbera species,BK_8,1992,baviaanskloof,0.5,NA
Helichrysum anomalum,BK_8,1992,baviaanskloof,0.5,NA
Helichrysum cymosum,BK_8,1992,baviaanskloof,0.5,NA
Helichrysum nudifolium,BK_8,1992,baviaanskloof,0.5,NA
Hermannia filifolia,BK_8,1992,baviaanskloof,0.5,NA
Hermannia flammea,BK_8,1992,baviaanskloof,0.5,NA
Hibiscus aethiopicus,BK_8,1992,baviaanskloof,0.5,NA
Oedera squarrosa,BK_8,1992,baviaanskloof,0.5,NA
Othonna carnosa,BK_8,1992,baviaanskloof,0.5,NA
Othonna species,BK_8,1992,baviaanskloof,0.5,NA
Panicum maximum,BK_8,1992,baviaanskloof,0.5,NA
Pelargonium reniforme,BK_8,1992,baviaanskloof,0.5,NA
Pteronia incana,BK_8,1992,baviaanskloof,0.5,NA
Rhus rosmarinifolia,BK_8,1992,baviaanskloof,0.5,NA
Ruschia species,BK_8,1992,baviaanskloof,0.5,NA
Stachys aethiopica,BK_8,1992,baviaanskloof,0.5,NA
Themeda triandra,BK_8,1992,baviaanskloof,45,NA
Thesium species,BK_8,1992,baviaanskloof,0.5,NA
Vernonia capensis,BK_8,1992,baviaanskloof,0.5,NA
Adromischus maculatus,BK_9,1992,baviaanskloof,0.5,NA
Aspalathus kougaensis,BK_9,1992,baviaanskloof,1,NA
Cheilanthes parviloba,BK_9,1992,baviaanskloof,0.5,NA
Chrysocoma ciliata,BK_9,1992,baviaanskloof,0.5,NA
Commelina africana,BK_9,1992,baviaanskloof,0.5,NA
Crassula mollis,BK_9,1992,baviaanskloof,0.5,NA
Cyanella lutea,BK_9,1992,baviaanskloof,0.5,NA
Digitaria eriantha,BK_9,1992,baviaanskloof,1,NA
Euphorbia atrispina,BK_9,1992,baviaanskloof,2,NA
Felicia muricata,BK_9,1992,baviaanskloof,0.5,NA
Helichrysum anomalum,BK_9,1992,baviaanskloof,0.5,NA
Helichrysum zeyheri,BK_9,1992,baviaanskloof,0.5,NA
Passerina obtusifolia,BK_9,1992,baviaanskloof,10,NA
Pentaschistis pallida,BK_9,1992,baviaanskloof,0.5,NA
Ruschia species,BK_9,1992,baviaanskloof,4,NA
Senecio linifolius,BK_9,1992,baviaanskloof,0.5,NA
Sutera denudata,BK_9,1992,baviaanskloof,0.5,NA
Tephrosia capensis,BK_9,1992,baviaanskloof,0.5,NA
Aspalathus rubens,BK_10,1992,baviaanskloof,2,NA
Athanasia linifolia,BK_10,1992,baviaanskloof,0.5,NA
Brunia nodiflora,BK_10,1992,baviaanskloof,0.5,NA
Corymbium africanum,BK_10,1992,baviaanskloof,0.5,NA
Diospyros austro-africana,BK_10,1992,baviaanskloof,0.1,NA
Erica strigilifolia,BK_10,1992,baviaanskloof,0.5,NA
Ficinia filiformis,BK_10,1992,baviaanskloof,0.5,NA
Gibbaria scabra,BK_10,1992,baviaanskloof,0.5,NA
Hypodiscus striatus,BK_10,1992,baviaanskloof,1,NA
Indigofera sulcata,BK_10,1992,baviaanskloof,0.5,NA
Leucadendron salignum,BK_10,1992,baviaanskloof,1,NA
Leucospermum cuneiforme,BK_10,1992,baviaanskloof,1,NA
Metalasia massonii,BK_10,1992,baviaanskloof,2,NA
Metalasia pungens,BK_10,1992,baviaanskloof,0.5,NA
Muraltia juniperifolia,BK_10,1992,baviaanskloof,0.1,NA
Osteospermum imbricatum,BK_10,1992,baviaanskloof,0.5,NA
Pelargonium ovale,BK_10,1992,baviaanskloof,0.5,NA
Pentameris macrocalycina,BK_10,1992,baviaanskloof,0.5,NA
Phylica lachneaeoides,BK_10,1992,baviaanskloof,0.5,NA
Protea tenax,BK_10,1992,baviaanskloof,1,NA
Restio triticeus,BK_10,1992,baviaanskloof,3,NA
Rhodocoma fruticosa,BK_10,1992,baviaanskloof,4,NA
Ruschia species,BK_10,1992,baviaanskloof,0.5,NA
Selago glomerata,BK_10,1992,baviaanskloof,0.1,NA
Struthiola macowanii,BK_10,1992,baviaanskloof,0.5,NA
Syncarpha milleflora,BK_10,1992,baviaanskloof,0.5,NA
Tetraria cuspidata,BK_10,1992,baviaanskloof,0.5,NA
Tetraria involucrata,BK_10,1992,baviaanskloof,1,NA
Thamnochortus cinereus,BK_10,1992,baviaanskloof,0.1,NA
Themeda triandra,BK_10,1992,baviaanskloof,0.5,NA
Thesium carinatum,BK_10,1992,baviaanskloof,0.5,NA
Thesium species,BK_10,1992,baviaanskloof,1,NA
Thoracosperma galpinii,BK_10,1992,baviaanskloof,1,NA
Tristachya leucothrix,BK_10,1992,baviaanskloof,0.1,NA
Agathosma mucronulata,BK_11,1992,baviaanskloof,10,NA
Anthospermum aethiopicum,BK_11,1992,baviaanskloof,1,NA
Aspalathus kougaensis,BK_11,1992,baviaanskloof,1,NA
Brachiaria serrata,BK_11,1992,baviaanskloof,0.5,NA
Chrysanthemoides monilifera,BK_11,1992,baviaanskloof,1,NA
Cliffortia drepanoides,BK_11,1992,baviaanskloof,2,NA
Crassula ericoides,BK_11,1992,baviaanskloof,0.1,NA
Crassula species,BK_11,1992,baviaanskloof,0.1,NA
Ficinia filiformis,BK_11,1992,baviaanskloof,0.1,NA
Gazania krebsiana,BK_11,1992,baviaanskloof,0.1,NA
Helichrysum anomalum,BK_11,1992,baviaanskloof,0.5,NA
Hermannia filifolia,BK_11,1992,baviaanskloof,0.5,NA
Hibiscus aethiopicus,BK_11,1992,baviaanskloof,0.1,NA
Merxmuellera stricta,BK_11,1992,baviaanskloof,0.1,NA
Pentaschistis eriostoma,BK_11,1992,baviaanskloof,5,NA
Pteronia teretifolia,BK_11,1992,baviaanskloof,0.5,NA
Rhus rosmarinifolia,BK_11,1992,baviaanskloof,0.5,NA
Scabiosa columbaria,BK_11,1992,baviaanskloof,0.1,NA
Schoenoxiphium ecklonii,BK_11,1992,baviaanskloof,0.1,NA
Stachys aethiopica,BK_11,1992,baviaanskloof,0.1,NA
Themeda triandra,BK_11,1992,baviaanskloof,3,NA
Thesium carinatum,BK_11,1992,baviaanskloof,0.1,NA
Vernonia capensis,BK_11,1992,baviaanskloof,0.1,NA
Anthospermum aethiopicum,BK_12,1992,baviaanskloof,0.1,NA
Argyrolobium collinum,BK_12,1992,baviaanskloof,4,NA
Asparagus africanus,BK_12,1992,baviaanskloof,0.1,NA
Dodonaea viscosa,BK_12,1992,baviaanskloof,0.1,NA
Eragrostis curvula,BK_12,1992,baviaanskloof,10,NA
Helichrysum cymosum,BK_12,1992,baviaanskloof,0.1,NA
Helichrysum zeyheri,BK_12,1992,baviaanskloof,0.1,NA
Othonna species,BK_12,1992,baviaanskloof,0.1,NA
Themeda triandra,BK_12,1992,baviaanskloof,65,NA
Triraphis andropogonoides,BK_12,1992,baviaanskloof,0.5,NA
Aspalathus rubens,BK_13,1992,baviaanskloof,3,NA
Brachiaria serrata,BK_13,1992,baviaanskloof,2,NA
Diosma prama,BK_13,1992,baviaanskloof,1,NA
Erica strigilifolia,BK_13,1992,baviaanskloof,5,NA
Ficinia filiformis,BK_13,1992,baviaanskloof,0.1,NA
Gnidia juniperifolia,BK_13,1992,baviaanskloof,0.1,NA
Helichrysum anomalum,BK_13,1992,baviaanskloof,0.5,NA
Hermannia flammea,BK_13,1992,baviaanskloof,0.1,NA
Hermannia involucrata,BK_13,1992,baviaanskloof,0.5,NA
Hypodiscus striatus,BK_13,1992,baviaanskloof,5,NA
Leucadendron salignum,BK_13,1992,baviaanskloof,3,NA
Metalasia massonii,BK_13,1992,baviaanskloof,0.5,NA
Muraltia squarrosa,BK_13,1992,baviaanskloof,1,NA
Oedera imbricata,BK_13,1992,baviaanskloof,1,NA
Pentaschistis eriostoma,BK_13,1992,baviaanskloof,0.1,NA
Phylica lachneaeoides,BK_13,1992,baviaanskloof,8,NA
Protea repens,BK_13,1992,baviaanskloof,0.5,NA
Restio triticeus,BK_13,1992,baviaanskloof,4,NA
Rhodocoma fruticosa,BK_13,1992,baviaanskloof,0.1,NA
Ruschia species,BK_13,1992,baviaanskloof,1,NA
Tetraria cuspidata,BK_13,1992,baviaanskloof,0.1,NA
Thesium carinatum,BK_13,1992,baviaanskloof,0.5,NA
Wahlenbergia neorigida,BK_13,1992,baviaanskloof,0.1,NA
27987,BK_14,1992,baviaanskloof,0.5,NA
Agathosma puberula,BK_14,1992,baviaanskloof,25,NA
Brachiaria serrata,BK_14,1992,baviaanskloof,0.1,NA
Crassula ericoides,BK_14,1992,baviaanskloof,0.5,NA
Crassula mollis,BK_14,1992,baviaanskloof,0.5,NA
Elytropappus rhinocerotis,BK_14,1992,baviaanskloof,2,NA
Felicia filifolia,BK_14,1992,baviaanskloof,8,NA
Freesia corymbosa,BK_14,1992,baviaanskloof,0.5,NA
Merxmuellera stricta,BK_14,1992,baviaanskloof,0.5,NA
Passerina obtusifolia,BK_14,1992,baviaanskloof,12,NA
Pentaschistis eriostoma,BK_14,1992,baviaanskloof,2,NA
Phylica axillaris,BK_14,1992,baviaanskloof,0.5,NA
Ruschia species,BK_14,1992,baviaanskloof,0.5,NA
Themeda triandra,BK_14,1992,baviaanskloof,2,NA
Thesium carinatum,BK_14,1992,baviaanskloof,0.1,NA
Asparagus africanus,BK_15,1992,baviaanskloof,0.5,NA
Blepharis capensis,BK_15,1992,baviaanskloof,12,NA
Chrysocoma ciliata,BK_15,1992,baviaanskloof,1.1,NA
Crassula ericoides,BK_15,1992,baviaanskloof,0.5,NA
Crassula species,BK_15,1992,baviaanskloof,0.5,NA
Ehrharta calycina,BK_15,1992,baviaanskloof,0.5,NA
Eragrostis curvula,BK_15,1992,baviaanskloof,2,NA
Eragrostis obtusa,BK_15,1992,baviaanskloof,0.5,NA
Eustachys paspaloides,BK_15,1992,baviaanskloof,0.5,NA
Felicia muricata,BK_15,1992,baviaanskloof,0.5,NA
Hermannia saccifera,BK_15,1992,baviaanskloof,4,NA
Hermannia velutina,BK_15,1992,baviaanskloof,0.1,NA
Hibiscus aethiopicus,BK_15,1992,baviaanskloof,1,NA
Indigofera heterophylla,BK_15,1992,baviaanskloof,0.1,NA
Passerina obtusifolia,BK_15,1992,baviaanskloof,0.1,NA
Pelargonium sidoides,BK_15,1992,baviaanskloof,0.5,NA
Pteronia incana,BK_15,1992,baviaanskloof,0.5,NA
Themeda triandra,BK_15,1992,baviaanskloof,10,NA
Thesium carinatum,BK_15,1992,baviaanskloof,0.5,NA
Triraphis andropogonoides,BK_15,1992,baviaanskloof,1,NA
Anthospermum aethiopicum,BK_16,1992,baviaanskloof,0.1,NA
Aspalathus collina,BK_16,1992,baviaanskloof,1,NA
Brachiaria serrata,BK_16,1992,baviaanskloof,0.1,NA
Cannomois scirpoides,BK_16,1992,baviaanskloof,0.5,NA
Clutia polifolia,BK_16,1992,baviaanskloof,0.1,NA
Diosma prama,BK_16,1992,baviaanskloof,2,NA
Eragrostis capensis,BK_16,1992,baviaanskloof,0.5,NA
Erica umbelliflora,BK_16,1992,baviaanskloof,0.5,NA
Helichrysum anomalum,BK_16,1992,baviaanskloof,2,NA
Helichrysum cymosum,BK_16,1992,baviaanskloof,0.5,NA
Hermannia flammea,BK_16,1992,baviaanskloof,0.5,NA
Hypodiscus striatus,BK_16,1992,baviaanskloof,0.5,NA
Ischyrolepis schoenoides,BK_16,1992,baviaanskloof,0.5,NA
Leucospermum cuneiforme,BK_16,1992,baviaanskloof,0.1,NA
Merxmuellera stricta,BK_16,1992,baviaanskloof,35,NA
Metalasia pungens,BK_16,1992,baviaanskloof,2,NA
Pentaschistis colorata,BK_16,1992,baviaanskloof,0.5,NA
Phylica lachneaeoides,BK_16,1992,baviaanskloof,8,NA
Protea repens,BK_16,1992,baviaanskloof,2,NA
Rhus rosmarinifolia,BK_16,1992,baviaanskloof,0.5,NA
Ruschia species,BK_16,1992,baviaanskloof,0.1,NA
Senecio oliganthus,BK_16,1992,baviaanskloof,0.1,NA
Themeda triandra,BK_16,1992,baviaanskloof,1,NA
Tristachya leucothrix,BK_16,1992,baviaanskloof,1,NA
Agathosma capensis,BK_17,1992,baviaanskloof,2,NA
Agathosma mundtii,BK_17,1992,baviaanskloof,5,NA
Agathosma venusta,BK_17,1992,baviaanskloof,1,NA
Aspalathus rubens,BK_17,1992,baviaanskloof,1,NA
Brunia nodiflora,BK_17,1992,baviaanskloof,13,NA
Cannomois scirpoides,BK_17,1992,baviaanskloof,15,NA
Cyclopia subternata,BK_17,1992,baviaanskloof,0.5,NA
Ehrharta dura,BK_17,1992,baviaanskloof,1,NA
Elegia vaginulata,BK_17,1992,baviaanskloof,2,NA
Erica demissa,BK_17,1992,baviaanskloof,3,NA
Erica newdigateae,BK_17,1992,baviaanskloof,3,NA
Euryops munitus,BK_17,1992,baviaanskloof,0.5,NA
Gibbaria scabra,BK_17,1992,baviaanskloof,3,NA
Helichrysum felinum,BK_17,1992,baviaanskloof,0.5,NA
Lachnaea glomerata,BK_17,1992,baviaanskloof,0.1,NA
Leucadendron eucalyptifolium,BK_17,1992,baviaanskloof,1,NA
Leucadendron pubibracteolatum,BK_17,1992,baviaanskloof,8,NA
Leucadendron salignum,BK_17,1992,baviaanskloof,2,NA
Pentameris macrocalycina,BK_17,1992,baviaanskloof,1,NA
Pentaschistis species,BK_17,1992,baviaanskloof,0.5,NA
Protea neriifolia,BK_17,1992,baviaanskloof,5,NA
Protea tenax,BK_17,1992,baviaanskloof,1,NA
Restio triticeus,BK_17,1992,baviaanskloof,0.5,NA
Tetraria cuspidata,BK_17,1992,baviaanskloof,0.5,NA
Tetraria involucrata,BK_17,1992,baviaanskloof,0.5,NA
Thesium carinatum,BK_17,1992,baviaanskloof,0.5,NA
Agathosma mucronulata,BK_18,1992,baviaanskloof,15,NA
Anthospermum aethiopicum,BK_18,1992,baviaanskloof,4,NA
Aspalathus collina,BK_18,1992,baviaanskloof,4,NA
Aspalathus kougaensis,BK_18,1992,baviaanskloof,3,NA
Aspalathus rubens,BK_18,1992,baviaanskloof,1,NA
Babiana sambucina,BK_18,1992,baviaanskloof,0.5,NA
Brachiaria serrata,BK_18,1992,baviaanskloof,2,NA
Disparago ericoides,BK_18,1992,baviaanskloof,0.5,NA
Ficinia filiformis,BK_18,1992,baviaanskloof,0.5,NA
Gazania krebsiana,BK_18,1992,baviaanskloof,0.5,NA
Gnidia juniperifolia,BK_18,1992,baviaanskloof,0.5,NA
Helichrysum anomalum,BK_18,1992,baviaanskloof,0.5,NA
Hermannia flammea,BK_18,1992,baviaanskloof,3,NA
Hypodiscus striatus,BK_18,1992,baviaanskloof,8,NA
Leucadendron salignum,BK_18,1992,baviaanskloof,2,NA
Montinia caryophyllacea,BK_18,1992,baviaanskloof,0.5,NA
Muraltia juniperifolia,BK_18,1992,baviaanskloof,2,NA
Muraltia squarrosa,BK_18,1992,baviaanskloof,0.5,NA
Pentaschistis eriostoma,BK_18,1992,baviaanskloof,1,NA
Pentaschistis species,BK_18,1992,baviaanskloof,5,NA
Protea tenax,BK_18,1992,baviaanskloof,1,NA
Pteronia teretifolia,BK_18,1992,baviaanskloof,2,NA
Restio triticeus,BK_18,1992,baviaanskloof,0.5,NA
Rhodocoma fruticosa,BK_18,1992,baviaanskloof,2,NA
Rhus rosmarinifolia,BK_18,1992,baviaanskloof,4,NA
Schoenoxiphium ecklonii,BK_18,1992,baviaanskloof,0.5,NA
Senecio oliganthus,BK_18,1992,baviaanskloof,0.5,NA
Syncarpha canescens,BK_18,1992,baviaanskloof,2,NA
Tetraria cuspidata,BK_18,1992,baviaanskloof,4,NA
Themeda triandra,BK_18,1992,baviaanskloof,4,NA
Wahlenbergia neorigida,BK_18,1992,baviaanskloof,0.5,NA
