raw_species,plot,year,site,percent_cover,abund_class
Helichrysum cylindriflorum,CB_761,1996,cederberg,0.1,NA
Ischyrolepis monanthos,CB_761,1996,cederberg,37.5,NA
Lachnospermum fasciculatum,CB_761,1996,cederberg,15,NA
Lampranthus laetus,CB_761,1996,cederberg,0.1,NA
Macrostylis tenuis,CB_761,1996,cederberg,2.5,NA
Metalasia fastigiata,CB_761,1996,cederberg,2.5,NA
Muraltia rhamnoides,CB_761,1996,cederberg,2.5,NA
Pelargonium coronopifolium,CB_761,1996,cederberg,0.1,NA
Rafnia diffusa,CB_761,1996,cederberg,2.5,NA
Tetraria nigrovaginata,CB_761,1996,cederberg,0.1,NA
Thamnochortus platypteris,CB_761,1996,cederberg,15,NA
Thesium hispidulum,CB_761,1996,cederberg,0.1,NA
Thesium subnudum,CB_761,1996,cederberg,2.5,NA
Ursinia pilifera,CB_761,1996,cederberg,0.1,NA
Willdenowia arescens,CB_761,1996,cederberg,15,NA
Aristea dichotoma,CB_762,1996,cederberg,0.1,NA
Ehrharta calycina,CB_762,1996,cederberg,0.1,NA
Ficinia deusta,CB_762,1996,cederberg,0.1,NA
Ischyrolepis monanthos,CB_762,1996,cederberg,15,NA
Macrostylis tenuis,CB_762,1996,cederberg,0.1,NA
Metalasia fastigiata,CB_762,1996,cederberg,0.1,NA
Pelargonium coronopifolium,CB_762,1996,cederberg,0.1,NA
Pentaschistis viscidula,CB_762,1996,cederberg,0.1,NA
Tetraria nigrovaginata,CB_762,1996,cederberg,2.5,NA
Thamnochortus platypteris,CB_762,1996,cederberg,37.5,NA
Willdenowia arescens,CB_762,1996,cederberg,15,NA
Agathosma pubigera,CB_762,1996,cederberg,2.5,NA
Cannomois parviflora,CB_762,1996,cederberg,15,NA
Ficinia dunensis,CB_762,1996,cederberg,0.1,NA
Ischyrolepis capensis,CB_762,1996,cederberg,0.1,NA
Ficinia deusta,CB_763,1996,cederberg,0.1,NA
Willdenowia arescens,CB_763,1996,cederberg,0.1,NA
Cannomois parviflora,CB_763,1996,cederberg,0.1,NA
Clutia alaternoides,CB_763,1996,cederberg,0.1,NA
Cymbopogon marginatus,CB_763,1996,cederberg,15,NA
Ehrharta ramosa,CB_763,1996,cederberg,0.1,NA
Ficinia nigrescens,CB_763,1996,cederberg,0.1,NA
Hypodiscus neesii,CB_763,1996,cederberg,0.1,NA
Ischyrolepis sieberi,CB_763,1996,cederberg,37.5,NA
Lobostemon glaucophyllus,CB_763,1996,cederberg,0.1,NA
Pelargonium scabrum,CB_763,1996,cederberg,2.5,NA
Pentaschistis curvifolia,CB_763,1996,cederberg,0.1,NA
Senecio crassulaefolius,CB_763,1996,cederberg,0.1,NA
Stoebe intricata,CB_763,1996,cederberg,2.5,NA
Tetraria cuspidata,CB_763,1996,cederberg,2.5,NA
Aspalathus divaricata,CB_764,1996,cederberg,0.1,NA
Ehrharta calycina,CB_764,1996,cederberg,15,NA
Ficinia deusta,CB_764,1996,cederberg,0.1,NA
Helichrysum cylindriflorum,CB_764,1996,cederberg,0.1,NA
Metalasia fastigiata,CB_764,1996,cederberg,0.1,NA
Cannomois parviflora,CB_764,1996,cederberg,0.1,NA
Ficinia nigrescens,CB_764,1996,cederberg,0.1,NA
Ischyrolepis sieberi,CB_764,1996,cederberg,37.5,NA
Lobostemon glaucophyllus,CB_764,1996,cederberg,0.1,NA
Stoebe intricata,CB_764,1996,cederberg,37.5,NA
Aspalathus hirta,CB_764,1996,cederberg,0.1,NA
Crassula dejecta,CB_764,1996,cederberg,0.1,NA
Diosma meyeriana,CB_764,1996,cederberg,0.1,NA
Erica verecunda,CB_764,1996,cederberg,2.5,NA
Macrostylis squarrosa,CB_764,1996,cederberg,15,NA
Muraltia heisteria,CB_764,1996,cederberg,0.1,NA
Osteospermum bidens,CB_764,1996,cederberg,0.1,NA
Phylica oleaefolia,CB_764,1996,cederberg,0.1,NA
Restio perplexus,CB_764,1996,cederberg,0.1,NA
Ruschia tardissima,CB_764,1996,cederberg,0.1,NA
Ehrharta calycina,CB_765,1996,cederberg,2.5,NA
Eriocaulon africanum,CB_765,1996,cederberg,2.5,NA
Ficinia nigrescens,CB_765,1996,cederberg,2.5,NA
Lobostemon glaucophyllus,CB_765,1996,cederberg,2.5,NA
Aspalathus hirta,CB_765,1996,cederberg,0.1,NA
Muraltia heisteria,CB_765,1996,cederberg,0.1,NA
Phylica oleaefolia,CB_765,1996,cederberg,0.1,NA
Restio perplexus,CB_765,1996,cederberg,2.5,NA
Ruschia tardissima,CB_765,1996,cederberg,0.1,NA
Aspalathus vulnerans,CB_765,1996,cederberg,0.1,NA
Asparagus suaveolens,CB_765,1996,cederberg,0.1,NA
Cheilanthes contracta,CB_765,1996,cederberg,0.1,NA
Cullumia bisulca,CB_765,1996,cederberg,15,NA
Passerina glomerata,CB_765,1996,cederberg,2.5,NA
Pelargonium englerianum,CB_765,1996,cederberg,0.1,NA
Pentaschistis eriostoma,CB_765,1996,cederberg,15,NA
Phylica rigidifolia,CB_765,1996,cederberg,2.5,NA
Selago lamprocarpa,CB_765,1996,cederberg,2.5,NA
Aspalathus divaricata,CB_766,1996,cederberg,0.1,NA
Ehrharta ramosa,CB_766,1996,cederberg,0.1,NA
Ischyrolepis sieberi,CB_766,1996,cederberg,15,NA
Lobostemon glaucophyllus,CB_766,1996,cederberg,0.1,NA
Stoebe intricata,CB_766,1996,cederberg,37.5,NA
Phylica oleaefolia,CB_766,1996,cederberg,0.1,NA
Restio perplexus,CB_766,1996,cederberg,15,NA
Merxmuellera arundinacea,CB_766,1996,cederberg,0.1,NA
Passerina glomerata,CB_766,1996,cederberg,0.1,NA
Phylica ambigua,CB_766,1996,cederberg,0.1,NA
Selago lamprocarpa,CB_766,1996,cederberg,0.1,NA
Ficinia species,CB_766,1996,cederberg,0.1,NA
Ficinia deusta,CB_767,1996,cederberg,2.5,NA
Macrostylis tenuis,CB_767,1996,cederberg,0.1,NA
Tetraria nigrovaginata,CB_767,1996,cederberg,2.5,NA
Willdenowia arescens,CB_767,1996,cederberg,2.5,NA
Agathosma pubigera,CB_767,1996,cederberg,2.5,NA
Cannomois parviflora,CB_767,1996,cederberg,15,NA
Ficinia cedarbergensis,CB_767,1996,cederberg,0.1,NA
Cymbopogon marginatus,CB_767,1996,cederberg,0.1,NA
Hypodiscus neesii,CB_767,1996,cederberg,15,NA
Ischyrolepis sieberi,CB_767,1996,cederberg,37.5,NA
Pentaschistis curvifolia,CB_767,1996,cederberg,0.1,NA
Diosma meyeriana,CB_767,1996,cederberg,0.1,NA
Selago lamprocarpa,CB_767,1996,cederberg,0.1,NA
Elytropappus scaber,CB_767,1996,cederberg,2.5,NA
Hypodiscus laevigatus,CB_767,1996,cederberg,0.1,NA
Lobostemon trichotomus,CB_767,1996,cederberg,0.1,NA
Phylica villosa,CB_767,1996,cederberg,2.5,NA
Struthiola ciliata,CB_767,1996,cederberg,0.1,NA
Thesium strictum,CB_767,1996,cederberg,0.1,NA
Tetraria nigrovaginata,CB_768,1996,cederberg,0.1,NA
Agathosma pubigera,CB_768,1996,cederberg,0.1,NA
Cannomois parviflora,CB_768,1996,cederberg,2.5,NA
Hypodiscus neesii,CB_768,1996,cederberg,15,NA
Ischyrolepis sieberi,CB_768,1996,cederberg,15,NA
Tetraria cuspidata,CB_768,1996,cederberg,0.1,NA
Muraltia heisteria,CB_768,1996,cederberg,0.1,NA
Selago lamprocarpa,CB_768,1996,cederberg,0.1,NA
Ficinia species,CB_768,1996,cederberg,0.1,NA
Struthiola ciliata,CB_768,1996,cederberg,2.5,NA
Restio filiformis,CB_768,1996,cederberg,2.5,NA
Phylica oleaefolia,CB_769,1996,cederberg,15,NA
Asparagus rubicundus,CB_769,1996,cederberg,2.5,NA
Cassine peragua,CB_769,1996,cederberg,37.5,NA
Chironia baccifera,CB_769,1996,cederberg,0.1,NA
Crassula atropurpurea,CB_769,1996,cederberg,2.5,NA
Diospyros austro-africana,CB_769,1996,cederberg,2.5,NA
Euclea acutifolia,CB_769,1996,cederberg,2.5,NA
Euclea lancea,CB_769,1996,cederberg,2.5,NA
Euclea natalensis,CB_769,1996,cederberg,0.1,NA
Ficinia acuminata,CB_769,1996,cederberg,0.1,NA
Cassine schinoides,CB_769,1996,cederberg,2.5,NA
Heeria argentea,CB_769,1996,cederberg,2.5,NA
Maytenus oleoides,CB_769,1996,cederberg,0.1,NA
Melianthus major,CB_769,1996,cederberg,0.1,NA
Myrsine africana,CB_769,1996,cederberg,2.5,NA
Olea europaea,CB_769,1996,cederberg,15,NA
Rhus tomentosa,CB_769,1996,cederberg,0.1,NA
Rhus undulata,CB_769,1996,cederberg,2.5,NA
Secamone alpini,CB_769,1996,cederberg,2.5,NA
Stachys aethiopica,CB_769,1996,cederberg,2.5,NA
Lobelia species,CB_769,1996,cederberg,0.1,NA
Phylica oleaefolia,CB_770,1996,cederberg,2.5,NA
Asparagus suaveolens,CB_770,1996,cederberg,0.1,NA
Asparagus rubicundus,CB_770,1996,cederberg,0.1,NA
Cassine peragua,CB_770,1996,cederberg,15,NA
Chironia baccifera,CB_770,1996,cederberg,2.5,NA
Diospyros austro-africana,CB_770,1996,cederberg,2.5,NA
Euclea acutifolia,CB_770,1996,cederberg,2.5,NA
Euclea natalensis,CB_770,1996,cederberg,15,NA
Ficinia acuminata,CB_770,1996,cederberg,2.5,NA
Cassine schinoides,CB_770,1996,cederberg,15,NA
Maytenus oleoides,CB_770,1996,cederberg,2.5,NA
Melianthus major,CB_770,1996,cederberg,2.5,NA
Myrsine africana,CB_770,1996,cederberg,2.5,NA
Olea europaea,CB_770,1996,cederberg,15,NA
Rhus tomentosa,CB_770,1996,cederberg,2.5,NA
Rhus undulata,CB_770,1996,cederberg,2.5,NA
Secamone alpini,CB_770,1996,cederberg,15,NA
Stachys aethiopica,CB_770,1996,cederberg,0.1,NA
Clutia pulchella,CB_770,1996,cederberg,2.5,NA
Peucedanum sonderi,CB_770,1996,cederberg,2.5,NA
Podocarpus elongatus,CB_770,1996,cederberg,15,NA
Cassine peragua,CB_771,1996,cederberg,15,NA
Chironia baccifera,CB_771,1996,cederberg,2.5,NA
Diospyros austro-africana,CB_771,1996,cederberg,2.5,NA
Euclea natalensis,CB_771,1996,cederberg,0.1,NA
Cassine schinoides,CB_771,1996,cederberg,2.5,NA
Heeria argentea,CB_771,1996,cederberg,15,NA
Maytenus oleoides,CB_771,1996,cederberg,15,NA
Myrsine africana,CB_771,1996,cederberg,15,NA
Olea europaea,CB_771,1996,cederberg,37.5,NA
Rhus undulata,CB_771,1996,cederberg,2.5,NA
Secamone alpini,CB_771,1996,cederberg,15,NA
Asparagus retrofractus,CB_771,1996,cederberg,0.1,NA
Chrysitrix junciformis,CB_771,1996,cederberg,2.5,NA
Diospyros glabra,CB_771,1996,cederberg,2.5,NA
Ehrharta species,CB_771,1996,cederberg,0.1,NA
Kiggelaria africana,CB_771,1996,cederberg,37.5,NA
Rhus rimosa,CB_771,1996,cederberg,2.5,NA
Spatalla incurva,CB_771,1996,cederberg,0.1,NA
Chrysocoma ciliata,CB_772,1996,cederberg,0.1,NA
Phylica oleaefolia,CB_772,1996,cederberg,0.1,NA
Cassine peragua,CB_772,1996,cederberg,37.5,NA
Chironia baccifera,CB_772,1996,cederberg,0.1,NA
Diospyros austro-africana,CB_772,1996,cederberg,2.5,NA
Euclea acutifolia,CB_772,1996,cederberg,0.1,NA
Euclea natalensis,CB_772,1996,cederberg,2.5,NA
Ficinia acuminata,CB_772,1996,cederberg,0.1,NA
Cassine schinoides,CB_772,1996,cederberg,2.5,NA
Heeria argentea,CB_772,1996,cederberg,37.5,NA
Maytenus oleoides,CB_772,1996,cederberg,2.5,NA
Myrsine africana,CB_772,1996,cederberg,2.5,NA
Olea europaea,CB_772,1996,cederberg,15,NA
Rhus tomentosa,CB_772,1996,cederberg,0.1,NA
Rhus undulata,CB_772,1996,cederberg,0.1,NA
Peucedanum sonderi,CB_772,1996,cederberg,0.1,NA
Podocarpus elongatus,CB_772,1996,cederberg,62.5,NA
Asparagus retrofractus,CB_772,1996,cederberg,0.1,NA
Diospyros glabra,CB_772,1996,cederberg,0.1,NA
Kiggelaria africana,CB_772,1996,cederberg,0.1,NA
Ischyrolepis gaudichaudiana,CB_772,1996,cederberg,0.1,NA
Knowltonia vesicatoria,CB_772,1996,cederberg,0.1,NA
Lidbeckia quinqueloba,CB_772,1996,cederberg,0.1,NA
Rhus scytophylla,CB_772,1996,cederberg,0.1,NA
Viscum pauciflorum,CB_772,1996,cederberg,0.1,NA
Chrysocoma ciliata,CB_773,1996,cederberg,2.5,NA
Ehrharta calycina,CB_773,1996,cederberg,0.1,NA
Phylica oleaefolia,CB_773,1996,cederberg,2.5,NA
Chironia baccifera,CB_773,1996,cederberg,2.5,NA
Euclea lancea,CB_773,1996,cederberg,15,NA
Euclea natalensis,CB_773,1996,cederberg,15,NA
Maytenus oleoides,CB_773,1996,cederberg,2.5,NA
Myrsine africana,CB_773,1996,cederberg,0.1,NA
Olea europaea,CB_773,1996,cederberg,37.5,NA
Rhus undulata,CB_773,1996,cederberg,15,NA
Asparagus retrofractus,CB_773,1996,cederberg,0.1,NA
Knowltonia vesicatoria,CB_773,1996,cederberg,0.1,NA
Dodonaea angustifolia,CB_773,1996,cederberg,15,NA
Ficinia secunda,CB_773,1996,cederberg,0.1,NA
Jasminum glaucum,CB_773,1996,cederberg,0.1,NA
Maytenus heterophylla,CB_773,1996,cederberg,15,NA
Ehrharta calycina,CB_774,1996,cederberg,2.5,NA
Elytropappus glandulosus,CB_774,1996,cederberg,2.5,NA
Ficinia deusta,CB_774,1996,cederberg,2.5,NA
Helichrysum cylindriflorum,CB_774,1996,cederberg,0.1,NA
Pentaschistis viscidula,CB_774,1996,cederberg,2.5,NA
Rafnia diffusa,CB_774,1996,cederberg,37.5,NA
Tetraria nigrovaginata,CB_774,1996,cederberg,2.5,NA
Thamnochortus platypteris,CB_774,1996,cederberg,2.5,NA
Thesium subnudum,CB_774,1996,cederberg,0.1,NA
Wahlenbergia macrostachys,CB_774,1996,cederberg,15,NA
Willdenowia arescens,CB_774,1996,cederberg,15,NA
Ischyrolepis capensis,CB_774,1996,cederberg,2.5,NA
Cymbopogon marginatus,CB_774,1996,cederberg,2.5,NA
Tetraria cuspidata,CB_774,1996,cederberg,2.5,NA
Diosma meyeriana,CB_774,1996,cederberg,2.5,NA
Tribolium hispidum,CB_774,1996,cederberg,0.1,NA
Microdon dubius,CB_774,1996,cederberg,2.5,NA
Athanasia flexuosa,CB_774,1996,cederberg,2.5,NA
Corymbium africanum,CB_774,1996,cederberg,2.5,NA
Dimorphotheca acutifolia,CB_774,1996,cederberg,15,NA
Eriospermum lanuginosum,CB_774,1996,cederberg,0.1,NA
Gazania serrata,CB_774,1996,cederberg,0.1,NA
Gnidia geminiflora,CB_774,1996,cederberg,2.5,NA
Lobostemon echioides,CB_774,1996,cederberg,2.5,NA
Merxmuellera stricta,CB_774,1996,cederberg,0.1,NA
Polygala brachyphylla,CB_774,1996,cederberg,0.1,NA
Salvia albicaulis,CB_774,1996,cederberg,2.5,NA
Willdenowia incurvata,CB_774,1996,cederberg,37.5,NA
Ehrharta calycina,CB_775,1996,cederberg,2.5,NA
Elytropappus glandulosus,CB_775,1996,cederberg,0.1,NA
Ficinia bulbosa,CB_775,1996,cederberg,0.1,NA
Ficinia deusta,CB_775,1996,cederberg,2.5,NA
Macrostylis tenuis,CB_775,1996,cederberg,15,NA
Pentaschistis viscidula,CB_775,1996,cederberg,15,NA
Tetraria nigrovaginata,CB_775,1996,cederberg,2.5,NA
Thamnochortus platypteris,CB_775,1996,cederberg,0.1,NA
Cymbopogon marginatus,CB_775,1996,cederberg,2.5,NA
Tetraria cuspidata,CB_775,1996,cederberg,2.5,NA
Diosma meyeriana,CB_775,1996,cederberg,37.5,NA
Tribolium hispidum,CB_775,1996,cederberg,0.1,NA
Corymbium africanum,CB_775,1996,cederberg,0.1,NA
Dimorphotheca acutifolia,CB_775,1996,cederberg,0.1,NA
Eriospermum lanuginosum,CB_775,1996,cederberg,0.1,NA
Gazania serrata,CB_775,1996,cederberg,2.5,NA
Gnidia geminiflora,CB_775,1996,cederberg,2.5,NA
Protea acaulos,CB_775,1996,cederberg,0.1,NA
Salvia albicaulis,CB_775,1996,cederberg,2.5,NA
Tetraria compar,CB_775,1996,cederberg,2.5,NA
Willdenowia incurvata,CB_775,1996,cederberg,37.5,NA
Scabiosa columbaria,CB_775,1996,cederberg,2.5,NA
Aspalathus divaricata,CB_776,1996,cederberg,2.5,NA
Chrysocoma ciliata,CB_776,1996,cederberg,2.5,NA
Ehrharta calycina,CB_776,1996,cederberg,0.1,NA
Elytropappus glandulosus,CB_776,1996,cederberg,2.5,NA
Ficinia deusta,CB_776,1996,cederberg,15,NA
Helichrysum cylindriflorum,CB_776,1996,cederberg,0.1,NA
Lampranthus laetus,CB_776,1996,cederberg,0.1,NA
Macrostylis tenuis,CB_776,1996,cederberg,2.5,NA
Metalasia fastigiata,CB_776,1996,cederberg,2.5,NA
Pentaschistis viscidula,CB_776,1996,cederberg,2.5,NA
Rafnia diffusa,CB_776,1996,cederberg,15,NA
Tetraria nigrovaginata,CB_776,1996,cederberg,2.5,NA
Wahlenbergia macrostachys,CB_776,1996,cederberg,2.5,NA
Willdenowia arescens,CB_776,1996,cederberg,15,NA
Ischyrolepis capensis,CB_776,1996,cederberg,2.5,NA
Cymbopogon marginatus,CB_776,1996,cederberg,2.5,NA
Tetraria cuspidata,CB_776,1996,cederberg,2.5,NA
Selago lamprocarpa,CB_776,1996,cederberg,0.1,NA
Microdon dubius,CB_776,1996,cederberg,2.5,NA
Corymbium africanum,CB_776,1996,cederberg,15,NA
Eriospermum lanuginosum,CB_776,1996,cederberg,0.1,NA
Gnidia geminiflora,CB_776,1996,cederberg,2.5,NA
Lobostemon echioides,CB_776,1996,cederberg,2.5,NA
Tetraria compar,CB_776,1996,cederberg,2.5,NA
Aristida junciformis,CB_776,1996,cederberg,2.5,NA
Pseudoselago spuria,CB_776,1996,cederberg,2.5,NA
Chrysocoma ciliata,CB_777,1996,cederberg,0.1,NA
Ehrharta calycina,CB_777,1996,cederberg,2.5,NA
Eriocaulon africanum,CB_777,1996,cederberg,2.5,NA
Ischyrolepis monanthos,CB_777,1996,cederberg,2.5,NA
Lampranthus laetus,CB_777,1996,cederberg,0.1,NA
Ischyrolepis sieberi,CB_777,1996,cederberg,62.5,NA
Pentaschistis curvifolia,CB_777,1996,cederberg,2.5,NA
Stoebe intricata,CB_777,1996,cederberg,2.5,NA
Phylica villosa,CB_777,1996,cederberg,2.5,NA
Struthiola ciliata,CB_777,1996,cederberg,2.5,NA
Euclea acutifolia,CB_777,1996,cederberg,2.5,NA
Felicia filifolia,CB_777,1996,cederberg,0.1,NA
Ficinia indica,CB_777,1996,cederberg,0.1,NA
Nylandtia spinosa,CB_777,1996,cederberg,0.1,NA
Oedera squarrosa,CB_777,1996,cederberg,0.1,NA
Aspalathus divaricata,CB_778,1996,cederberg,2.5,NA
Chrysocoma ciliata,CB_778,1996,cederberg,0.1,NA
Ehrharta calycina,CB_778,1996,cederberg,0.1,NA
Ficinia bulbosa,CB_778,1996,cederberg,0.1,NA
Helichrysum cylindriflorum,CB_778,1996,cederberg,0.1,NA
Ischyrolepis monanthos,CB_778,1996,cederberg,15,NA
Tetraria nigrovaginata,CB_778,1996,cederberg,2.5,NA
Thamnochortus platypteris,CB_778,1996,cederberg,2.5,NA
Wahlenbergia macrostachys,CB_778,1996,cederberg,2.5,NA
Ischyrolepis sieberi,CB_778,1996,cederberg,62.5,NA
Pelargonium scabrum,CB_778,1996,cederberg,0.1,NA
Pentaschistis curvifolia,CB_778,1996,cederberg,2.5,NA
Muraltia heisteria,CB_778,1996,cederberg,0.1,NA
Ruschia tardissima,CB_778,1996,cederberg,2.5,NA
Aspalathus vulnerans,CB_778,1996,cederberg,2.5,NA
Struthiola ciliata,CB_778,1996,cederberg,2.5,NA
Thesium strictum,CB_778,1996,cederberg,0.1,NA
Ficinia indica,CB_778,1996,cederberg,0.1,NA
Pharnaceum incanum,CB_778,1996,cederberg,0.1,NA
Chrysocoma ciliata,CB_779,1996,cederberg,2.5,NA
Ehrharta calycina,CB_779,1996,cederberg,2.5,NA
Ischyrolepis monanthos,CB_779,1996,cederberg,2.5,NA
Thamnochortus platypteris,CB_779,1996,cederberg,2.5,NA
Ischyrolepis capensis,CB_779,1996,cederberg,2.5,NA
Ischyrolepis sieberi,CB_779,1996,cederberg,15,NA
Muraltia heisteria,CB_779,1996,cederberg,0.1,NA
Ruschia tardissima,CB_779,1996,cederberg,0.1,NA
Rhus undulata,CB_779,1996,cederberg,0.1,NA
Corymbium africanum,CB_779,1996,cederberg,0.1,NA
Ficinia indica,CB_779,1996,cederberg,2.5,NA
Indigofera frutescens,CB_779,1996,cederberg,0.1,NA
Leysera gnaphalodes,CB_779,1996,cederberg,2.5,NA
Chironia baccifera,CB_780,1996,cederberg,0.1,NA
Diospyros austro-africana,CB_780,1996,cederberg,0.1,NA
Euclea natalensis,CB_780,1996,cederberg,2.5,NA
Cassine schinoides,CB_780,1996,cederberg,2.5,NA
Heeria argentea,CB_780,1996,cederberg,37.5,NA
Maytenus oleoides,CB_780,1996,cederberg,2.5,NA
Myrsine africana,CB_780,1996,cederberg,2.5,NA
Olea europaea,CB_780,1996,cederberg,15,NA
Rhus undulata,CB_780,1996,cederberg,2.5,NA
Secamone alpini,CB_780,1996,cederberg,2.5,NA
Clutia pulchella,CB_780,1996,cederberg,15,NA
Podocarpus elongatus,CB_780,1996,cederberg,15,NA
Asparagus retrofractus,CB_780,1996,cederberg,0.1,NA
Diospyros glabra,CB_780,1996,cederberg,15,NA
Asparagus aethiopicus,CB_780,1996,cederberg,0.1,NA
Blechnum attenuatum,CB_780,1996,cederberg,2.5,NA
Brachylaena neriifolia,CB_780,1996,cederberg,2.5,NA
Buddleja saligna,CB_780,1996,cederberg,2.5,NA
Colpoon compressum,CB_780,1996,cederberg,15,NA
Halleria lucida,CB_780,1996,cederberg,15,NA
Maytenus acuminata,CB_780,1996,cederberg,15,NA
Metrosideros angustifolia,CB_780,1996,cederberg,15,NA
Rumohra species,CB_780,1996,cederberg,0.1,NA
Diospyros austro-africana,CB_781,1996,cederberg,2.5,NA
Euclea lancea,CB_781,1996,cederberg,15,NA
Maytenus oleoides,CB_781,1996,cederberg,2.5,NA
Olea europaea,CB_781,1996,cederberg,15,NA
Rhus undulata,CB_781,1996,cederberg,37.5,NA
Dodonaea angustifolia,CB_781,1996,cederberg,37.5,NA
Buddleja saligna,CB_781,1996,cederberg,15,NA
Euclea tomentosa,CB_781,1996,cederberg,15,NA
Ehrharta calycina,CB_782,1996,cederberg,15,NA
Pentaschistis viscidula,CB_782,1996,cederberg,15,NA
Clutia alaternoides,CB_782,1996,cederberg,15,NA
Cymbopogon marginatus,CB_782,1996,cederberg,2.5,NA
Ficinia nigrescens,CB_782,1996,cederberg,0.1,NA
Lobostemon glaucophyllus,CB_782,1996,cederberg,2.5,NA
Tetraria cuspidata,CB_782,1996,cederberg,0.1,NA
Pelargonium englerianum,CB_782,1996,cederberg,0.1,NA
Ficinia acuminata,CB_782,1996,cederberg,2.5,NA
Diospyros glabra,CB_782,1996,cederberg,2.5,NA
Ischyrolepis gaudichaudiana,CB_782,1996,cederberg,37.5,NA
Gnidia geminiflora,CB_782,1996,cederberg,0.1,NA
Merxmuellera stricta,CB_782,1996,cederberg,2.5,NA
Protea nitida,CB_782,1996,cederberg,15,NA
Agathosma betulina,CB_782,1996,cederberg,0.1,NA
Arctotis semipapposa,CB_782,1996,cederberg,2.5,NA
Aspalathus decora,CB_782,1996,cederberg,2.5,NA
Bulbine cepacea,CB_782,1996,cederberg,0.1,NA
Cheilanthes induta,CB_782,1996,cederberg,0.1,NA
Galium capense,CB_782,1996,cederberg,2.5,NA
Heliophila dregeana,CB_782,1996,cederberg,2.5,NA
Osteospermum rigidum,CB_782,1996,cederberg,2.5,NA
Othonna parviflora,CB_782,1996,cederberg,2.5,NA
Pelargonium laevigatum,CB_782,1996,cederberg,0.1,NA
Pentaschistis malouinensis,CB_782,1996,cederberg,2.5,NA
Prismatocarpus fruticosus,CB_782,1996,cederberg,2.5,NA
Psoralea oligophylla,CB_782,1996,cederberg,15,NA
Senecio paniculatus,CB_782,1996,cederberg,0.1,NA
Ehrharta calycina,CB_783,1996,cederberg,15,NA
Elytropappus glandulosus,CB_783,1996,cederberg,0.1,NA
Ficinia bulbosa,CB_783,1996,cederberg,0.1,NA
Ficinia deusta,CB_783,1996,cederberg,0.1,NA
Helichrysum cylindriflorum,CB_783,1996,cederberg,0.1,NA
Thamnochortus platypteris,CB_783,1996,cederberg,15,NA
Ficinia nigrescens,CB_783,1996,cederberg,0.1,NA
Protea laurifolia,CB_783,1996,cederberg,2.5,NA
Gnidia geminiflora,CB_783,1996,cederberg,2.5,NA
Merxmuellera stricta,CB_783,1996,cederberg,0.1,NA
Oedera squarrosa,CB_783,1996,cederberg,2.5,NA
Elytropappus adpressus,CB_783,1996,cederberg,37.5,NA
Leucadendron glaberrimum,CB_783,1996,cederberg,0.1,NA
Manulea laxa,CB_783,1996,cederberg,0.1,NA
Ursinia punctata,CB_783,1996,cederberg,0.1,NA
Ficinia deusta,CB_784,1996,cederberg,2.5,NA
Helichrysum cylindriflorum,CB_784,1996,cederberg,0.1,NA
Pentaschistis viscidula,CB_784,1996,cederberg,15,NA
Clutia alaternoides,CB_784,1996,cederberg,2.5,NA
Ehrharta ramosa,CB_784,1996,cederberg,15,NA
Ficinia nigrescens,CB_784,1996,cederberg,15,NA
Lobostemon glaucophyllus,CB_784,1996,cederberg,15,NA
Tetraria cuspidata,CB_784,1996,cederberg,0.1,NA
Ficinia acuminata,CB_784,1996,cederberg,0.1,NA
Ischyrolepis gaudichaudiana,CB_784,1996,cederberg,37.5,NA
Corymbium africanum,CB_784,1996,cederberg,2.5,NA
Merxmuellera stricta,CB_784,1996,cederberg,2.5,NA
Protea nitida,CB_784,1996,cederberg,15,NA
Asparagus lignosus,CB_784,1996,cederberg,2.5,NA
Cheilanthes induta,CB_784,1996,cederberg,2.5,NA
Galium capense,CB_784,1996,cederberg,0.1,NA
Pelargonium laevigatum,CB_784,1996,cederberg,2.5,NA
Psoralea oligophylla,CB_784,1996,cederberg,2.5,NA
Manulea cephalotes,CB_784,1996,cederberg,2.5,NA
Ehrharta calycina,CB_785,1996,cederberg,15,NA
Helichrysum cylindriflorum,CB_785,1996,cederberg,0.1,NA
Clutia alaternoides,CB_785,1996,cederberg,2.5,NA
Ficinia nigrescens,CB_785,1996,cederberg,15,NA
Lobostemon glaucophyllus,CB_785,1996,cederberg,2.5,NA
Ficinia acuminata,CB_785,1996,cederberg,2.5,NA
Diospyros glabra,CB_785,1996,cederberg,0.1,NA
Ischyrolepis gaudichaudiana,CB_785,1996,cederberg,15,NA
Corymbium africanum,CB_785,1996,cederberg,0.1,NA
Merxmuellera stricta,CB_785,1996,cederberg,2.5,NA
Cheilanthes induta,CB_785,1996,cederberg,0.1,NA
Elytropappus adpressus,CB_785,1996,cederberg,2.5,NA
Osteospermum rigidum,CB_785,1996,cederberg,0.1,NA
Pelargonium laevigatum,CB_785,1996,cederberg,0.1,NA
Manulea cephalotes,CB_785,1996,cederberg,0.1,NA
Senecio pubigerus,CB_785,1996,cederberg,0.1,NA
Selago scabrida,CB_785,1996,cederberg,0.1,NA
Tephrosia capensis,CB_785,1996,cederberg,0.1,NA
Tribolium uniolae,CB_785,1996,cederberg,0.1,NA
Chrysocoma ciliata,CB_786,1996,cederberg,0.1,NA
Ehrharta calycina,CB_786,1996,cederberg,15,NA
