"species","genus_species_GM","family_GM","family_POSA","family_ITIS","perennial","annual","lifecycle_POSA","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","functional_twig","plant_longevity","flammability","pollination","dispersal","GM_description"
"Agathosma martiana","Agathosma martiana","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Sep","","",300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,0.966666667,0,0,"leaf","",2,"h","i","p","Single-stemmed, leafy, rounded shrub to over 3 m, acrid-smelling. Flowers in lax terminal clusters, white with maroon dots. Fruits 3-chambered. July--Sept. Lower slopes, SE (Humansdorp)."
"Agathosma minuta","Agathosma minuta","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jun","Sep","","",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"h","i","p","Compact shrublet to 15 cm, coppicing from a woody caudex, liquorice-scented. Flowers in lax terminal clusters, small white or mauve. Fruits 3-chambered. June--Sept. Gravelly coastal flats, AP (Bredasdorp to Agulhas)."
"Agathosma mucronulata","Agathosma mucronulata","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Oct","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,0.7,0,0,"leaf","",2,"h","i","p","Rounded, densely leafy shrub to 1 m, coppicing from a woody caudex, turpentine-scented. Flowers in lax terminal clusters, white with purple dots. Fruits 3-chambered. Sept.--Oct. Dry middle slopes, SE (Uniondale)."
"Agathosma mundtii","Agathosma mundtii","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jun","Nov","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,0.741111111,0,0,"leaf","",2,"h","i","p","Single-stemmed, occ. resprouting, finely velvety, wiry shrub to 1 m, foetid. Flowers in terminal or axillary clusters, white. Fruits 2-chambered, flat-sided. June--Nov. Mid to upper dry rocky slopes, KM, SE (Witteberg to Humansdorp)."
"Agathosma orbicularis","Agathosma orbicularis","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Nov","","",25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,0.2,0,0,"leaf","",2,"h","i","p","Low, tangled shrublet. Leaves minute. Flowers in lax terminal clusters, lilac. Fruits 3-chambered. July--Nov. Middle slopes, SW, LB (Caledon to Langeberg Mts)."
"Agathosma ovata","Agathosma ovata","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jan","Dec","","",300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,1.007777778,0,0,"leaf","",2,"h","i","i","Leafy shrub, usually single-stemmed to 3 m, herb-scented. Flowers axillary, white, pink or purple. Fruits 5-chambered. Jan.--Dec. Rocky sandstone and silcrete on open slopes and forest margins, KM, LB, SE (Witteberg to Lesotho)."
"Agathosma pilifera","Agathosma pilifera","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Oct","","",60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,0.5,0,0,"leaf","",2,"h","i","p","Single-stemmed shrub to 60 cm, herb-scented. Flowers in terminal clusters, white with dark spots. Fruits (1--)2(--3)-chambered. Sept.--Oct. Upper sandstone slopes, SE (Humansdorp to Port Elizabeth)."
"Agathosma puberula","Agathosma puberula","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Mar","Oct","","",300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,0.8,0,0,"leaf","",2,"h","i","p","Single-stemmed, densely leafy shrub to 3 m, acrid-herb- or sulphur-scented. Leaves spine-tipped. Flowers in lax terminal clusters, white, red-spotted. Fruits 3(--4)-chambered. Mar.--Oct. Quartzite, sandstone or gravelly sand on middle slopes, SE (Humansdorp to Grahamstown)."
"Agathosma pubigera","Agathosma pubigera","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Sep","","",60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,0.542,0,0,"leaf","",2,"h","i","p","Resprouting, glaucous, much-branched shrublet to 60 cm, lightly aromatic. Flowers in terminal clusters, white. Fruits 1-chambered. Aug.--Sept. Lower slopes NW (Cedarberg Mts)."
"Agathosma pungens","Agathosma pungens","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Nov","","",80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,1.5,0,0,"leaf","",2,"h","i","p","Single-stemmed, much-branched, leafy shrub to 80 cm. Leaves spine-tipped, pleasantly aromatic. Flowers axillary, usually solitary, white, pink to purple. Fruits 2-chambered. May--Nov. Upper mountain slopes, KM, SE (Swartberg and Kamanassie Mts to Uniondale)."
"Agathosma recurvifolia","Agathosma recurvifolia","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Nov","","",150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,0.503333333,0,0,"leaf","",2,"h","i","p","Single-stemmed, stiff, spreading shrublet to 1.5 m, turpentine-scented. Leaves recurving, with hyaline margins. Flowers in terminal clusters, white. Fruits 2-chambered. May--Nov. Dry mid to upper slopes and valley bushveld ecotone, KM, LB, SE (Rooiberg and Swartberg Mts to Uitenhage)."
"Agathosma serpyllacea","Agathosma serpyllacea","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Dec","","",80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,0.675,0,0,"leaf","",2,"h","i","p","Single-stemmed, rounded shrublet to 80 cm. Leaves narrow, swollen behind the tip and slightly twisted. Flowers in many lax terminal clusters, white, pink or purple. Fruits 3-chambered. May-Dec. Coastal or inland sand or limestone flats and slopes, NW, SW, AP, LB, SE (Piketberg to Humansdorp)."
"Agathosma stilbeoides","Agathosma stilbeoides","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Mar","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,0.5,0,0,"leaf","",2,"h","i","p","Single-stemmed, yellowish green leafy shrub to 1 m, licorice-scented. Flowers in dense heads, white to mauve. Fruits 1-chambered, without horn. Oct.--Mar. Rocky upper slopes and shale-bands, NW (Cedarberg Mts)."
"Agathosma unicarpellata","Agathosma unicarpellata","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Apr","Dec","","",45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,1.4,0,0,"leaf","",2,"h","i","p","Single-stemmed shrublet to 45 cm, turpentine-scented. Flowers 1--3 in the leaf axils, white. Fruits 1-chambered. Apr.--Dec. Rocky, grassy mid and lower slopes, SE (Kouga and Baviaanskloof Mts)."
"Agathosma venusta","Agathosma venusta","RUTACEAE","RUTACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Feb","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,0.915,0,0,"leaf","",2,"h","i","p","Resprouting shrub with warted branches to 1 m, pleasantly liquorice-scented. Flowers in small axillary and terminal clusters, pale mauve often dark-dotted. Fruits 2(--5)-chambered, one or more often aborting. July--Feb. Grassy fynbos in seeps and rocky loams on upper and middle south slopes, SE (Uniondale to E Cape)."
"Agrostis lachnantha","Agrostis lachnantha","POACEAE","POACEAE","",0,1,"Annual",1,0,0,1,1,1,0,0,0,"Oct","Mar","","",90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"mixed","",0,"l","w","u","Annual or short-lived perennial to 90 cm. Leaves linear. Spikelets in a narrow, sinuous panicle, 1.5--3 mm long, branches suberect. Oct.--Mar. Damp sites, NW, SW, KM, LB, SE (S and tropical Africa)."
"Aizoon paniculatum","Aizoon paniculatum","AIZOACEAE","AIZOACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jul","Oct","","",50,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",1,"l","i","p","Prostrate or sprawling subshrub to 50 cm, adpressed-hairy when young. Leaves mostly basal and opposite, oblanceolate. Flowers sessile in flattened, dichotomous paniculate cymes, magenta, occ. cream. July--Oct. Dry sandstone and clay slopes and flats, NW, SW (Bokkeveld Mts to Cape Peninsula)."
"Aizoon rigidum","Aizoon rigidum","AIZOACEAE","AIZOACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Oct","","",15,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Leaf",0,0,1,0,0,0,NA,0,0,"leaf","",1,"l","i","p","Grey, adpressed-hairy prostrate, subshrub to 15 cm. Leaves obovate-spathulate, pseudopetiolate. Flowers sessile, solitary in the axils, yellow. Capsules sharply angled above. Sept.--Oct. Dry stony slopes, often near the sea, SW, AP, KM, SE (Gansbaai and Little Karoo to East London)."
"Aizoon sarmentosum","Aizoon sarmentosum","AIZOACEAE","AIZOACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jun","Oct","","",50,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",1,"l","i","p","Like A. paniculatum but leaves subterete, flowers 1--3(--5) at the branch tips, white. June--Oct. Dry flats and lower slopes, NW, SW (Namaqualand to Montagu)."
"Albuca cooperi","Albuca cooperi","HYACINTHACEAE","HYACINTHACEAE","",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Sep","Nov","","",60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Bulbous geophyte, 35--60 cm, bulb tunics fibrous above. Leaves 2 or 3, slender, channelled, conspicuously clasping and warty beneath. Flowers yellow with green keels, outer stamens sterile, septa sometimes lightly crested. Sept.--Nov. Stony, mostly sandy slopes and flats, sometimes limestone, NW, SW, AP, KM, LB, SE (Richtersveld and W Karoo to Cape Peninsula to Willowmore)."
"Albuca flaccida","Albuca flaccida","HYACINTHACEAE","HYACINTHACEAE","",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Aug","Oct","","",100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Bulbous geophyte, 40--100 cm, bulb tunics membranous. Leaves channelled, fleshy, clasping below. Flowers mostly yellow, sometimes with green keels, lightly fragrant, outer stamens sterile. Aug.--Oct. Mostly coastal in deep sandy soils, NW, SW, AP (S Namaqualand to Stilbaai)."
"Alepidea capensis","Alepidea capensis","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Nov","Feb","","",40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,2.34,0,0,"leaf","",2,"l","i","p","Slender tufted perennial to 40 cm. Leaves crowded at base, long-petiolate, oblong, with long incurving bristles. Flowers sessile in simple umbels, bracts white or pink. Mainly Nov.--Feb. Damp flats or lower slopes, KM, LB, SE (Swartberg and Langeberg Mts: Swellendam to KwaZulu-Natal)."
"Alepidea delicatula","Alepidea delicatula","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Jan","Feb","","",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Like A. capensis but slender, to 20 cm, leaves toothed, tooth bristles spreading, intertooth bristles incurved. Jan.--Feb. High, rocky sandstone slopes, KM, SE (Swartberg and Outeniqua Mts)."
"Allophylus decipiens","Allophylus decipiens","SAPINDACEAE","SAPINDACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Jan","","",400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,1,0,0,NA,0,0,"leaf","",3,"m","i","m","Dioecious shrub or small tree to 4 m, velvety on the young parts. Leaves trifoliolate, discolorous, leaflets elliptic, crenate, vein axils furry beneath. Flowers in axillary spikes, white. Fruits globose. Nov.--Jan. Coastal bush, LB, SE (Gourits River to Mpumalanga)."
"Aloe arborescens","Aloe arborescens","ASPHODELACEAE","ASPHODELACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"May","Jun","","",300,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Leaf",0,1,0,0,0,0,31.322,0,0,"leaf","",3,"l","b","w","Much-branched succulent shrub to 3 m. Leaves spreading, deflexed above, margins toothed. Flowers in conical, mostly unbranched racemes, nodding, scarlet to orange, sometimes yellow. May--June. Bush and forest, SW, AP, LB, SE (Caledon to S tropical Africa)."
"Aloe ciliaris","Aloe ciliaris","ASPHODELACEAE","ASPHODELACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Apr","","",500,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",3,"l","b","w","Much-branched, sprawling succulent shrub with slender stems to 5 m. Leaves lanceolate, basally sheathing, usually auriculate, margins distinctly ciliate. Flowers in oblong racemes, nodding, red with yellowish tips. Nov.--Apr. Dry thicket, SE (Uitenhage district to E Cape)."
"Aloe comptonii","Aloe comptonii","ASPHODELACEAE","ASPHODELACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Dec","","",100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Leaf",0,1,0,0,0,0,29.53333333,0,0,"leaf","",3,"l","b","w","Stems erect or creeping, succulent, to 1 m. Leaves ascending, lanceolate, margins coarsely toothed. Flowers in capitate, branched racemes, nodding, scarlet. Aug.--Dec. Stony flats and slopes, KM, SE (Montagu to Uniondale and S Karoo)."
"Aloe ferox","Aloe ferox","ASPHODELACEAE","ASPHODELACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"May","Nov","","",300,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,"Leaf",0,1,0,0,0,0,49.86666667,0,0,"leaf","",3,"l","b","w","Single-stemmed succulent shrub to 3 m, covered below with dry leaves. Leaves broadly lanceolate, margins and often lower surface coarsely toothed. Flowers in dense, cylindrical, branched racemes, nodding and slightly upcurved, orange to reddish, anthers well exserted. May--Nov. Rocky slopes, SW, AP, KM, LB, SE (Stormsvlei to KwaZulu-Natal)."
"Aloe perfoliata","Aloe mitriformis","ASPHODELACEAE","ASPHODELACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Feb","","",200,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,"Leaf",0,0,1,0,0,0,NA,0,0,"leaf","",3,"l","b","w","Sprawling, often branched succulent with stems 1--2 m. Leaves narrowly ovate, dark green at most sparsely speckled with white, margins coarsely toothed. Flowers in capitate, branched racemes, nodding, scarlet. Dec.--Feb. Rocky slopes and cliffs, NW, SW (Bokkeveld Mts to Kleinmond)."
"Aloe speciosa","Aloe speciosa","ASPHODELACEAE","ASPHODELACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Sep","","",400,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,"Leaf",0,1,0,0,0,0,71,0,0,"leaf","",3,"l","b","w","Single-stemmed or branched shrub to 4 m, covered below with dry leaves. Leaves in oblique rosettes, twisted and decurved, glaucous, margins reddish, scarcely toothed. Flowers spreading in dense, cylindrical racemes, buds reddish opening greenish white. Aug.--Sept. Succulent thicket, KM, SE (Montagu to E Cape and S Karoo)."
"Alsophila capensis","Cyathea capensis","CYATHEACEAE","CYATHEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jan","Dec","","",450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Frond",0,0,1,0,0,1,NA,0,0,"leaf","",3,"l","w","w","Shrub or tree with caudex to 4.5 m high, slender. Fronds arching, stipe paleate, lamina to 3-pinnatifid, to 2 m long, pinnule segments narrowly oblong, dentate, with bullate paleae along costules beneath. Sori 1 or 2 at base of each pinnule segment, indusium asymmetric. Moist forests in ravines, 350--1200 m, SW, KM, LB, SE (Cape Peninsula to Knysna and E Africa, Brazil)."
"Amphithalea axillaris","Amphithalea axillaris","FABACEAE","FABACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Apr","Aug","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"h","i","p","Willowy, reseeding shrublet to 1 m. Leaves 1-foliolate, lanceolate, c. flat, margins lightly recurved, silky. Flowers pale pink and purple. Apr.--Aug. Mountain fynbos, 360--1200 m, LB, SE (Langeberg and Outeniqua Mts)."
"Amphithalea cymbifolia","Amphithalea cymbifolia","FABACEAE","FABACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Oct","Nov","","",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,0.976666667,0,0,"leaf","",2,"h","i","p",""
"Amphithalea ericifolia","Amphithalea ericifolia","FABACEAE","FABACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Apr","Jan","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,0.533333333,0,0,"leaf","",3,"h","i","p","Erect, resprouting shrublet to 1 m. Leaves 1-foliolate, lanceolate, margins strongly recurved, silky. Flowers pink, rose and dark pink. Apr.--Jan. Mountain and lowland fynbos below 1500 m, SW, LB (Malmesbury to Albertinia)."
"Amphithalea micrantha","Amphithalea micrantha","FABACEAE","FABACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Apr","Jul","","",50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,NA,0,0,"leaf","",2,"h","i","p","Dense, resprouting shrublet to 0.5 m. Leaves 1-foliolate, ovate to cordate, flat to somewhat concave, minutely black-dotted, glabrous and glossy above, hairy or glabrous beneath. Flowers white and purple. Apr.--July. Mountain fynbos, 1625--1950 m, KM, SE (Swartberg to Vanstaden's Mts)."
"Amphithalea violacea","Amphithalea violacea","FABACEAE","FABACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Mar","Aug","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,0.565,0,0,"leaf","",2,"h","i","p","Erect, resprouting shrublet to 1 m. Leaves 1-foliolate, lanceolate, c. flat, margins lightly recurved, silky. Flowers mauve and purple. Mar.--Aug. Mountain and lowland fynbos, 250--1020 m, KM, LB, SE (Gamkaberg and Langeberg to Outeniqua Mts)."
"Amphithalea williamsonii","Amphithalea williamsonii","FABACEAE","FABACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"May","Aug","","",200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,0.868333333,0,0,"leaf","",2,"h","i","p","Erect, resprouting shrub to 2 m. Leaves 1-foliolate, ovate, c. flat to somewhat concave, venation visible, silky. Flowers pale mauve and purple. May--Aug. Mountain fynbos, 475--650 m, SE (Plettenberg Bay to E Cape)."
"Anacampseros arachnoides","Anacampseros arachnoides","PORTULACACEAE","PORTULACACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Jan","","",12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Leaf",0,0,1,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Like A. retusa but leaves woolly in the axils, ovoid with recurved tip. Nov.--Jan. NW, KM, SE (Worcester to E Cape)."
"Anacampseros telephiastrum","Anacampseros telephiastrum","PORTULACACEAE","PORTULACACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Dec","","",15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Leaf",0,0,1,0,0,0,NA,0,0,"leaf","",2,"l","i","p","GEMSBOKSURING Short-stemmed succulent to 15 cm. Leaves ovate, acute, 10--30 mm long, papillate, with very short basal bristles. Flowers on stout peduncles, pink, stamens 30--45. Nov.--Dec. Rocky flats and slopes, NW, KM (Worcester to E Cape)."
"Anaxeton asperum","Anaxeton asperum","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Dec","","",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",1,"m","i","w","Grey-woolly, softly woody shrublet to 30 cm. Leaves linear, often recurved and green above, margins revolute. Flower heads discoid, small, many in dense rounded clusters on elongate peduncles, yellow, bracts white and brown. Mainly Aug.--Dec. Sandstone slopes, SW, AP (Bainskloof to Bredasdorp)."
"Anaxeton laeve","Anaxeton laeve","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","May","","",45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,2.183333333,0,0,"leaf","",1,"m","i","w","White-woolly shrublet to 45 cm. Leaves linear with revolute margins, green and glabrous above. Flower heads discoid, small, many in dense rounded clusters on long peduncles, yellow, bracts whitish, the outer silky, ovaries woolly. Mainly Dec.--May. Sandstone slopes, SW (Cape Peninsula to Stanford)."
"Anaxeton nycthemerum","Anaxeton nycthemerum","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Dec","","",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,NA,0,0,"leaf","",1,"m","i","w","White-woolly shrublet to 30 cm, closely leafy below. Leaves obovate with revolute margins. Flower heads discoid, small, many in dense rounded clusters, yellow, bracts white and brown. Mainly Oct.--Dec. South-facing cliffs above 600 m, SW (Cape Peninsula to Kogelberg)."
"Anderbergia epaleata","Anderbergia epaleata","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Sep","","",50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"h","i","w","Suberect shrublet to 50 cm. Leaves oblanceolate, margins revolute, glabrescent above, felted below, c. 10 mm long. Flower heads in loose corymbs, discoid, 5 mm long, yellowish, outer bracts brownish-woolly, inner petaloid bracts woolly below, male florets 4 or 5, female florets 1, ovary glabrous. Sept. Sandstone slopes, KM (Klein Swartberg)."
"Andropogon appendiculatus","Andropogon appendiculatus","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Oct","Apr","","",120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,13.41666667,0,1,"leaf","",2,"h","w","w","Perennial to 1.2 m. Leaves linear. Spikelets in 4--20 narrow racemes per spathe, purple, shortly hairy, paired, sessile spikelet awned. Oct.--Apr. Moist sandstone slopes, NW, SW, AP, LB, SE (Olifants River Mts to tropical Africa)."
"Anemone knowltonia","Knowltonia capensis","RANUNCULACEAE","RANUNCULACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jun","Sep","","",30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,1,0,0,8.52,0,0,"leaf","",2,"l","i","i","Silky-hairy tufted perennial to 30 cm, rhizome vertical. Leaves bi- triternate, leaflets ovate, toothed, equally hairy or more hairy above. Flowers in scapose umbels not much longer than the leaves, greenish-white to purple, outer tepals shorter and more hairy. Fruits hairy. June--Sept. Shaded rocky slopes, NW, SW (Porterville to Cape Peninsula)."
"Anemone tenuifolia","Anemone tenuifolia","RANUNCULACEAE","RANUNCULACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jun","Feb","","",40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,1,0,0,NA,0,0,"leaf","",2,"l","i","i","Tufted perennial to 40 cm. Leaves bi- or tripinnate, segments cuneate and 3-toothed, margins revolute. Flowers solitary on woolly peduncle, pinkish white, silky beneath. June--Feb. Moist sandstone slopes, NW, SW, AP, KM, LB, SE (Bokkeveld Mts to Humansdorp)."
"Anemone vesicatoria","Knowltonia vesicatoria","RANUNCULACEAE","RANUNCULACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Oct","","",120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,1,1,0,7.733333333,0,0,"leaf","",2,"l","i","i","Tufted perennial to 1.2 m, rhizome horizontal. Leaves leathery, ternate or triternate, segments ovate, toothed. Flowers in scapose umbels not much longer than the leaves, white to yellowish-green. Fruits glabrous. Aug.--Oct. Scrub or woody ravines, NW, SW, AP, LB, SE (Bokkeveld Mts to Cape Peninsula to E Cape)."
"Anginon difforme","Anginon difforme","APIACEAE","APIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Apr","","",300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"m","i","w","Rigid, stiff-leaved, few-branched shrub to 3 m. Leaves in axillary tufts, terete, pungent. Flowers in compound umbels on stout peduncles, yellowish. Fruits obovoid, ridged and warty, with a basal collar. Dec.--Apr. Rocky sandstone slopes, NW, SW, AP, KM, LB, SE (Richtersveld to Tulbagh to E Cape)."
"Anisodontea scabrosa","Anisodontea scabrosa","MALVACEAE","MALVACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec","","",200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,NA,0,0,"leaf","",2,"m","i","w","Thinly to densely glandular-hairy shrub to 2 m. Leaves mostly obscurely 3-lobed or elliptic and toothed. Flowers 1--few in axils on slender pedicels, pink, epicalyx of narrow lobes. Mainly Sept.--Dec. Coastal sands, SW, AP, SE (Saldanha to KwaZulu-Natal)."
