"","NewUID","finalname","family_GM","latitude","longitude","region","replicate","date","collector","sample","num_leaves","leaf_area_cm2","leaf_length_cm","avg_leaf_width_cm","max_leaf_width_cm","leaf_thickness_mm","leaf_fresh_wgt_g","leaf_dry_wgt_g","twig_fresh_g","twig_dry_g","lma","fwc","succulence","ldmc","lwr","twig_fwc"
"5009","619_28_HK","Erica corifolia","ERICACEAE",-34.30527,18.82371,"Hangklip","3","619","JS","28","200",15.09,0.59,0.1,0.13,0.32,0.439,0.221,0.31,0.2,0.014645461,0.986425339,0.014446653,0.503416856,5.9,0.55
"5010","619_29_HK","Diastella thymelaeoides","PROTEACEAE",-34.30527,18.82371,"Hangklip","3","619","JS","29","25",14.89,1.7,0.5,0.7,0.4128,0.538,0.214,0.983,0.391,0.014372062,1.514018692,0.02175957,0.397769517,3.4,1.514066496
"5011","619_29_HK","Diastella thymelaeoides","PROTEACEAE",-34.30527,18.82371,"Hangklip","5","619","JS","29","25",19.12,2,0.5,0.7,0.442,0.736,0.274,0.865,0.342,0.014330544,1.686131387,0.02416318,0.372282609,4,1.529239766
"5012","619_29_HK","Diastella thymelaeoides","PROTEACEAE",-34.30527,18.82371,"Hangklip","2","619","JS","29","25",15.68,1.9,0.4,0.6,0.3937,0.526,0.193,0.732,0.323,0.012308673,1.725388601,0.021237245,0.366920152,4.75,1.26625387
"5013","619_29_HK","Diastella thymelaeoides","PROTEACEAE",-34.30527,18.82371,"Hangklip","1","619","JS","29","25",12.21,1.48,0.4,0.8,0.3861,0.404,0.155,0.678,0.272,0.012694513,1.606451613,0.02039312,0.383663366,3.7,1.492647059
"5014","619_29_HK","Diastella thymelaeoides","PROTEACEAE",-34.30527,18.82371,"Hangklip","4","619","JS","29","25",20.79,1.5,0.6,0.8,0.3937,0.731,0.285,0.762,0.337,0.013708514,1.564912281,0.021452621,0.389876881,2.5,1.261127596
"5015","619_30_HK","Saltera sarcocolla","PENAEACEAE",-34.30527,18.82371,"Hangklip",NA,"619","JS","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5016","723_1_CB","Protea laurifolia","PROTEACEAE",-32.44049,19.1929,"Cederberg","5","723","JS","1","1",8.86,8.1,1.1,1.7,0.754,0.718,0.377,1.389,0.601,0.04255079,0.904509284,0.038487585,0.525069638,7.363636364,1.311148087
"5017","723_1_CB","Protea laurifolia","PROTEACEAE",-32.44049,19.1929,"Cederberg","3","723","JS","1","1",20.77,10.9,1.3,2.4,0.874,1.696,0.899,2.412,1.092,0.043283582,0.886540601,0.038372653,0.530070755,8.384615385,1.208791209
"5018","723_1_CB","Protea laurifolia","PROTEACEAE",-32.44049,19.1929,"Cederberg","2","723","JS","1","1",10.8,9,1.2,1.8,0.85,0.872,0.449,1.107,0.469,0.041574074,0.942093541,0.039166667,0.514908257,7.5,1.360341151
"5019","723_1_CB","Protea laurifolia","PROTEACEAE",-32.44049,19.1929,"Cederberg","4","723","JS","1","1",17.98,10.1,1.8,2.5,0.685,1.321,0.675,2.204,0.952,0.037541713,0.957037037,0.03592881,0.510976533,5.611111111,1.31512605
"5020","723_1_CB","Protea laurifolia","PROTEACEAE",-32.44049,19.1929,"Cederberg","1","723","JS","1","1",20.84,10.7,1.9,2.8,0.682,1.489,0.713,1.219,0.567,0.034213052,1.088359046,0.037236084,0.478844862,5.631578947,1.149911817
"5021","723_10_CB","Ficinia nigrescens","CYPERACEAE",-32.44126,19.19371,"Cederberg","5L","723","JS","10","10",1.37,4.7,0.03,0.03,0.284,0.07,0.039,NA,NA,0.028467153,0.794871795,0.022627737,0.557142857,156.6666667,NA
"5022","723_10_CB","Ficinia nigrescens","CYPERACEAE",-32.44126,19.19371,"Cederberg","4C","723","JS","10","4",3.32,16.5,0.07,0.07,0.582,0.266,0.129,NA,NA,0.038855422,1.062015504,0.04126506,0.484962406,235.7142857,NA
"5023","723_10_CB","Ficinia nigrescens","CYPERACEAE",-32.44126,19.19371,"Cederberg","4L","723","JS","10","9",1.26,5,0.07,0.07,0.222,0.046,0.021,NA,NA,0.016666667,1.19047619,0.01984127,0.456521739,71.42857143,NA
"5024","723_10_CB","Ficinia nigrescens","CYPERACEAE",-32.44126,19.19371,"Cederberg","2L","723","JS","10","20",2.92,5.5,0.05,0.05,0.193,0.108,0.054,NA,NA,0.018493151,1,0.018493151,0.5,110,NA
"5025","723_10_CB","Ficinia nigrescens","CYPERACEAE",-32.44126,19.19371,"Cederberg","5C","723","JS","10","4",2.84,11.2,0.07,0.07,0.585,0.205,0.084,NA,NA,0.029577465,1.44047619,0.042605634,0.409756098,160,NA
"5026","723_10_CB","Ficinia nigrescens","CYPERACEAE",-32.44126,19.19371,"Cederberg","3L","723","JS","10","18",3.13,9.5,0.05,0.05,0.243,0.142,0.075,NA,NA,0.023961661,0.893333333,0.021405751,0.528169014,190,NA
"5027","723_10_CB","Ficinia nigrescens","CYPERACEAE",-32.44126,19.19371,"Cederberg","1C","723","JS","10","4",2.56,15,0.05,0.05,0.472,0.159,0.063,NA,NA,0.024609375,1.523809524,0.0375,0.396226415,300,NA
"5028","723_10_CB","Ficinia nigrescens","CYPERACEAE",-32.44126,19.19371,"Cederberg","1L","723","JS","10","15",1.83,10,0.03,0.03,0.17,0.104,0.05,NA,NA,0.027322404,1.08,0.029508197,0.480769231,333.3333333,NA
"5029","723_10_CB","Ficinia nigrescens","CYPERACEAE",-32.44126,19.19371,"Cederberg","3C","723","JS","10","5",2.84,8.7,0.06,0.06,0.545,0.175,0.064,NA,NA,0.022535211,1.734375,0.039084507,0.365714286,145,NA
"5030","723_10_CB","Ficinia nigrescens","CYPERACEAE",-32.44126,19.19371,"Cederberg","2C","723","JS","10","5",2.28,8.6,0.06,0.06,0.58,0.139,0.06,NA,NA,0.026315789,1.316666667,0.034649123,0.431654676,143.3333333,NA
"5031","723_11_CB","Tetraria nigrovaginata","CYPERACEAE",-32.44126,19.19371,"Cederberg","5L","723","JS","11","3",3.77,16.9,0.08,0.1,0.219,0.177,0.089,0.113,0.059,0.023607427,0.988764045,0.023342175,0.502824859,211.25,0.915254237
"5032","723_11_CB","Tetraria nigrovaginata","CYPERACEAE",-32.44126,19.19371,"Cederberg","2L","723","JS","11","3",4.15,22,0.08,0.14,0.248,0.189,0.108,0.138,0.076,0.026024096,0.75,0.019518072,0.571428571,275,0.815789474
"5033","723_11_CB","Tetraria nigrovaginata","CYPERACEAE",-32.44126,19.19371,"Cederberg","3L","723","JS","11","3",4.12,19.8,0.08,0.16,0.193,0.197,0.107,0.159,0.072,0.025970874,0.841121495,0.02184466,0.543147208,247.5,1.208333333
"5034","723_11_CB","Tetraria nigrovaginata","CYPERACEAE",-32.44126,19.19371,"Cederberg","4L","723","JS","11","3",3.78,20.5,0.06,0.09,0.231,0.194,0.098,0.056,0.024,0.025925926,0.979591837,0.025396825,0.505154639,341.6666667,1.333333333
"5035","723_11_CB","Tetraria nigrovaginata","CYPERACEAE",-32.44126,19.19371,"Cederberg","1L","723","JS","11","3",3.51,17.2,0.07,0.08,0.233,0.152,0.088,0.097,0.048,0.025071225,0.727272727,0.018233618,0.578947368,245.7142857,1.020833333
"5036","723_12_CB","Maytenus oleoides","CELASTRACEAE",-32.44126,19.19371,"Cederberg","1","723","JS","12","5",6.55,2.3,0.6,0.9,0.565,0.371,0.17,0.692,0.312,0.025954198,1.182352941,0.030687023,0.458221024,3.833333333,1.217948718
"5037","723_12_CB","Maytenus oleoides","CELASTRACEAE",-32.44126,19.19371,"Cederberg","5","723","JS","12","5",10.67,2.8,0.8,1.1,0.564,0.606,0.274,0.558,0.261,0.025679475,1.211678832,0.031115276,0.452145215,3.5,1.137931034
"5038","723_12_CB","Maytenus oleoides","CELASTRACEAE",-32.44126,19.19371,"Cederberg","3","723","JS","12","5",9.46,2.4,0.8,1.2,0.663,0.576,0.251,0.787,0.4,0.02653277,1.294820717,0.03435518,0.435763889,3,0.9675
"5039","723_12_CB","Maytenus oleoides","CELASTRACEAE",-32.44126,19.19371,"Cederberg","2","723","JS","12","4",10.32,3.5,0.8,1.3,0.674,0.578,0.299,1.274,0.599,0.028972868,0.933110368,0.027034884,0.517301038,4.375,1.12687813
"5040","723_12_CB","Maytenus oleoides","CELASTRACEAE",-32.44126,19.19371,"Cederberg","4","723","JS","12","4",10.43,3,0.9,1.3,0.59,0.584,0.267,0.863,0.424,0.025599233,1.187265918,0.030393097,0.457191781,3.333333333,1.035377358
"5041","723_13_CB","Gnidia geminiflora","THYMELAEACEAE",-32.44126,19.19371,"Cederberg","2","723","JS","13","40",4.14,0.73,0.15,0.17,0.347,0.198,0.092,0.324,0.172,0.022222222,1.152173913,0.025603865,0.464646465,4.866666667,0.88372093
"5042","723_13_CB","Gnidia geminiflora","THYMELAEACEAE",-32.44126,19.19371,"Cederberg","4","723","JS","13","40",6.46,1.19,0.19,0.21,0.369,0.288,0.126,0.319,0.171,0.019504644,1.285714286,0.025077399,0.4375,6.263157895,0.865497076
"5043","723_13_CB","Gnidia geminiflora","THYMELAEACEAE",-32.44126,19.19371,"Cederberg","1","723","JS","13","50",4.58,0.97,0.2,0.24,0.34,0.191,0.087,0.684,0.38,0.018995633,1.195402299,0.022707424,0.455497382,4.85,0.8
"5044","723_13_CB","Gnidia geminiflora","THYMELAEACEAE",-32.44126,19.19371,"Cederberg","5","723","JS","13","40",6.3,1.13,0.2,0.24,0.42,0.282,0.122,0.333,0.168,0.019365079,1.31147541,0.025396825,0.432624113,5.65,0.982142857
"5045","723_13_CB","Gnidia geminiflora","THYMELAEACEAE",-32.44126,19.19371,"Cederberg","3","723","JS","13","40",4.68,1.17,0.2,0.26,0.533,0.222,0.1,0.718,0.391,0.021367521,1.22,0.026068376,0.45045045,5.85,0.836317136
"5046","723_14_CB","Syncarpha canescens","ASTERACEAE",-32.44126,19.19371,"Cederberg","3","723","JS","14","40",5.01,0.72,0.2,0.22,0.31,0.115,0.058,0.557,0.357,0.011576846,0.982758621,0.011377246,0.504347826,3.6,0.56022409
"5047","723_14_CB","Syncarpha canescens","ASTERACEAE",-32.44126,19.19371,"Cederberg","1","723","JS","14","40",7.12,0.91,0.21,0.27,0.331,0.16,0.08,0.629,0.414,0.011235955,1,0.011235955,0.5,4.333333333,0.519323671
"5048","723_14_CB","Syncarpha canescens","ASTERACEAE",-32.44126,19.19371,"Cederberg","2","723","JS","14","40",4.28,0.72,0.16,0.2,0.309,0.1,0.059,0.798,0.54,0.013785047,0.694915254,0.009579439,0.59,4.5,0.477777778
"5049","723_14_CB","Syncarpha canescens","ASTERACEAE",-32.44126,19.19371,"Cederberg","5","723","JS","14","40",4.82,0.61,0.21,0.25,0.325,0.116,0.062,0.625,0.411,0.012863071,0.870967742,0.01120332,0.534482759,2.904761905,0.520681265
"5050","723_14_CB","Syncarpha canescens","ASTERACEAE",-32.44126,19.19371,"Cederberg","4","723","JS","14","40",4.46,0.75,0.2,0.24,0.254,0.1,0.052,0.305,0.196,0.011659193,0.923076923,0.010762332,0.52,3.75,0.556122449
"5051","723_15_CB","Elytropappus adpressus","ASTERACEAE",-32.44126,19.19371,"Cederberg","5","723","JS","15","5",1.89,2.2,0.1,0.1,0.588,0.104,0.068,0.34,0.236,0.035978836,0.529411765,0.019047619,0.653846154,22,0.440677966
"5052","723_15_CB","Elytropappus adpressus","ASTERACEAE",-32.44126,19.19371,"Cederberg","3","723","JS","15","3",4.41,4.1,0.4,1,1.07,0.243,0.141,0.268,0.173,0.031972789,0.723404255,0.023129252,0.580246914,10.25,0.549132948
"5053","723_15_CB","Elytropappus adpressus","ASTERACEAE",-32.44126,19.19371,"Cederberg","4","723","JS","15","5",1.54,3.1,0.1,0.3,0.608,0.084,0.055,0.297,0.195,0.035714286,0.527272727,0.018831169,0.654761905,31,0.523076923
"5054","723_15_CB","Elytropappus adpressus","ASTERACEAE",-32.44126,19.19371,"Cederberg","2","723","JS","15","5",2.16,3.4,0.1,0.4,0.74,0.138,0.089,0.384,0.263,0.041203704,0.550561798,0.022685185,0.644927536,34,0.460076046
"5055","723_15_CB","Elytropappus adpressus","ASTERACEAE",-32.44126,19.19371,"Cederberg","1","723","JS","15","5",2.17,2.6,0.1,0.2,0.604,0.117,0.074,0.618,0.431,0.034101382,0.581081081,0.019815668,0.632478632,26,0.43387471
"5056","723_16_CB","Elytropappus intricata","ASTERACEAE",-32.44073,19.1944,"Cederberg","2","723","JS","16","250",3.38,0.28,0.05,0.05,0.259,0.066,0.053,0.597,0.377,0.015680473,0.245283019,0.003846154,0.803030303,5.6,0.583554377
"5057","723_16_CB","Elytropappus intricata","ASTERACEAE",-32.44073,19.1944,"Cederberg","4","723","JS","16","300",2.11,0.32,0.04,0.04,0.069,0.041,0.033,0.376,0.242,0.01563981,0.242424242,0.003791469,0.804878049,8,0.553719008
"5058","723_16_CB","Elytropappus intricata","ASTERACEAE",-32.44073,19.1944,"Cederberg","1","723","JS","16","300",2.98,0.21,0.03,0.03,0.257,0.058,0.042,0.777,0.497,0.01409396,0.380952381,0.005369128,0.724137931,7,0.563380282
"5059","723_16_CB","Elytropappus intricata","ASTERACEAE",-32.44073,19.1944,"Cederberg","3","723","JS","16","300",2.94,0.21,0.03,0.03,0.204,0.066,0.047,0.385,0.247,0.015986395,0.404255319,0.006462585,0.712121212,7,0.558704453
"5060","723_17_CB","Ischyrolepis gaudichaudiana","RESTIONACEAE",-32.44073,19.1944,"Cederberg","1","723","JS","17","1",6.56,15.8,0.4,1.3,0.902,0.479,0.287,NA,NA,0.04375,0.668989547,0.029268293,0.599164927,39.5,NA
"5061","723_17_CB","Ischyrolepis gaudichaudiana","RESTIONACEAE",-32.44073,19.1944,"Cederberg","3","723","JS","17","1",12.91,44.2,0.3,0.7,1.396,2.348,1.6,NA,NA,0.123934934,0.4675,0.057939582,0.681431005,147.3333333,NA
"5062","723_17_CB","Ischyrolepis gaudichaudiana","RESTIONACEAE",-32.44073,19.1944,"Cederberg","5","723","JS","17","1",12.29,22.7,0.5,1.4,1.106,1.156,0.737,NA,NA,0.059967453,0.568521031,0.034092758,0.637543253,45.4,NA
"5063","723_17_CB","Ischyrolepis gaudichaudiana","RESTIONACEAE",-32.44073,19.1944,"Cederberg","2","723","JS","17","1",9.92,15.7,0.6,1.6,0.946,0.638,0.439,NA,NA,0.044254032,0.453302961,0.020060484,0.688087774,26.16666667,NA
"5064","723_17_CB","Ischyrolepis gaudichaudiana","RESTIONACEAE",-32.44073,19.1944,"Cederberg","4","723","JS","17","1",7.39,28.1,0.3,0.9,0.942,0.611,0.398,NA,NA,0.053856563,0.535175879,0.028822733,0.651391162,93.66666667,NA
"5065","723_18_CB","Pelargonium laevigatum","GERANIACEAE",-32.44073,19.1944,"Cederberg","5","723","JS","18","1",5.06,10.7,0.5,1,1.891,0.672,0.171,0.654,0.237,0.033794466,2.929824561,0.099011858,0.254464286,21.4,1.759493671
"5066","723_18_CB","Pelargonium laevigatum","GERANIACEAE",-32.44073,19.1944,"Cederberg","1","723","JS","18","1",2.57,7.5,0.3,0.7,1.413,0.313,0.069,0.46,0.207,0.026848249,3.536231884,0.094941634,0.220447284,25,1.222222222
"5067","723_18_CB","Pelargonium laevigatum","GERANIACEAE",-32.44073,19.1944,"Cederberg","2","723","JS","18","1",4.11,9.4,0.4,0.8,1.965,0.592,0.127,0.329,0.159,0.030900243,3.661417323,0.113138686,0.214527027,23.5,1.06918239
"5068","723_18_CB","Pelargonium laevigatum","GERANIACEAE",-32.44073,19.1944,"Cederberg","3","723","JS","18","1",2.25,7.4,0.3,0.6,1.256,0.215,0.053,0.224,0.097,0.023555556,3.056603774,0.072,0.246511628,24.66666667,1.309278351
"5069","723_18_CB","Pelargonium laevigatum","GERANIACEAE",-32.44073,19.1944,"Cederberg","4","723","JS","18","1",3.46,7.6,0.5,0.7,1.295,0.379,0.102,0.291,0.136,0.029479769,2.715686275,0.080057803,0.269129288,15.2,1.139705882
"5070","723_19_CB","Ficinia deusta","CYPERACEAE",-32.44073,19.1944,"Cederberg","5L","723","JS","19","3",3.35,18.8,0.06,0.06,0.477,0.218,0.108,0.595,0.378,0.032238806,1.018518519,0.032835821,0.495412844,313.3333333,0.574074074
"5071","723_19_CB","Ficinia deusta","CYPERACEAE",-32.44073,19.1944,"Cederberg","1C","723","JS","19","1",2.15,21.3,0.1,0.2,0.802,0.175,0.086,NA,NA,0.04,1.034883721,0.041395349,0.491428571,213,NA
"5072","723_19_CB","Ficinia deusta","CYPERACEAE",-32.44073,19.1944,"Cederberg","4L","723","JS","19","3",3.98,21.5,0.08,0.08,0.509,0.274,0.12,0.354,0.223,0.030150754,1.283333333,0.038693467,0.437956204,268.75,0.587443946
"5073","723_19_CB","Ficinia deusta","CYPERACEAE",-32.44073,19.1944,"Cederberg","4C","723","JS","19","1",2.37,37,0.05,0.05,0.538,0.155,0.078,NA,NA,0.032911392,0.987179487,0.032489451,0.503225806,740,NA
"5074","723_19_CB","Ficinia deusta","CYPERACEAE",-32.44073,19.1944,"Cederberg","5C","723","JS","19","1",1.98,35,0.06,0.06,0.605,0.16,0.082,NA,NA,0.041414141,0.951219512,0.039393939,0.5125,583.3333333,NA
"5075","723_19_CB","Ficinia deusta","CYPERACEAE",-32.44073,19.1944,"Cederberg","1L","723","JS","19","4",3.44,17.2,0.07,0.07,0.496,0.24,0.113,0.162,0.071,0.032848837,1.123893805,0.036918605,0.470833333,245.7142857,1.281690141
"5076","723_19_CB","Ficinia deusta","CYPERACEAE",-32.44073,19.1944,"Cederberg","3C","723","JS","19","1",3.2,32.8,0.1,0.1,0.733,0.28,0.145,NA,NA,0.0453125,0.931034483,0.0421875,0.517857143,328,NA
"5077","723_19_CB","Ficinia deusta","CYPERACEAE",-32.44073,19.1944,"Cederberg","2C","723","JS","19","1",3.14,30.7,0.1,0.2,0.762,0.253,0.135,NA,NA,0.042993631,0.874074074,0.037579618,0.533596838,307,NA
"5078","723_19_CB","Ficinia deusta","CYPERACEAE",-32.44073,19.1944,"Cederberg","3L","723","JS","19","3",2.7,18.6,0.05,0.05,0.515,0.192,0.088,0.21,0.156,0.032592593,1.181818182,0.038518519,0.458333333,372,0.346153846
"5079","723_19_CB","Ficinia deusta","CYPERACEAE",-32.44073,19.1944,"Cederberg","2L","723","JS","19","3",1.24,11.5,0.08,0.08,0.383,0.085,0.042,0.576,0.343,0.033870968,1.023809524,0.034677419,0.494117647,143.75,0.679300292
"5080","723_2_CB","Euryops speciosissimus","ASTERACEAE",-32.44049,19.1929,"Cederberg","3","723","JS","2","2",9.52,13.9,0.4,0.9,1.519,1.471,0.442,1.291,0.612,0.046428571,2.328054299,0.108088235,0.300475867,34.75,1.109477124
"5081","723_2_CB","Euryops speciosissimus","ASTERACEAE",-32.44049,19.1929,"Cederberg","1","723","JS","2","2",8.75,11.3,0.3,0.7,1.445,0.806,0.177,1.266,0.551,0.020228571,3.553672316,0.071885714,0.219602978,37.66666667,1.297640653
"5082","723_2_CB","Euryops speciosissimus","ASTERACEAE",-32.44049,19.1929,"Cederberg","2","723","JS","2","2",7.98,11.4,0.4,0.8,1.65,1.041,0.238,0.738,0.306,0.029824561,3.37394958,0.100626566,0.228626321,28.5,1.411764706
"5083","723_2_CB","Euryops speciosissimus","ASTERACEAE",-32.44049,19.1929,"Cederberg","5","723","JS","2","1",5.4,13.9,0.4,0.7,1.564,0.622,0.175,1.071,0.5,0.032407407,2.554285714,0.082777778,0.281350482,34.75,1.142
"5084","723_2_CB","Euryops speciosissimus","ASTERACEAE",-32.44049,19.1929,"Cederberg","4","723","JS","2","1",5.01,12.5,0.4,0.9,1.626,0.713,0.211,0.906,0.386,0.042115768,2.379146919,0.100199601,0.295932679,31.25,1.347150259
"5085","723_20_CB","Ruschia dichroa","AIZOACEAE",-32.44073,19.1944,"Cederberg","2","723","JS","20","1",4.52,5.8,0.8,1.1,7.489,2.76,0.295,0.24,0.148,0.065265487,8.355932203,0.545353982,0.106884058,7.25,0.621621622
"5086","723_20_CB","Ruschia dichroa","AIZOACEAE",-32.44073,19.1944,"Cederberg","3","723","JS","20","1",6.82,8.4,0.8,1,7.658,4.2,0.454,0.237,0.134,0.066568915,8.251101322,0.549266862,0.108095238,10.5,0.768656716
"5087","723_20_CB","Ruschia dichroa","AIZOACEAE",-32.44073,19.1944,"Cederberg","1","723","JS","20","1",4.48,5.3,0.8,1.1,8.518,2.67,0.325,0.37,0.185,0.072544643,7.215384615,0.5234375,0.121722846,6.625,1
"5088","723_20_CB","Ruschia dichroa","AIZOACEAE",-32.44073,19.1944,"Cederberg","4","723","JS","20","1",4.53,6.8,0.8,0.9,6.845,2.483,0.244,0.083,0.06,0.053863135,9.176229508,0.494260486,0.098268224,8.5,0.383333333
"5089","723_20_CB","Ruschia dichroa","AIZOACEAE",-32.44073,19.1944,"Cederberg","5","723","JS","20","1",2.44,3.5,0.7,0.8,5.48,1.004,0.111,NA,NA,0.045491803,8.045045045,0.365983607,0.110557769,5,NA
"5090","723_21_CB","Protea nitida","PROTEACEAE",-32.44073,19.1944,"Cederberg","1","723","JS","21","1",32.97,10.7,3.1,4.3,0.675,2.566,1.286,4.41,2.054,0.039005156,0.99533437,0.038823173,0.501169135,3.451612903,1.147030185
"5091","723_21_CB","Protea nitida","PROTEACEAE",-32.44073,19.1944,"Cederberg","2","723","JS","21","1",31.77,11.6,2.7,3.8,0.671,2.339,1.008,3.361,1.436,0.031728045,1.320436508,0.041894869,0.430953399,4.296296296,1.340529248
"5092","723_21_CB","Protea nitida","PROTEACEAE",-32.44073,19.1944,"Cederberg","4","723","JS","21","1",25.74,10,2.6,3.8,0.642,1.985,0.942,2.097,0.922,0.036596737,1.107218684,0.040520591,0.474559194,3.846153846,1.274403471
"5093","723_21_CB","Protea nitida","PROTEACEAE",-32.44073,19.1944,"Cederberg","5","723","JS","21","1",46.59,12.5,3.7,5,0.664,3.585,1.49,3.237,1.375,0.031981112,1.406040268,0.044966731,0.415620642,3.378378378,1.354181818
"5094","723_21_CB","Protea nitida","PROTEACEAE",-32.44073,19.1944,"Cederberg","3","723","JS","21","1",37.7,11.1,3.4,4.7,0.657,2.89,1.215,2.897,1.321,0.032228117,1.378600823,0.044429708,0.420415225,3.264705882,1.193035579
"5095","723_22_CB","Crassula atropurpurea","CRASSULACEAE",-32.44073,19.1944,"Cederberg","3","723","JS","22","3",6.11,2.4,0.9,1.3,5.323,2.418,0.311,NA,NA,0.050900164,6.774919614,0.344844517,0.128618693,2.666666667,NA
"5096","723_22_CB","Crassula atropurpurea","CRASSULACEAE",-32.44073,19.1944,"Cederberg","4","723","JS","22","3",7.49,2.5,0.9,1.4,6.094,2.892,0.417,NA,NA,0.055674232,5.935251799,0.330440587,0.144190871,2.777777778,NA
"5097","723_22_CB","Crassula atropurpurea","CRASSULACEAE",-32.44073,19.1944,"Cederberg","5","723","JS","22","5",7.26,1.9,0.8,1.1,4.243,1.86,0.208,NA,NA,0.028650138,7.942307692,0.227548209,0.111827957,2.375,NA
"5098","723_22_CB","Crassula atropurpurea","CRASSULACEAE",-32.44073,19.1944,"Cederberg","2","723","JS","22","3",6.54,2.6,0.9,1.2,4.308,1.972,0.241,NA,NA,0.036850153,7.182572614,0.264678899,0.122210953,2.888888889,NA
"5099","723_22_CB","Crassula atropurpurea","CRASSULACEAE",-32.44073,19.1944,"Cederberg","1","723","JS","22","1",7.05,4.7,1.5,2.3,5.572,2.675,0.303,NA,NA,0.042978723,7.828382838,0.336453901,0.113271028,3.133333333,NA
"5100","723_23_CB","Merxmuellera stricta","POACEAE",-32.44073,19.1944,"Cederberg","5","723","JS","23","3",3.2,22.5,0.06,0.06,0.483,0.23,0.128,0.122,0.057,0.04,0.796875,0.031875,0.556521739,375,1.140350877
"5101","723_23_CB","Merxmuellera stricta","POACEAE",-32.44073,19.1944,"Cederberg","2","723","JS","23","3",6.31,29.5,0.05,0.05,0.53,0.331,0.213,0.058,0.034,0.033755943,0.55399061,0.018700475,0.643504532,590,0.705882353
"5102","723_23_CB","Merxmuellera stricta","POACEAE",-32.44073,19.1944,"Cederberg","4","723","JS","23","3",4.98,33,0.07,0.07,0.553,0.373,0.229,0.215,0.128,0.045983936,0.628820961,0.028915663,0.613941019,471.4285714,0.6796875
"5103","723_23_CB","Merxmuellera stricta","POACEAE",-32.44073,19.1944,"Cederberg","3","723","JS","23","3",5.52,37.2,0.05,0.05,0.479,0.377,0.249,0.173,0.094,0.045108696,0.514056225,0.023188406,0.660477454,744,0.840425532
"5104","723_23_CB","Merxmuellera stricta","POACEAE",-32.44073,19.1944,"Cederberg","1","723","JS","23","3",3.8,22.9,0.05,0.05,0.419,0.233,0.142,0.213,0.117,0.037368421,0.64084507,0.023947368,0.60944206,458,0.820512821
"5105","723_24_CB","Pelargonium alternans","GERANIACEAE",-32.3247,19.17371,"Cederberg","4","723","JS","24","11",10.12,1.4,0.6,1,0.566,0.56,0.123,4.007,1.094,0.01215415,3.552845528,0.043181818,0.219642857,2.333333333,2.662705667
"5106","723_24_CB","Pelargonium alternans","GERANIACEAE",-32.3247,19.17371,"Cederberg","3","723","JS","24","11",9.87,1.5,0.5,1,0.379,0.638,0.139,3.154,0.864,0.01408308,3.589928058,0.050557244,0.217868339,3,2.650462963
"5107","723_24_CB","Pelargonium alternans","GERANIACEAE",-32.3247,19.17371,"Cederberg","2","723","JS","24","6",6.84,1.7,0.6,1.2,0.402,0.483,0.107,4.298,1.109,0.015643275,3.514018692,0.05497076,0.221532091,2.833333333,2.875563571
"5108","723_24_CB","Pelargonium alternans","GERANIACEAE",-32.3247,19.17371,"Cederberg","5","723","JS","24","10",12.09,1.5,0.6,1,0.396,0.665,0.138,3.11,0.744,0.011414392,3.81884058,0.043589744,0.207518797,2.5,3.180107527
"5109","723_24_CB","Pelargonium alternans","GERANIACEAE",-32.3247,19.17371,"Cederberg","1","723","JS","24","11",8.36,1.2,0.7,1,0.47,0.678,0.144,2.888,0.843,0.01722488,3.708333333,0.063875598,0.212389381,1.714285714,2.425860024
"5110","723_25_CB","Passerina glomerata","THYMELAEACEAE",-32.3247,19.17371,"Cederberg","3","723","JS","25","200",3.31,0.29,0.08,0.08,0.422,0.16,0.103,0.63,0.423,0.031117825,0.553398058,0.017220544,0.64375,3.625,0.489361702
"5111","723_25_CB","Passerina glomerata","THYMELAEACEAE",-32.3247,19.17371,"Cederberg","5","723","JS","25","190",3.95,0.27,0.08,0.09,0.494,0.191,0.126,0.664,0.418,0.031898734,0.515873016,0.016455696,0.659685864,3.375,0.588516746
"5112","723_25_CB","Passerina glomerata","THYMELAEACEAE",-32.3247,19.17371,"Cederberg","2","723","JS","25","190",3.46,0.27,0.08,0.08,0.451,0.152,0.109,0.654,0.438,0.03150289,0.394495413,0.012427746,0.717105263,3.375,0.493150685
"5113","723_25_CB","Passerina glomerata","THYMELAEACEAE",-32.3247,19.17371,"Cederberg","4","723","JS","25","210",3.62,0.28,0.08,0.08,0.503,0.153,0.102,0.581,0.421,0.028176796,0.5,0.014088398,0.666666667,3.5,0.380047506
"5114","723_25_CB","Passerina glomerata","THYMELAEACEAE",-32.3247,19.17371,"Cederberg","1","723","JS","25","210",2.93,0.25,0.07,0.07,0.48,0.127,0.09,0.404,0.269,0.030716724,0.411111111,0.012627986,0.708661417,3.571428571,0.501858736
"5115","723_26_CB","Metalasia dregeana","ASTERACEAE",-32.3247,19.17371,"Cederberg","2","723","JS","26","100",4.53,0.79,0.11,0.12,0.442,0.25,0.137,1.017,0.644,0.030242826,0.824817518,0.024944812,0.548,7.181818182,0.579192547
"5116","723_26_CB","Metalasia dregeana","ASTERACEAE",-32.3247,19.17371,"Cederberg","3","723","JS","26","100",5.67,0.8,0.1,0.1,0.381,0.285,0.158,0.35,0.222,0.027865961,0.803797468,0.022398589,0.554385965,8,0.576576577
