NewUID,sample_id,replicate,ScientificName_WFO,twig_fwc,trait_ratio,twig_fresh_g,comp1_dev,twig_dry_g,comp2_dev,suspected_bad,cv,flag_high_cv,confidence
816_9_cape_point,816_9_cape_point_c,2,Euryops abrotanifolius,1.176470588,0.43843624394792313,0.074,0.5655971758542249,0.034,1.3325753390868709,twig_dry_g,0.40764610051564026,FALSE,ratio_only
703_14_baviaanskloof,703_14_baviaanskloof_JL,3,Barleria obtusa,0.756756757,0.4288852612890542,0.26,0.5185420750327039,0.148,1.1326377685781186,twig_dry_g,0.4274699943645668,FALSE,ratio_only
731_5_htr,731_5_htr_HKM,2,Helichrysum obtusum,0.380952381,0.42876847303569987,0.029,0.9493739269300319,0.021,0.49032562658308076,twig_fresh_g,0.4077986399003627,FALSE,ratio_only
705_5_langeberg,705_5_langeberg_CM,2,Lachnaea penicillata,0.255813953,0.4283964806422338,0.054,1.959358015502654,0.043,1.6071582468353527,twig_fresh_g,0.3214844031857633,FALSE,ratio_only
626_8_hangklip,626_8_hangklip_TEM,1,Microdon dubius,0.486486486,0.4256017860717182,0.055,2.215819767412962,0.037,1.6609113539544549,twig_fresh_g,0.4523913185569017,FALSE,ratio_only
703_1_baviaanskloof,703_1_baviaanskloof_JL,3,Grewia robusta,0.664268585,0.42311506425077433,0.694,1.1327301631499196,0.417,1.7497072630577883,twig_dry_g,0.5016494737900905,FALSE,ratio_only
813_12_htr,813_12_htr_MAL,4,Drosanthemum floribundum,0.454545455,0.4204314960493189,0.128,0.7905466343710503,0.088,1.2499782530083476,twig_dry_g,0.3175312878175665,FALSE,ratio_only
819_82_htr,819_82_htr_RDG,3,Othonna hederifolia,8.5,0.41975308641975306,0.038,0.1614634226941162,0.004,1,twig_dry_g,0.4901146921846053,FALSE,ratio_only
621_37_hangklip,621_37_hangklip_CC,3,Erica perspicua,0.491666667,0.41923363127591035,0.179,1.417051030716492,0.12,0.9196578916823964,twig_fresh_g,0.3173030103092272,FALSE,ratio_only
725_7_cape_point,725_7_cape_point_a,3,Stilbe ericoides,0.626865672,0.4141211046132281,0.109,1.446256229889564,0.067,2.0660891904577725,twig_dry_g,0.45737947205992197,FALSE,ratio_only
804_30_cape_point,804_30_cape_point_a,3,Aristea africana,0.4,0.40816326530612246,0.035,0.040641984497345594,0.025,0.12029423371771204,twig_dry_g,0.4729940393273697,FALSE,ratio_only
703_13_langeberg,703_13_langeberg_EFG,3,Senecio crassulifolius,1.978723404,0.4046288841428881,1.26,0.38407556943662846,0.423,1.3713670276218672,twig_dry_g,0.4587016773191098,FALSE,ratio_only
703_13_langeberg,703_13_langeberg_EFG,4,Senecio crassulifolius,1.973890339,0.4036405713276726,1.139,0.23841958275746156,0.383,1.2280537564268745,twig_dry_g,0.4587016773191098,FALSE,ratio_only
626_14_hangklip,626_14_hangklip_CC,5,Centella restioides,0.648809524,0.38136132333413214,0.277,0.441316824077693,0.168,1.222392421336448,twig_dry_g,0.3409454897703963,FALSE,ratio_only
628_10_hangklip,628_10_hangklip_HKM,4,Erica intonsa,0.230769231,0.3784772106880884,0.048,1.7142455176661224,0.039,1.3293076252529599,twig_fresh_g,0.4906766969706633,FALSE,ratio_only
807_26_htr,807_26_htr_HKM,3,Eriocephalus namaquensis,0.162094763,0.37756959712685084,0.466,0.9527974786011004,0.401,0.6789710606673828,twig_fresh_g,0.3373920003218028,FALSE,ratio_only
629_10_hangklip,629_10_hangklip_EFG,5,Ficinia oligantha,0.548387097,0.37603686647131,0.048,0.6724253419714956,0.031,0,twig_fresh_g,0.32283609125531953,FALSE,ratio_only
807_14_htr,807_14_htr_HKM,5,Oxalis obtusa,1.75,0.37499999997321426,0.011,0.6280312226130423,0.004,0.41503749927884376,twig_fresh_g,0.5016001606023301,FALSE,ratio_only
806_29_htr,806_29_htr_EPO,3,Hirpicium alienatum,0.173333333,0.365131809543074,0.176,0.35755200461808384,0.15,0.028569152196770954,twig_fresh_g,0.46859408082043663,FALSE,ratio_only
723_4_baviaanskloof,723_4_baviaanskloof_TEM,3,Osteospermum junceum,12.23195876,0.3636544030658476,2.567,0.2768312844425465,0.194,1.0921182019884315,twig_dry_g,0.48190058082660453,FALSE,ratio_only
721_10_baviaanskloof,721_10_baviaanskloof_HK,1,Crassula biplanata,0.470588235,0.347474444640678,0.075,0.6103850976010631,0.051,0.05771549785628713,twig_fresh_g,0.4898509148885251,FALSE,ratio_only
724_3_cederberg,724_3_cederberg_SM,3,Chrysocoma ciliata,0.206896552,0.33418754590380284,0.105,1.7875916672361742,0.087,1.3867792392373302,twig_fresh_g,0.37750719258053717,FALSE,ratio_only
814_10_cape_point,814_10_cape_point_a,4,Myrica cordifolia,0.39869281,0.3076466455798957,0.214,1.3800665309388847,0.153,0.7026140893754292,twig_fresh_g,0.3701651210518949,FALSE,ratio_only
723_8_cederberg,723_8_cederberg_JS,4,Pentameris eriostoma,0.297297297,0.3073943615132222,0.192,0.8988532765431003,0.148,0.2983412745697465,twig_fresh_g,0.39477846651416,FALSE,ratio_only
731_29_cederberg,731_29_cederberg_SM,4,Crassula atropurpurea,0.421052632,0.2574085463329404,0.189,0.5566986485024348,0.133,0.44795212175157917,twig_fresh_g,0.4837196973577335,FALSE,ratio_only
627_14_hangklip,627_14_hangklip_CM,2,Anthospermum galioides,0.233766234,0.23122529667139974,0.095,1.9458442299530945,0.077,1.2410080995037949,twig_fresh_g,0.4993961070527212,FALSE,ratio_only
730_9_htr,730_9_htr_RDG,3,Oxalis flava,0.47826087,0.2022192030520822,0.034,1.4823927670806085,0.023,0.5639008851933267,twig_fresh_g,0.48209990575254985,FALSE,ratio_only
814_24_htr,814_24_htr_RDG,1,Lampranthus watermeyeri,0.241758242,0.17876877088008372,0.113,1.6856325915044066,0.091,0.6317567122000974,twig_fresh_g,0.489565526568423,FALSE,ratio_only
811_5_htr,811_5_htr_HKM,4,Searsia lancea,0.101694915,0.15149619255277955,0.325,0.3887194137701456,0.295,0.1849804158913227,twig_fresh_g,0.4583015435257168,FALSE,ratio_only
704_31_langeberg,704_31_langeberg_TEM,3,Ocotea bullata,0.163147793,0.1255492010644314,0.606,1.0130347050544357,0.521,0.1447854391638042,twig_fresh_g,0.4946302586181247,FALSE,ratio_only
