NewUID,sample_id,replicate,ScientificName_WFO,fwc,trait_ratio,leaf_fresh_wgt_g,comp1_dev,leaf_dry_wgt_g,comp2_dev,suspected_bad,cv,flag_high_cv,confidence
806_22_cape_point,806_22_cape_point_b,1,Roepera spinosa,57.82352941,12.277042709524247,6,3.476605322630738,0.102,0.07996830470341515,leaf_fresh_wgt_g,1.5457573930252348,TRUE,both
725_48_cape_point,725_48_cape_point_c,1,Lobelia pinifolia,27.33333333,12.26823403524159,0.68,2.8624964762500653,0.024,0.29768054864068516,leaf_fresh_wgt_g,1.3681948251991465,TRUE,both
709_22_baviaanskloof,709_22_baviaanskloof_TEM,2,Senecio linifolius,81.2195122,8.52804255032683,3.371,2.4533458654997533,0.041,0.5128127149653207,leaf_fresh_wgt_g,1.2385269619165729,TRUE,both
703_18_langeberg,703_18_langeberg_EFG,3,Restio stokoei,7.453,8.249466757009083,8.453,3.1005356735347642,1,0.9601597354682089,leaf_fresh_wgt_g,1.0859331632388578,TRUE,both
819_93_htr,819_93_htr_RDG,3,Anthospermum aethiopicum,10.45454545,6.835605947152834,0.126,0.457348304136808,0.011,2.6280312226130422,leaf_dry_wgt_g,1.1441361376424013,TRUE,both
625_12_hangklip,625_12_hangklip_ET,4,Schoenus gracillimus,2.913043478,6.0269865103634395,0.36,0.914424268293926,0.092,0.3953012812175816,leaf_fresh_wgt_g,1.0743494828977678,TRUE,both
620_9_hangklip,620_9_hangklip_HKM,5,Carpobrotus acinaciformis,10.98717949,5.39788102712212,2.805,0.8024236330312312,0.234,2.707064108452344,leaf_dry_wgt_g,0.9063685481078692,TRUE,both
716_4_baviaanskloof,716_4_baviaanskloof_DEB,1,Smelophyllum capense,3.225454545,4.438853015621331,1.162,0.42583803088044175,0.275,0.8639384504239711,leaf_dry_wgt_g,0.9253433207908116,TRUE,both
622_26_hangklip,622_26_hangklip_TEM,4,Syncarpha canescens,7.604651163,4.431861887925286,0.37,1.2094533656289501,0.043,0.4440999648813067,leaf_fresh_wgt_g,0.8290352356871177,TRUE,both
705_24_langeberg,705_24_langeberg_CM,2,Corymbium glabrum,4.410334347,4.294323065525019,1.78,0.6066023113221037,0.329,0.8919037112521617,leaf_dry_wgt_g,0.9115937409026031,TRUE,both
724_13_cederberg,724_13_cederberg_SM,7,Diosma acmaephylla,4.4875,4.207031248685302,0.439,0.09157660235213991,0.08,1.1699250014423124,leaf_dry_wgt_g,0.5906393834842584,TRUE,both
625_12_hangklip,625_12_hangklip_EFG,5,Restio debilis,4.518867925,4.167579677117948,0.585,1.649260994215529,0.106,0.26031490448020184,leaf_fresh_wgt_g,0.9285459598500982,TRUE,both
816_21_cape_point,816_21_cape_point_c,3,Erica axillaris,4.191489362,4.051874958032622,0.244,0.0944022247156221,0.047,1.4340958350945285,leaf_dry_wgt_g,0.8760804550132016,TRUE,both
724_9_cederberg,724_9_cederberg_SM,6,Solanum tomentosum,2.994845361,4.0492696699828885,0.775,0.4661955395528072,0.194,0.6715501857172469,leaf_dry_wgt_g,0.6879824651743393,TRUE,both
628_19_hangklip,628_19_hangklip_HKM,3,Merciera tenuifolia,4.0625,4.029118735162702,0.162,0.4091126653217386,0.032,0.9772799234999165,leaf_dry_wgt_g,0.8543357073443458,TRUE,both
724_9_cederberg,724_9_cederberg_SM,3,Solanum tomentosum,2.897660819,3.9178684218795885,1.333,1.2486041044801806,0.342,0.2108381947083656,leaf_fresh_wgt_g,0.6879824651743393,TRUE,both
724_15_cederberg,724_15_cederberg_SM,8,Aspalathus polycephala,3.68125,3.911328123288794,0.749,2.807354922057604,0.16,1.415037499278844,leaf_fresh_wgt_g,0.6584355566416954,TRUE,both
724_15_cederberg,724_15_cederberg_SM,9,Aspalathus polycephala,3.64321608,3.870917083306474,0.924,3.1102820550149106,0.199,1.7297340249351305,leaf_fresh_wgt_g,0.6584355566416954,TRUE,both
724_15_cederberg,724_15_cederberg_SM,10,Aspalathus polycephala,3.541899441,3.76326815441607,0.813,2.925644555673881,0.179,1.576925181655738,leaf_fresh_wgt_g,0.6584355566416954,TRUE,both
703_18_langeberg,703_18_langeberg_EFG,5,Restio stokoei,3.347862531,3.705632719243364,5.187,2.3959725933199523,1.193,1.21475377850135,leaf_fresh_wgt_g,1.0859331632388578,TRUE,both
625_17_hangklip,625_17_hangklip_EFG,5,Edmondia sesamoides,3.8,3.5076923087715977,0.168,1.1634987322828796,0.035,0.08017034868398316,leaf_fresh_wgt_g,0.7102273784898442,TRUE,both
724_9_cederberg,724_9_cederberg_SM,5,Solanum tomentosum,2.561904762,3.4638994671455863,0.748,0.415037499278844,0.21,0.5572175102382518,leaf_dry_wgt_g,0.6879824651743393,TRUE,both
723_1_cape_point,723_1_cape_point_c,1,Struthiola ciliata,2.444444444,3.449344079510818,0.062,0.19930880822340638,0.018,0.8073549220576042,leaf_dry_wgt_g,0.8256133659872855,TRUE,both
729_8_cederberg,729_8_cederberg_DEB,7,Ruschia aspera,5.751072961,3.4456859554977552,1.573,0.43318871587404395,0.233,0.11599329506481991,leaf_fresh_wgt_g,0.7020577727383197,TRUE,both
729_8_cederberg,729_8_cederberg_DEB,4,Ruschia aspera,5.744186047,3.441559744092085,1.45,0.31572294536065404,0.215,0.11599329506482013,leaf_fresh_wgt_g,0.7020577727383197,TRUE,both
705_17_langeberg,705_17_langeberg_CM,4L,Tetraria fimbriolata,3.285714286,3.3184079613295467,0.06,1.9132883668066694,0.014,3.0255350921071376,leaf_dry_wgt_g,0.5826733830691295,TRUE,both
724_4_cederberg,724_4_cederberg_SM,10,Ficinia bulbosa,1.796610169,3.212761715790736,0.165,1.5284955490621275,0.059,2.443786437760462,leaf_dry_wgt_g,0.5729862907319718,TRUE,both
