NewUID,sample_id,replicate,ScientificName_WFO,fwc,trait_ratio,leaf_fresh_wgt_g,comp1_dev,leaf_dry_wgt_g,comp2_dev,suspected_bad,cv,flag_high_cv,confidence
821_14_htr,821_14_htr_RDG,1,Septulina glauca,0.869866323,0.40490754751322106,1.161,0.42710256511234235,0.6209,0.32766122442379364,leaf_fresh_wgt_g,0.5108194983131121,TRUE,both
724_13_cederberg,724_13_cederberg_SM,10,Diosma acmaephylla,1.005555556,0.4028435749366169,0.361,0.28222210264818726,0.18,0.12553088208385882,leaf_fresh_wgt_g,0.5906393834842584,TRUE,both
724_13_cederberg,724_13_cederberg_SM,9,Diosma acmaephylla,1,0.40061791964940113,0.3,0.5492584390394774,0.15,0.2630344058337938,leaf_fresh_wgt_g,0.5906393834842584,TRUE,both
724_14_cederberg,724_14_cederberg_SM,10,Othonna quinquedentata,1.281437126,0.3967487225038043,0.762,1.4659573304604363,0.334,0.3678397666150458,leaf_fresh_wgt_g,0.5325178828460101,TRUE,both
818_41_htr,818_41_htr_EPO,3,Gymnodiscus capillaris,7.8,0.3957716701568058,0.044,1.288761230952163,0.005,0,leaf_fresh_wgt_g,0.5040596719444969,TRUE,both
716_4_baviaanskloof,716_4_baviaanskloof_DEB,3,Smelophyllum capense,0.76290631,0.3896523051121556,0.922,0.09535697391440055,0.523,0.4741610815750133,leaf_dry_wgt_g,0.9253433207908116,TRUE,both
724_14_cederberg,724_14_cederberg_SM,7,Othonna quinquedentata,1.236585366,0.38286206499951153,0.917,1.198826594358704,0.41,0.07206395958365211,leaf_fresh_wgt_g,0.5325178828460101,TRUE,both
705_24_langeberg,705_24_langeberg_CM,4,Corymbium glabrum,0.520694259,0.3784641872424494,1.139,0.23446525363702297,0.749,0.6524895045488093,leaf_dry_wgt_g,0.9115937409026031,TRUE,both
724_4_cederberg,724_4_cederberg_SM,2,Ficinia bulbosa,0.559210526,0.37124060127539965,0.711,1.5137038175513344,0.456,2.2937312030567103,leaf_dry_wgt_g,0.5729862907319718,TRUE,both
727_21_cape_point,727_21_cape_point_b,2,Pentameris curvifolia,0.491176471,0.3702105991906083,0.507,0.911700474250835,0.34,1.5452047914834217,leaf_dry_wgt_g,0.46266177965311855,TRUE,both
625_10_hangklip,625_10_hangklip_EFG,2,Erica ericoides,0.460606061,0.36827229735009703,0.241,0.4180275418846555,0.165,0.20645087746742652,leaf_fresh_wgt_g,0.5680252806074209,TRUE,both
724_15_cederberg,724_15_cederberg_SM,7,Aspalathus polycephala,0.941176471,0.3653979240009037,0.099,2.8382489300033877,0.051,1.6495027529158668,leaf_fresh_wgt_g,0.6584355566416954,TRUE,both
724_4_cederberg,724_4_cederberg_SM,1,Ficinia bulbosa,0.545454545,0.362108479435524,0.595,1.2567439261272249,0.385,2.0495558244742322,leaf_dry_wgt_g,0.5729862907319718,TRUE,both
703_18_langeberg,703_18_langeberg_EFG,2,Restio stokoei,0.786585366,0.36014314233787914,0.293,3.488895742972502,0.164,2.364401608183302,leaf_fresh_wgt_g,1.0859331632388578,TRUE,both
729_8_cederberg,729_8_cederberg_DEB,9,Ruschia aspera,1.669064748,0.34987267915445996,0.371,1.6520766965796931,0.139,0.7452450719307726,leaf_fresh_wgt_g,0.7020577727383197,TRUE,both
716_4_baviaanskloof,716_4_baviaanskloof_DEB,2,Smelophyllum capense,0.690376569,0.3461956398125365,0.808,0.3669280795267135,0.478,0.26062187175840257,leaf_fresh_wgt_g,0.9253433207908116,TRUE,both
724_14_cederberg,724_14_cederberg_SM,4,Othonna quinquedentata,1.117647059,0.3460372997405914,0.468,2.169239798370354,0.221,0.9636414996976665,leaf_fresh_wgt_g,0.5325178828460101,TRUE,both
824_10_htr,824_10_htr_RDG,3,Hermannia althaeifolia,0.355140187,0.34420346323348966,0.609,0.18745365441727038,0.4494,0.40650207996771887,leaf_dry_wgt_g,0.5150789892628339,TRUE,both
820_13_htr,820_13_htr_MAL,1,Arctotheca calendula,3.299212598,0.3440306104617445,0.546,1.869054267167311,0.127,0.47074693186513145,leaf_fresh_wgt_g,0.512898351501607,TRUE,both
816_21_cape_point,816_21_cape_point_c,2,Erica axillaris,0.892857143,0.33268729989574186,0.212,0.3832152156715077,0.112,0.24511249783653138,leaf_fresh_wgt_g,0.8760804550132016,TRUE,both
711_1_baviaanskloof,711_1_baviaanskloof_TEM,3,Erica umbelliflora,0.386363636,0.32909174316812545,0.061,0.6238515141147511,0.044,0.0324214776923775,leaf_fresh_wgt_g,0.5945415492834792,TRUE,both
703_18_langeberg,703_18_langeberg_EFG,1,Restio stokoei,0.707964602,0.32414612253066755,0.579,2.5062330594055133,0.339,1.3168121496650418,leaf_fresh_wgt_g,1.0859331632388578,TRUE,both
620_9_hangklip,620_9_hangklip_HKM,2,Carpobrotus acinaciformis,1.464404894,0.3206318119560411,4.431,0.14279207704144112,1.798,0.8792244133197328,leaf_dry_wgt_g,0.9063685481078692,TRUE,both
724_4_cederberg,724_4_cederberg_SM,8,Ficinia bulbosa,0.482866044,0.3205581300342576,0.476,0.9348158312398626,0.321,1.7872706760142718,leaf_dry_wgt_g,0.5729862907319718,TRUE,both
724_4_cederberg,724_4_cederberg_SM,6,Ficinia bulbosa,0.479411765,0.31826495321924714,0.503,1.014412657737446,0.34,1.8702321250296705,leaf_dry_wgt_g,0.5729862907319718,TRUE,both
629_3_hangklip,629_3_hangklip_EFG,2,Elegia capensis,0.351955307,0.31483589648192767,0.242,0.26353111612993435,0.179,0.3545327603192899,leaf_dry_wgt_g,0.41469192550721795,TRUE,both
724_4_cederberg,724_4_cederberg_SM,4,Ficinia bulbosa,0.468864469,0.31126296679943216,0.802,1.6874564943868393,0.546,2.553598329811821,leaf_dry_wgt_g,0.5729862907319718,TRUE,both
723_15_cape_point,723_15_cape_point_c,1,Diastella divaricata,1.380952381,0.3087843833100134,0.05,1.713695814843359,0.021,0.36257007938470803,leaf_fresh_wgt_g,0.737628459137144,TRUE,both
724_15_cederberg,724_15_cederberg_SM,1,Aspalathus polycephala,0.784313725,0.30449826967722365,0.091,2.9598109098843013,0.051,1.6495027529158668,leaf_fresh_wgt_g,0.6584355566416954,TRUE,both
724_15_cederberg,724_15_cederberg_SM,2,Aspalathus polycephala,0.783333333,0.3041176469007889,0.107,2.7261385636818507,0.06,1.415037499278844,leaf_fresh_wgt_g,0.6584355566416954,TRUE,both
724_15_cederberg,724_15_cederberg_SM,5,Aspalathus polycephala,0.777777778,0.3019607843715802,0.08,3.145677455195635,0.045,1.8300749985576876,leaf_fresh_wgt_g,0.6584355566416954,TRUE,both
803_15_cape_point,803_15_cape_point_b,1,Robsonodendron maritimum,0.590106007,0.30086517164326587,0.9,0.19954148220841053,0.566,0.7079467006946683,leaf_dry_wgt_g,0.5415339465890235,TRUE,both
620_9_hangklip,620_9_hangklip_HKM,3,Carpobrotus acinaciformis,1.328799809,0.2909410452205927,9.76,1.1220948696448219,4.191,2.1001259139359045,leaf_dry_wgt_g,0.9063685481078692,TRUE,both
806_20_htr,806_20_htr_EPO,3,Stipagrostis namaquensis,0.211111111,0.29090465036512747,0.109,1.2514064035809545,0.09,0.7981657506029436,leaf_fresh_wgt_g,0.5118842552133311,TRUE,both
724_15_cederberg,724_15_cederberg_SM,4,Aspalathus polycephala,0.74,0.2872941176200194,0.087,3.0246620542342693,0.05,1.6780719051126376,leaf_fresh_wgt_g,0.6584355566416954,TRUE,both
805_8_htr,805_8_htr_MAL,3,Pteronia glabrata,8.880597015,0.28703202888272217,0.662,1.7309600432235486,0.067,0.042435266320396646,leaf_fresh_wgt_g,0.5472891542658648,TRUE,both
819_93_htr,819_93_htr_RDG,2,Anthospermum aethiopicum,1.620253165,0.27246848192644474,0.207,0.6436384080487636,0.079,1.2163179069267633,leaf_dry_wgt_g,1.1441361376424013,TRUE,both
804_16_cape_point,804_16_cape_point_a,2,Roella triflora,0.333333333,0.2533333330192,0.024,1.8744691179161408,0.018,1.0780025120012733,leaf_fresh_wgt_g,1.7753158074260325,TRUE,both
802_1_cederberg,802_1_cederberg_JL,4,Asparagus retrofractus,0.484085862,0.24260996124556528,0.401,0.7226459228491395,0.2702,1.7273866173541887,leaf_dry_wgt_g,0.4383639101359817,TRUE,both
807_7_htr,807_7_htr_HKM,3,Felicia brevifolia,0.357142857,0.24053339327551213,0.038,1.2598671267551107,0.028,0.5676845092893205,leaf_fresh_wgt_g,0.6893913508739385,TRUE,both
819_93_htr,819_93_htr_RDG,1,Anthospermum aethiopicum,1.438596491,0.23828082552248844,0.139,0.2604372943477544,0.057,0.3410369178350672,leaf_dry_wgt_g,1.1441361376424013,TRUE,both
721_10_baviaanskloof,721_10_baviaanskloof_HK,3,Crassula biplanata,7.297297297,0.22823226791805007,0.307,2.200407427227085,0.037,0.49098635251214257,leaf_fresh_wgt_g,1.4121983537006801,TRUE,both
709_22_baviaanskloof,709_22_baviaanskloof_TEM,1,Senecio linifolius,9.810344828,0.21690673982629652,0.627,1.664417512257041,0.058,0.21412480535284734,leaf_fresh_wgt_g,1.2385269619165729,TRUE,both
729_8_cederberg,729_8_cederberg_DEB,6,Ruschia aspera,1.014634146,0.2126896319918066,0.826,0.497354101781051,0.41,0.9312872499159857,leaf_dry_wgt_g,0.7020577727383197,TRUE,both
709_22_baviaanskloof,709_22_baviaanskloof_TEM,3,Senecio linifolius,9.237288136,0.2029507336951807,0.604,1.7266580174195487,0.059,0.2532864292822315,leaf_fresh_wgt_g,1.2385269619165729,TRUE,both
729_8_cederberg,729_8_cederberg_DEB,8,Ruschia aspera,0.96692607,0.20268897001184094,1.011,0.20578479129748187,0.514,1.257431699604418,leaf_dry_wgt_g,0.7020577727383197,TRUE,both
723_1_cape_point,723_1_cape_point_c,2,Struthiola ciliata,0.35483871,0.20236346236227973,0.042,0.6076825772212398,0.031,0.3103401206121505,leaf_fresh_wgt_g,0.8256133659872855,TRUE,both
703_3_langeberg,703_3_langeberg_EFG,4,Leucadendron spissifolium,0.242937853,0.19096271415102453,0.22,0.7789731206877817,0.177,0.2387868595871162,leaf_fresh_wgt_g,0.664072258914473,TRUE,both
729_8_cederberg,729_8_cederberg_DEB,5,Ruschia aspera,0.909090909,0.1905654482894832,0.273,2.0945949322806436,0.143,0.7043148078758908,leaf_fresh_wgt_g,0.7020577727383197,TRUE,both
810_19_cape_point,810_19_cape_point_b,3,Schoenus exilis,0.184782609,0.1869312440122819,0.109,1.376473918054956,0.092,0.3953012812175816,leaf_fresh_wgt_g,0.5654862065447969,TRUE,both
721_20_cape_point,721_20_cape_point_b,2,Elegia filacea,0.255813953,0.18577843272408323,0.108,0.7803878744573346,0.086,0.14086253583984942,leaf_fresh_wgt_g,0.6453980159480465,TRUE,both
729_8_cederberg,729_8_cederberg_DEB,10,Ruschia aspera,0.882067851,0.18490082101080177,1.165,0.001237833658853792,0.619,1.5256027496248044,leaf_dry_wgt_g,0.7020577727383197,TRUE,both
725_48_cape_point,725_48_cape_point_c,3,Lobelia pinifolia,2.541666667,0.17380332143798283,0.085,2.2016338611696504,0.024,0.29768054864068516,leaf_fresh_wgt_g,1.3681948251991465,TRUE,both
723_14_cape_point,723_14_cape_point_c,3,Penaea mucronata,1.086956522,0.1524508611853119,0.048,2.6558288314408007,0.023,0.5849625007211563,leaf_fresh_wgt_g,1.4062603313266981,TRUE,both
701_13_baviaanskloof,701_13_baviaanskloof_KE,3,Aristida congesta,1,0.13880855986440277,0.046,1.0310268956206246,0.023,0.4360991148066733,leaf_fresh_wgt_g,1.4442793024379545,TRUE,both
729_24_cape_point,729_24_cape_point_b,2,Passerina corymbosa,0.112676056,0.1332429061494166,0.158,1.3201007418363557,0.142,0.5917198668964649,leaf_fresh_wgt_g,0.7040466073160302,TRUE,both
702_45_baviaanskloof,702_45_baviaanskloof_DEB,1,Dodonaea viscosa,1.734177215,0.12924137543312458,0.216,3.257387842692652,0.079,1.0493660773209796,leaf_fresh_wgt_g,1.4375146995406705,TRUE,both
725_48_cape_point,725_48_cape_point_c,2,Lobelia pinifolia,1.914285714,0.1281530185233292,0.102,1.906890595608519,0.035,0.5443205162238104,leaf_fresh_wgt_g,1.3681948251991465,TRUE,both
721_28_cape_point,721_28_cape_point_b,2,Tetraria flexuosa,1.933333333,0.12688543463360627,0.132,2.104082462819824,0.045,0.4739311883324124,leaf_fresh_wgt_g,1.4590647436196886,TRUE,both
813_8_htr,813_8_htr_MAL,2,Asparagus capensis,1.252525253,0.12199921295652597,0.223,0.29310525972160856,0.099,1.219965683941908,leaf_dry_wgt_g,1.4475481057255097,TRUE,both
721_42_cape_point,721_42_cape_point_b,2,Metalasia muricata,1.333333333,0.11598224993166217,0.112,2.7356768981976334,0.048,0.4037221860510097,leaf_fresh_wgt_g,1.489317520621417,TRUE,both
723_14_cape_point,723_14_cape_point_c,2,Penaea mucronata,0.838709677,0.1156202299313245,0.057,2.38627850629742,0.031,0.02345897282398896,leaf_fresh_wgt_g,1.4062603313266981,TRUE,both
729_22_cape_point,729_22_cape_point_b,3,Leucadendron coniferum,1.565217391,0.11482925377684561,0.118,2.5890321650302033,0.046,0.5849625007211563,leaf_fresh_wgt_g,1.4874447321487767,TRUE,both
702_45_baviaanskloof,702_45_baviaanskloof_DEB,3,Dodonaea viscosa,1.505319149,0.1112368663493747,0.471,2.040769605802298,0.188,0.7864045269007109,leaf_fresh_wgt_g,1.4375146995406705,TRUE,both
813_8_htr,813_8_htr_MAL,1,Asparagus capensis,1.133333333,0.10975251879528593,0.16,0.41616416473312795,0.075,0.4606343657189543,leaf_dry_wgt_g,1.4475481057255097,TRUE,both
726_10_baviaanskloof,726_10_baviaanskloof_ASH,4,Cotyledon woodii,1.5,0.09664780148187459,1.105,1.145788095560802,0.442,1.578449193762482,leaf_dry_wgt_g,0.5885029688945818,TRUE,both
701_13_baviaanskloof,701_13_baviaanskloof_KE,2,Aristida congesta,0.708333333,0.09637188204081633,0.041,1.2349050326499966,0.024,0.5405683813627028,leaf_fresh_wgt_g,1.4442793024379545,TRUE,both
721_28_cape_point,721_28_cape_point_b,3,Tetraria flexuosa,1.473684211,0.0952813067467164,0.235,1.1347103088582544,0.095,1.3410369178350672,leaf_dry_wgt_g,1.4590647436196886,TRUE,both
729_22_cape_point,729_22_cape_point_b,1,Leucadendron coniferum,1.150537634,0.08314236001053599,0.2,1.7420062108667362,0.093,1.031364170909335,leaf_fresh_wgt_g,1.4874447321487767,TRUE,both
804_18_cape_point,804_18_cape_point_a,2,Pentameris curvifolia,0.68,0.08237669456119402,0.084,2.3906807861416532,0.05,0.3400754415976219,leaf_fresh_wgt_g,1.5740919540948324,TRUE,both
721_42_cape_point,721_42_cape_point_b,3,Metalasia muricata,0.941176471,0.08049685206691004,0.132,2.4791678366985592,0.068,0.3459958548491926,leaf_fresh_wgt_g,1.489317520621417,TRUE,both
721_10_baviaanskloof,721_10_baviaanskloof_HK,1,Crassula biplanata,1.612903226,0.04632740538111915,0.162,3.1949392085956423,0.062,0.6504155622097723,leaf_fresh_wgt_g,1.4121983537006801,TRUE,both
804_18_cape_point,804_18_cape_point_a,3,Pentameris curvifolia,0.366666667,0.04359148555427845,0.041,3.4941970367979738,0.03,0.7224660244710913,leaf_fresh_wgt_g,1.5740919540948324,TRUE,both
723_8_cape_point,723_8_cape_point_c,2,Pelargonium gibbosum,0.123809524,0.013179063384507339,0.472,0.5163208351160253,0.42,3.691877704637668,leaf_dry_wgt_g,0.8589950095763653,TRUE,both
730_13_cederberg,730_13_cederberg_JS,4,Anthonya contracta,2.542372881,2.093243286745204,0.209,0.5918488863063961,0.059,1.1672055000887205,leaf_dry_wgt_g,0.3855729879107199,FALSE,ratio_only
620_38_hangklip,620_38_hangklip_CM,1,Asparagus lignosus,0.88372093,0.49952577857378516,0.081,0.6259342817774622,0.043,0.15869774601905837,leaf_fresh_wgt_g,0.3183271279619932,FALSE,ratio_only
811_20_cape_point,811_20_cape_point_c,3,Erica gnaphaloides,0.53125,0.49461206899962845,0.049,0.38529015588479176,0.032,0.045803689613124754,leaf_fresh_wgt_g,0.3605674830560549,FALSE,ratio_only
731_5_cederberg,731_5_cederberg_SM,1c,Ficinia brevifolia,2.08617032,0.493773646212721,6.11,1.010902626535,1.9798,1.8174829881434833,leaf_dry_wgt_g,0.33546323598495803,FALSE,ratio_only
725_33_cape_point,725_33_cape_point_c,3,Cliffortia filifolia,0.764705882,0.4933586335483871,0.03,0.09310940439148147,0.017,0.44360665147561484,leaf_dry_wgt_g,0.35408007397370844,FALSE,ratio_only
731_23_cederberg,731_23_cederberg_SM,3,Ehrharta calycina,1.083333333,0.49160671449607773,0.15,0.2710271965873245,0.072,0.34974603902712464,leaf_dry_wgt_g,0.25584171888548973,FALSE,ratio_only
622_31_hangklip,622_31_hangklip_TEM,5,Brunia fragarioides,0.608108108,0.4910773350453898,0.238,0.23960855691298288,0.148,0.2728154266263793,leaf_dry_wgt_g,0.2598914562906976,FALSE,ratio_only
701_5_baviaanskloof,701_5_baviaanskloof_KE,3,Megathyrsus maximus,1.05,0.4909090908835892,0.082,0.4626269577971038,0.04,0.15200309344505006,leaf_fresh_wgt_g,0.36253174667390864,FALSE,ratio_only
621_9_hangklip,621_9_hangklip_CC,2,Lobelia capillifolia,1.083333333,0.49058029988348356,0.35,0.2913397750539394,0.168,0.8687554667217475,leaf_dry_wgt_g,0.33488724167607564,FALSE,ratio_only
731_4_htr,731_4_htr_HKM,3,Tenaxia stricta,0.381944444,0.483309178046743,0.199,0.5021983003227226,0.144,0.8661442532652094,leaf_dry_wgt_g,0.3639488649986055,FALSE,ratio_only
726_31_cederberg,726_31_cederberg_EFG,4,Cannomois virgata,0.348623853,0.46947887428408686,0.882,0.037935985392647247,0.654,0.22515250452168872,leaf_dry_wgt_g,0.3270775073775577,FALSE,ratio_only
814_9_cape_point,814_9_cape_point_a,4,Restio eleocharis,0.484899329,0.46550335569103884,0.885,1.1426811069980254,0.596,0.7233459848770782,leaf_fresh_wgt_g,0.3218583362470308,FALSE,ratio_only
725_21_cederberg,725_21_cederberg_JL,3,Pentameris macrocalycina,0.256544503,0.44987173584758505,0.24,0.4474589769712214,0.191,0.6947857786739076,leaf_dry_wgt_g,0.32321751381788516,FALSE,ratio_only
821_6_htr,821_6_htr_RDG,1,Lachenalia obscura,2.709981168,0.4461993268326902,0.197,0.835329059616159,0.0531,0.08102449685338156,leaf_fresh_wgt_g,0.3222809525202276,FALSE,ratio_only
625_7_hangklip,625_7_hangklip_EFG,4,Crassula capensis,5.62745098,0.445563166948773,0.338,0.4256690510087304,0.051,0.5639008851933263,leaf_dry_wgt_g,0.38339166997293955,FALSE,ratio_only
808_5_htr,808_5_htr_EPO,2,Ifloga glomerata,1.066666667,0.4423280423907932,0.062,0.03533307311228058,0.03,0.7776075786635518,leaf_dry_wgt_g,0.3215648942728984,FALSE,ratio_only
726_20_cederberg,726_20_cederberg_EFG,5,Erica verecunda,0.328571429,0.4410641993997671,0.372,0.3894116916033491,0.28,0.7717310123268831,leaf_dry_wgt_g,0.28074031107363,FALSE,ratio_only
629_14_hangklip,629_14_hangklip_EFG,4,Helichrysum patulum,1.208333333,0.4369083351053446,0.106,0.2720795454368008,0.048,0.6076825772212396,leaf_dry_wgt_g,0.30929692624052135,FALSE,ratio_only
622_8_hangklip,622_8_hangklip_TEM,4,Adenandra villosa,0.981132075,0.42852531420477324,0.105,0.37321732358421694,0.053,0.3356030317844391,leaf_fresh_wgt_g,0.3087504089834194,FALSE,ratio_only
628_16_hangklip,628_16_hangklip_HKM,1,Restio curviramis,0.24375,0.4104193800263609,0.199,0.5630477242927157,0.16,0.2705289423807182,leaf_fresh_wgt_g,0.33165622402011674,FALSE,ratio_only
627_9_hangklip,627_9_hangklip_CM,6,Grubbia tomentosa,0.292857143,0.400100603754914,0.181,0.7528195453670434,0.14,0.36257007938470803,leaf_fresh_wgt_g,0.3014111771883313,FALSE,ratio_only
710_5_langeberg,710_5_langeberg_CM,4,Cullumia aculeata,0.751269036,0.39994047482055395,0.345,0.6221154991386224,0.197,0.24267345238511437,leaf_fresh_wgt_g,0.3794634781218356,FALSE,ratio_only
806_22_htr,806_22_htr_EPO,4,Cephalophyllum framesii,1.732718894,0.37424875811830044,0.593,0.1921888416952302,0.217,0.778557657750169,leaf_dry_wgt_g,0.3724460566466922,FALSE,ratio_only
710_11_langeberg,710_11_langeberg_CM,2,Pentameris eriostoma,0.234624146,0.3708688072746273,0.542,0.2950614890346803,0.439,0.03998486991486785,leaf_fresh_wgt_g,0.3360986937663557,FALSE,ratio_only
812_28_cape_point,812_28_cape_point_a,3,Watsonia meriana,0.735159817,0.319708055747761,0.38,3.364203786569846,0.219,2.458832617158529,leaf_fresh_wgt_g,0.34192954933528846,FALSE,ratio_only
