NewUID,sample_id,replicate,ScientificName_WFO,succulence,trait_ratio,leaf_fresh_wgt_g,comp1_dev,leaf_area_cm2,comp2_dev,suspected_bad,cv,flag_high_cv,confidence
811_10_cape_point,811_10_cape_point_c,3,Cliffortia atrata,0.015437788,0.16489674211773558,0.151,0.3375379313443302,4.34,1.4536673829496078,leaf_area_cm2,1.204012933273193,TRUE,both
721_10_baviaanskloof,721_10_baviaanskloof_HK,3,Crassula biplanata,0.079178886,0.1611038435609454,0.307,2.200407427227085,3.41,0.518810165716229,leaf_fresh_wgt_g,1.4134805291576729,TRUE,both
729_8_cederberg,729_8_cederberg_DEB,6,Ruschia aspera,0.02060426,0.15665173027536955,0.826,0.497354101781051,20.19,1.1898915503611136,leaf_area_cm2,0.7785419178934536,TRUE,both
813_7_htr,813_7_htr_MAL,3,Hermannia cuneifolia,0.021460177,0.14358775014966024,0.294,0.12018756100954912,9.04,1.4604294020928579,leaf_area_cm2,1.3310836455184911,TRUE,both
725_48_cape_point,725_48_cape_point_c,3,Lobelia pinifolia,0.026872247,0.14089139549625962,0.085,2.2016338611696504,2.27,0.20449666783453874,leaf_fresh_wgt_g,1.3542909681472497,TRUE,both
721_28_cape_point,721_28_cape_point_b,3,Tetraria flexuosa,0.053846154,0.13663669795858277,0.235,1.1347103088582544,2.6,0.847442130527776,leaf_fresh_wgt_g,1.4089306564946213,TRUE,both
702_45_baviaanskloof,702_45_baviaanskloof_DEB,3,Dodonaea viscosa,0.020596798,0.13643466718798994,0.471,2.040769605802298,13.74,0.5023253517436101,leaf_fresh_wgt_g,1.4066618358004057,TRUE,both
702_45_baviaanskloof,702_45_baviaanskloof_DEB,1,Dodonaea viscosa,0.019797688,0.13079513224615,0.216,3.257387842692652,6.92,0.92182374258503,leaf_fresh_wgt_g,1.4066618358004057,TRUE,both
729_24_cape_point,729_24_cape_point_b,2,Passerina corymbosa,0.002435312,0.13040781384905095,0.158,1.3201007418363557,6.57,0.5486430604514205,leaf_fresh_wgt_g,0.7106224182528712,TRUE,both
729_22_cape_point,729_22_cape_point_b,1,Leucadendron coniferum,0.032035928,0.12921153551119482,0.2,1.7420062108667362,3.34,0.4708149562440906,leaf_fresh_wgt_g,1.4196501892440778,TRUE,both
721_28_cape_point,721_28_cape_point_b,2,Tetraria flexuosa,0.050877193,0.12861834872560005,0.132,2.104082462819824,1.71,0.14438990933517495,leaf_fresh_wgt_g,1.4089306564946213,TRUE,both
729_8_cederberg,729_8_cederberg_DEB,5,Ruschia aspera,0.016709512,0.12704042595351886,0.273,2.0945949322806436,7.78,0.19241326384357807,leaf_fresh_wgt_g,0.7785419178934536,TRUE,both
729_22_cape_point,729_22_cape_point_b,3,Leucadendron coniferum,0.031441048,0.1266602359062931,0.118,2.5890321650302033,2.29,0.35801290501310795,leaf_fresh_wgt_g,1.4196501892440778,TRUE,both
723_14_cape_point,723_14_cape_point_c,2,Penaea mucronata,0.022807018,0.12451497879426743,0.057,2.38627850629742,1.14,0.20602897512756072,leaf_fresh_wgt_g,1.4346468695548713,TRUE,both
723_14_cape_point,723_14_cape_point_c,3,Penaea mucronata,0.02173913,0.11833987239462665,0.048,2.6558288314408007,1.15,0.18793295059307522,leaf_fresh_wgt_g,1.4346468695548713,TRUE,both
701_13_baviaanskloof,701_13_baviaanskloof_KE,2,Aristida congesta,0.006746032,0.11434299253582451,0.041,1.2349050326499966,2.52,0.6374299206152916,leaf_fresh_wgt_g,1.3472583219408958,TRUE,both
725_45_cape_point,725_45_cape_point_c,1,Macrostylis villosa,0.030332681,0.11202371221210813,0.527,0.6216989737893254,10.22,1.4201283712024697,leaf_area_cm2,1.4626747260139359,TRUE,both
725_45_cape_point,725_45_cape_point_c,2,Macrostylis villosa,0.028961749,0.10669053733099977,0.374,0.16391197381171513,7.32,0.4743144687979273,leaf_area_cm2,1.4626747260139359,TRUE,both
721_10_baviaanskloof,721_10_baviaanskloof_HK,1,Crassula biplanata,0.051282051,0.10146307704287844,0.162,3.1949392085956423,1.95,0.6734404563809919,leaf_fresh_wgt_g,1.4134805291576729,TRUE,both
721_42_cape_point,721_42_cape_point_b,2,Metalasia muricata,0.028571429,0.09933720970480586,0.112,2.7356768981976334,2.24,0.16705966774792272,leaf_fresh_wgt_g,1.5060195405607106,TRUE,both
726_10_baviaanskloof,726_10_baviaanskloof_ASH,4,Cotyledon woodii,0.031905679,0.09098049516363199,1.105,1.145788095560802,20.78,1.6656288424793992,leaf_area_cm2,0.5946261128561817,TRUE,both
729_8_htr,729_8_htr_BHR,2L,Euphorbia mauritanica,0.031666667,0.0873563227586207,0.07,4.917158931062346,1.8,1.5081469036703252,leaf_fresh_wgt_g,1.0044727839546634,TRUE,both
721_42_cape_point,721_42_cape_point_b,3,Metalasia muricata,0.023970037,0.08267773488845762,0.132,2.4791678366985592,2.67,0.21520588074317867,leaf_fresh_wgt_g,1.5060195405607106,TRUE,both
729_8_htr,729_8_htr_BHR,1L,Euphorbia mauritanica,0.029279279,0.0807704248275862,0.166,3.6714025166603874,4.44,0.20558413364989386,leaf_fresh_wgt_g,1.0044727839546634,TRUE,both
620_4_hangklip,620_4_hangklip_HKM,2,Ficinia ramosissima,0.002439024,0.0778411923174595,0.015,1.432959407276106,0.41,0.9822979982665413,leaf_fresh_wgt_g,0.5816482627452604,TRUE,both
804_18_cape_point,804_18_cape_point_a,2,Pentameris curvifolia,0.022818792,0.07421267750700695,0.084,2.3906807861416532,1.49,0.5609570377103669,leaf_fresh_wgt_g,1.5751690390053121,TRUE,both
729_8_htr,729_8_htr_BHR,3L,Euphorbia mauritanica,0.021555556,0.05946360275862069,0.119,4.151624184699369,4.5,0.18621880878296293,leaf_fresh_wgt_g,1.0044727839546634,TRUE,both
804_18_cape_point,804_18_cape_point_a,3,Pentameris curvifolia,0.015714286,0.05052327840351969,0.041,3.4941970367979738,0.7,1.0051433032759598,leaf_fresh_wgt_g,1.5751690390053121,TRUE,both
702_10_baviaanskloof,702_10_baviaanskloof_DEB,3,Stoebe rhinocerotis,0,0,0.022,0.24100809950379512,1.8,0.12285674778553347,leaf_fresh_wgt_g,0.8766955422375148,TRUE,both
719_38_baviaanskloof,719_38_baviaanskloof_JAS,3,Themeda triandra,0,0,0.105,0.7735945161569285,3.38,0.8327402404775177,leaf_area_cm2,0.9001080711528079,TRUE,both
725_23_cape_point,725_23_cape_point_c,2,Petalacte coronata,0,0,0.013,0.9434164716336328,0.34,1,leaf_area_cm2,1.4142135623730951,TRUE,both
801_5_cederberg,801_5_cederberg_EFG,3c,Ficinia cedarbergensis,0.079033149,2.0971585761266622,0.951,0.17220234215337837,7.24,0.4587068283478058,leaf_area_cm2,0.36121569961463906,FALSE,ratio_only
625_16_hangklip,625_16_hangklip_ET,9,Podalyria calyptrata,0.043153527,2.0391226752652805,0.131,0.5812868425777579,2.41,1.3977234454295664,leaf_area_cm2,0.33197073876758687,FALSE,ratio_only
802_1_cederberg,802_1_cederberg_JL,4,Asparagus retrofractus,0.012033119,0.4959790768392716,0.401,0.7226459228491395,10.87,0.6682837101414112,leaf_fresh_wgt_g,0.25143601895109935,FALSE,ratio_only
723_6_cederberg,723_6_cederberg_JS,2,Stoebe aethiopica,0.010513141,0.4907696467735993,0.219,0.04539190281401437,7.99,0.5990244093334292,leaf_area_cm2,0.2552319977093541,FALSE,ratio_only
805_13_htr,805_13_htr_MAL,3,Mesembryanthemum junceum,0.081395349,0.4902103834280656,0.205,1.6625945684936925,2.15,0.729565416854428,leaf_fresh_wgt_g,0.3680120667669064,FALSE,ratio_only
629_3_hangklip,629_3_hangklip_EFG,2,Elegia capensis,0.015291262,0.4887689587708664,0.242,0.26353111612993435,4.12,0.3537891938424983,leaf_area_cm2,0.265685836485495,FALSE,ratio_only
717_1_baviaanskloof,717_1_baviaanskloof_DEB,3,Vachellia karroo,0.008064516,0.4845396732029874,0.058,1.7344760421405083,3.1,1.1448884505049883,leaf_fresh_wgt_g,0.3609814753710516,FALSE,ratio_only
702_7_baviaanskloof,702_7_baviaanskloof_DEB,1,Chrysocoma ciliata,0.017505995,0.4797399494129891,0.114,0.670935723831009,4.17,0.16862819682386024,leaf_fresh_wgt_g,0.36368980184515026,FALSE,ratio_only
622_33_hangklip,622_33_hangklip_TEM,2,Restio versatilis,0.012664908,0.47902392332444943,0.382,0.6381041717099072,7.58,0.1533347827709906,leaf_fresh_wgt_g,0.27204322072029563,FALSE,ratio_only
805_16_htr,805_16_htr_MAL,3,Lycium cinereum,0.042857143,0.47839771179823753,0.286,0.10925534237102855,5.67,0.982297998266541,leaf_area_cm2,0.3690144999466205,FALSE,ratio_only
