NewUID,sample_id,replicate,ScientificName_WFO,leaf_thickness_mm,measure_ratio,cv,flag_high_cv,confidence
806_13_cape_point,806_13_cape_point_b,3,Senecio triqueter,0.236,0.47437185929648235,0.37688642995222266,FALSE,ratio_only
724_14_cederberg,724_14_cederberg_SM,2,Othonna quinquedentata,0.307,0.4715821812596006,0.33368190128940073,FALSE,ratio_only
724_4_cederberg,724_4_cederberg_SM,3,Ficinia bulbosa,0.197,0.47016706443914086,0.2662858507247316,FALSE,ratio_only
709_2_langeberg,709_2_langeberg_JAS,5,Restio triticeus,0.706,0.4687915006640106,0.37492882117888887,FALSE,ratio_only
724_24_cederberg,724_24_cederberg_SM,4l,Ficinia dunensis,0.445,0.4654811715481172,0.3302870925427674,FALSE,ratio_only
726_5_cederberg,726_5_cederberg_EFG,5l,Schoenus crassus,0.258,0.46361185983827496,0.3081762050826375,FALSE,ratio_only
710_14_langeberg,710_14_langeberg_CM,1,Wahlenbergia neorigida,0.09,0.4627249357326478,0.2696556902344337,FALSE,ratio_only
731_16_cederberg,731_16_cederberg_SM,5,Macrostylis tenuis,0.099,0.4541284403669725,0.36783915749842166,FALSE,ratio_only
814_15_cape_point,814_15_cape_point_a,1,Aspalathus chenopoda,0.249,0.4502712477396022,0.339903343654765,FALSE,ratio_only
709_3_langeberg,709_3_langeberg_JAS,5,Muraltia ciliaris,0.063,0.44839857651245546,0.31702105054219903,FALSE,ratio_only
708_7_langeberg,708_7_langeberg_EFG,2,Erica grata,0.075,0.44776119402985076,0.31640467296428765,FALSE,ratio_only
709_28_langeberg,709_28_langeberg_JAS,4,Themeda triandra,0.079,0.4475920679886686,0.3211851921853784,FALSE,ratio_only
725_19_cederberg,725_19_cederberg_JL,5,Aspalathus hirta,0.3,0.4285714285714286,0.33333333333333337,FALSE,ratio_only
711_10_langeberg,711_10_langeberg_HKM,5,Indigofera sarmentosa,0.083,0.4267352185089974,0.333003512162964,FALSE,ratio_only
620_23_hangklip,620_23_hangklip_HKM,1,Erica labialis,0.11,0.421455938697318,0.35106551060027574,FALSE,ratio_only
622_31_hangklip,622_31_hangklip_TEM,1,Brunia fragarioides,0.163,0.4195624195624196,0.2952124102167504,FALSE,ratio_only
724_17_cederberg,724_17_cederberg_SM,1,Oedera sedifolia,0.24,0.4123711340206185,0.3341109471556669,FALSE,ratio_only
730_20_htr,730_20_htr_RDG,4,Erodium cicutarium,0.285,0.4008438818565401,0.37585367047284235,FALSE,ratio_only
621_43_hangklip,621_43_hangklip_CC,4,Erica serrata,0.101,0.3877159309021113,0.3478330789211861,FALSE,ratio_only
711_7_langeberg,711_7_langeberg_HKM,1,Restio arcuatus,0.257,0.3470627954085078,0.3591256024837366,FALSE,ratio_only
725_16_cederberg,725_16_cederberg_JL,2,Serruria aitonii,0.149,0.3156779661016949,0.35454431802021225,FALSE,ratio_only
